Index Number;Name;Address;Project Status;Occupancy Year;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;Clientele- Families;Clientele - Seniors;Clientele - Other;Operator;Local Area;URL;Geom
3;Inti Co-op;1675 Cypress St;Completed;1986;2;2;0;0;0;0;0;0;0;0;4;4;6;2;0;0;14;0;6;Inti Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=3;"{""type"": ""Point"", ""coordinates"": [-123.14821914, 49.27094519]}"
5;Sam Greer Place Co-op;1714 Maple St.;Completed;1977;0;0;0;0;0;0;0;0;0;0;8;7;0;0;0;0;7;0;8;Sam Greer Place Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=5;"{""type"": ""Point"", ""coordinates"": [-123.14995826, 49.27046454]}"
12;Habitat Villa;3859 W 2nd Ave;Completed;1980;0;0;4;0;0;0;0;0;0;0;0;4;29;0;0;0;37;0;0;Metro Vancouver Housing Corporation;West Point Grey;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=12;"{""type"": ""Point"", ""coordinates"": [-123.19038711, 49.27045566]}"
15;Coastview Apartments;1650 E 3rd Ave;Completed;1980;1;0;0;0;0;0;0;0;0;0;8;0;0;0;24;0;0;0;33;Coast Foundation Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=15;"{""type"": ""Point"", ""coordinates"": [-123.07052778, 49.26755868]}"
16;Moreland Kennedy House;2495 W 3rd Ave;Completed;1974;0;0;0;0;0;0;0;0;0;0;11;0;0;0;20;0;0;30;1;Brightside Community Homes Foundation;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=16;"{""type"": ""Point"", ""coordinates"": [-123.16187563, 49.26939934]}"
17;Antkiw Court;1534 E 4th Ave;Completed;1988;0;0;0;0;0;0;0;0;0;0;0;13;6;2;0;0;21;0;0;Entre Nous Femmes Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=17;"{""type"": ""Point"", ""coordinates"": [-123.07288057, 49.266645]}"
20;Northern Way Co-op;675 E 5th Ave;Completed;1985;3;0;0;0;0;0;0;0;0;0;13;24;19;1;0;0;44;0;16;Northern Way Co-op Housing Association;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=20;"{""type"": ""Point"", ""coordinates"": [-123.09065341, 49.26639799]}"
21;Sunrise Co-op;1528 E 5th Ave;Completed;1987;0;2;0;0;0;0;0;0;0;0;8;16;13;0;0;0;31;0;8;Sunrise Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=21;"{""type"": ""Point"", ""coordinates"": [-123.07336938, 49.26574527]}"
22;Rising Star Co-op;1556 E 5th Ave;Completed;1986;0;2;0;0;0;0;0;0;0;0;9;13;9;0;0;0;24;0;9;Rising Star Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=22;"{""type"": ""Point"", ""coordinates"": [-123.07218136, 49.26573514]}"
24;Bauer Villa;1800 E 5th Ave;Completed;1976;0;0;0;0;2;0;0;0;0;0;0;0;0;0;23;0;0;0;25;BC Housing;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=24;"{""type"": ""Point"", ""coordinates"": [-123.06799095, 49.26555761]}"
25;China Creek Place;1040 E 7th Ave;Completed;1974;0;0;0;0;0;0;0;0;0;0;6;11;0;0;1;0;11;0;7;BC Housing;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=25;"{""type"": ""Point"", ""coordinates"": [-123.08252037, 49.26400829]}"
31;Chelsea Tower - Project 7;330 E 6th Ave;Completed;1975;0;0;0;0;0;0;0;0;0;0;7;0;0;0;40;0;0;46;1;New Chelsea Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=31;"{""type"": ""Point"", ""coordinates"": [-123.09804729, 49.26518737]}"
32;Carolina Court;600 E 6th Ave;Completed;1970;0;0;0;0;0;0;0;0;0;0;28;22;0;0;0;0;22;0;28;BC Housing;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=32;"{""type"": ""Point"", ""coordinates"": [-123.09008792, 49.2649808]}"
37;Stan Stronge Noble House;730 W 6th Ave;Completed;1992;5;2;0;0;0;0;0;0;0;0;6;6;2;0;0;0;10;6;5;Stan Stronge Noble House Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=37;"{""type"": ""Point"", ""coordinates"": [-123.12056203, 49.26564344]}"
40;Phoenix;745 W 7th Ave;Completed;1982;0;0;0;0;1;0;0;0;0;0;4;0;0;0;9;0;0;0;14;MPA Society;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=40;"{""type"": ""Point"", ""coordinates"": [-123.1208978, 49.26530307]}"
45;Vancouver Native (7th Ave);1333 E 7th Ave;Completed;1985;0;1;0;0;0;0;0;0;0;0;4;12;4;0;4;0;17;0;8;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=45;"{""type"": ""Point"", ""coordinates"": [-123.07649546, 49.26448248]}"
50;Lu'Ma Housing (8th Ave);1219 E 8th Ave;Completed;1984;0;0;0;0;0;0;0;0;0;0;11;14;0;0;4;0;14;0;15;Lu'Ma Native Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=50;"{""type"": ""Point"", ""coordinates"": [-123.07898388, 49.26358712]}"
51;China Creek Co-op;1230 E 8th Ave;Completed;1987;2;2;0;0;0;0;0;0;0;0;6;19;5;1;0;0;27;0;8;China Creek Co-op Housing Association;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=51;"{""type"": ""Point"", ""coordinates"": [-123.07922139, 49.26307424]}"
52;Vancouver Native (8th Ave);1330 E 8th Ave;Completed;1985;1;1;0;0;0;0;0;0;0;0;7;23;4;0;0;0;28;0;8;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=52;"{""type"": ""Point"", ""coordinates"": [-123.07666847, 49.263058]}"
53;Access Co-op South;2829 E 8th Ave;Completed;1983;2;6;5;2;0;0;0;0;0;0;5;9;8;0;0;0;30;0;7;Access Co-op Housing Association;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=53;"{""type"": ""Point"", ""coordinates"": [-123.04651609, 49.26321325]}"
54;Heritage Co-op;717 W 8th Ave;Completed;1986;0;0;0;0;0;0;0;0;0;0;9;9;22;0;1;0;31;0;10;Heritage Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=54;"{""type"": ""Point"", ""coordinates"": [-123.12042184, 49.26446677]}"
55;Maple Creek Co-op;2053 W 8th Ave;Completed;1986;2;0;0;0;0;0;0;0;0;0;14;16;8;0;0;0;24;0;16;Maple Creek Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=55;"{""type"": ""Point"", ""coordinates"": [-123.15173449, 49.26495895]}"
57;Anavets;951 E 8th Ave;Completed;1978;1;0;0;0;2;0;0;0;0;0;5;0;0;0;52;0;0;60;0;Anavets Senior Citizens Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=57;"{""type"": ""Point"", ""coordinates"": [-123.08405019, 49.26362938]}"
59;Lu'Ma Housing (10th Ave);506 E 10th Ave;Completed;1982;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;Lu'Ma Native Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=59;"{""type"": ""Point"", ""coordinates"": [-123.09281748, 49.26128682]}"
60;View Court Co-op;12 W 10th Ave;Completed;1981;0;0;0;0;0;0;0;0;0;0;24;2;0;0;6;0;2;0;30;View Court Co-op Housing Association;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=60;"{""type"": ""Point"", ""coordinates"": [-123.10540528, 49.26184174]}"
63;Blair Court;2060 W 10th Ave;Completed;1990;14;10;5;1;0;0;0;0;0;0;4;4;1;0;0;0;21;4;14;Vancouver Resource Society for the Physically Disabled;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=63;"{""type"": ""Point"", ""coordinates"": [-123.15208112, 49.26268769]}"
64;King's Daughter Manor;1400 E 11th Ave;Completed;1973;0;0;0;0;1;0;0;0;0;0;7;0;0;0;21;0;0;29;0;Brightside Community Homes Foundation;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=64;"{""type"": ""Point"", ""coordinates"": [-123.07498181, 49.26029268]}"
65;Victoria Gardens Co-op;1823 E 11th Ave;Completed;1990;0;0;1;0;0;0;0;0;0;0;6;14;9;0;0;0;24;0;6;Victoria Gardens Co-op Housing Assoc;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=65;"{""type"": ""Point"", ""coordinates"": [-123.06745152, 49.26070528]}"
68;Lakewood Terrace Co-op;2075 E 12th Ave;Completed;1983;4;0;0;0;0;0;0;0;0;0;12;18;18;0;0;0;36;0;16;Lakewood Terrace Co-op Housing Assoc;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=68;"{""type"": ""Point"", ""coordinates"": [-123.06277581, 49.25992897]}"
70;Soroptimist Apartments;546 W 13th Ave;Completed;1960;0;0;0;0;0;0;0;0;0;0;10;0;0;0;11;0;0;21;0;Soroptimist Club of Vancouver;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=70;"{""type"": ""Point"", ""coordinates"": [-123.11636959, 49.25923061]}"
71;Heather Place;774 W 13th Ave;Completed;1982;3;2;0;0;0;0;0;0;0;0;3;56;22;0;0;0;80;0;6;Metro Vancouver Housing Corporation;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=71;"{""type"": ""Point"", ""coordinates"": [-123.12097148, 49.25927307]}"
72;Yew Street Co-op;2204 W 13th Ave;Completed;1982;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;6;0;0;Yew Street Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=72;"{""type"": ""Point"", ""coordinates"": [-123.16660959, 49.26017777]}"
73;Clark Street Apartment;1435 E 14th Ave;Completed;1977;0;0;0;0;1;0;0;0;0;0;2;0;0;0;14;0;0;0;17;Coast Foundation Society;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=73;"{""type"": ""Point"", ""coordinates"": [-123.07481742, 49.25804597]}"
77;Le Normand;859 W 16th Ave;Completed;1988;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;19;0;0;Societe d'Habitation La Verendrye;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=77;"{""type"": ""Point"", ""coordinates"": [-123.12320747, 49.25730073]}"
81;Brant Villa;2270 E 25th Ave;Completed;1971;0;0;0;0;0;0;0;0;0;0;14;14;14;6;0;0;48;0;0;BC Housing;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=81;"{""type"": ""Point"", ""coordinates"": [-123.05903401, 49.24741422]}"
84;Menno Court;1750 E 41st Ave;Completed;1974;0;0;0;0;0;0;0;0;0;0;42;0;0;0;128;0;0;170;0;Mennonite Senior Citizens' Society of B.C.;Victoria-Fraserview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=84;"{""type"": ""Point"", ""coordinates"": [-123.07016628, 49.23144219]}"
85;Crossroads Co-op;404 E 43rd Ave;Completed;1986;0;0;0;0;0;0;0;0;0;0;6;12;6;2;0;0;20;0;6;Crossroads Co-op Housing Association;Sunset;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=85;"{""type"": ""Point"", ""coordinates"": [-123.09676819, 49.23083693]}"
87;Griffin's Walk Co-op;449 E 44th Ave;Completed;1986;5;0;0;0;0;0;0;0;0;0;3;13;11;0;0;0;24;0;8;Griffin's Walk Co-op Housing Association;Sunset;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=87;"{""type"": ""Point"", ""coordinates"": [-123.09531965, 49.23041224]}"
90;Champlain Place;3217 E 58th Ave;Completed;1973;0;0;0;4;0;0;0;0;0;0;37;32;19;8;0;0;100;0;0;BC Housing;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=90;"{""type"": ""Point"", ""coordinates"": [-123.03649042, 49.21763425]}"
93;Marine Court Co-op;1599 W 71st Ave;Completed;1984;2;0;0;0;0;0;0;0;0;0;6;34;12;0;0;0;46;0;8;Marine Court Co-op Housing Association;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=93;"{""type"": ""Point"", ""coordinates"": [-123.14347965, 49.20760295]}"
95;Alma Blackwell;1656 Adanac St;Completed;1986;0;0;0;0;0;0;0;0;0;0;6;24;14;2;0;0;40;0;6;Entre Nous Femmes Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=95;"{""type"": ""Point"", ""coordinates"": [-123.07200187, 49.27733406]}"
97;Tivoli Gardens;3501 Naples Way;Completed;1982;0;12;0;0;0;0;0;0;0;0;0;46;93;0;0;0;151;0;0;Metro Vancouver Housing Corporation;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=97;"{""type"": ""Point"", ""coordinates"": [-123.02876322, 49.20853311]}"
98;Southvan Manor;6545 Alberta St;Completed;1978;5;0;0;0;0;0;0;0;0;0;11;0;0;0;84;0;0;100;0;South Vancouver Foundation;Oakridge;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=98;"{""type"": ""Point"", ""coordinates"": [-123.11362118, 49.22542244]}"
99;Alexander Residence;58 Alexander St;Completed;1974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;30;0;City of Vancouver;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=99;"{""type"": ""Point"", ""coordinates"": [-123.1027163, 49.28344261]}"
104;Four Sisters Co-op;118 Alexander St;Completed;1987;5;5;0;0;5;0;0;0;0;0;18;11;0;0;9;0;16;0;37;Four Sisters Co-op Housing Association;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=104;"{""type"": ""Point"", ""coordinates"": [-123.10153493, 49.28370049]}"
105;St. Mary's Ukrainian Gardens;3111 Ash St;Completed;1975;2;0;0;0;0;0;0;0;0;0;44;0;0;0;44;0;0;90;0;St. Mary's Ukrainian Senior Citizens' Society;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=105;"{""type"": ""Point"", ""coordinates"": [-123.11839952, 49.25789384]}"
111;Gordon Fahrni House;1630 Barclay St;Completed;1970;0;0;0;0;0;0;0;0;0;0;7;0;0;0;34;0;0;41;0;Brightside Community Homes Foundation;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=111;"{""type"": ""Point"", ""coordinates"": [-123.1353019, 49.28821106]}"
114;Kanata Co-op;7155 Blake St;Completed;1975;0;0;0;0;0;0;0;0;0;0;8;52;70;20;0;0;142;0;8;Kanata Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=114;"{""type"": ""Point"", ""coordinates"": [-123.03056313, 49.21811899]}"
115;Matheson Heights Co-op;3502-98 Bluejay Cr;Completed;1981;0;6;0;0;0;0;0;0;0;0;20;55;35;10;0;0;106;0;20;Matheson Heights Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=115;"{""type"": ""Point"", ""coordinates"": [-123.02641787, 49.21275024]}"
116;Wilp-Bilah;1545 E Broadway;Completed;1987;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;33;0;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=116;"{""type"": ""Point"", ""coordinates"": [-123.07252526, 49.26263702]}"
117;Alexandra Place;2450 Penticton St;Completed;1985;3;0;0;0;0;0;0;0;0;0;9;12;0;0;0;0;12;0;12;Alexandra Housing Society;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=117;"{""type"": ""Point"", ""coordinates"": [-123.05180854, 49.26231048]}"
119;Kitsilano Terrace Co-op;2616 W Broadway;Completed;1984;1;1;0;0;0;0;0;0;0;0;14;8;3;0;0;0;12;0;15;Kitsilano Terrace Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=119;"{""type"": ""Point"", ""coordinates"": [-123.16534964, 49.26375564]}"
120;Broadview Co-op;2525 Waterloo St;Completed;1984;5;2;0;0;0;0;0;0;0;0;2;2;6;0;0;0;10;0;7;Broadview Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=120;"{""type"": ""Point"", ""coordinates"": [-123.18021442, 49.2640035]}"
122;Clarke Manor;650 Bucketwheel;Completed;1977;0;0;0;0;0;0;0;0;0;0;24;0;0;0;22;0;0;46;0;Vancouver Broadway Housing Society;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=122;"{""type"": ""Point"", ""coordinates"": [-123.11818965, 49.26769092]}"
130;Chinatown Lions Manor I;830 Campbell Ave;Completed;1978;3;0;0;0;0;0;0;0;0;0;9;0;0;0;56;0;0;68;0;Vancouver Chinatown Housing Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=130;"{""type"": ""Point"", ""coordinates"": [-123.08442743, 49.27694361]}"
142;James McCready Residence;129 E Cordova St;Completed;1987;0;0;0;0;0;0;0;0;0;0;5;0;0;0;39;0;0;0;44;Salvation Army;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=142;"{""type"": ""Point"", ""coordinates"": [-123.10098812, 49.28256711]}"
147;Antoinette Lodge;535 E Cordova St;Completed;1976;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;71;0;78;0;City of Vancouver;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=147;"{""type"": ""Point"", ""coordinates"": [-123.09262537, 49.28240508]}"
152;Kinross Creek Co-op;8001 Curate Wynd;Completed;1983;0;4;0;0;0;0;0;0;0;0;9;26;26;4;0;0;60;0;9;Kinross Creek Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=152;"{""type"": ""Point"", ""coordinates"": [-123.02878208, 49.21247171]}"
155;Marin Vista;8430 Aqua Dr;Completed;1985;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;27;0;0;Affordable Housing Societies;Victoria-Fraserview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=155;"{""type"": ""Point"", ""coordinates"": [-123.06367471, 49.20768611]}"
158;Killarney Gardens;6620 Elliott St;Completed;1966;0;0;0;0;0;0;0;0;0;0;57;1;0;0;92;0;0;120;30;BC Housing;Victoria-Fraserview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=158;"{""type"": ""Point"", ""coordinates"": [-123.05403611, 49.22319619]}"
165;Franklin House;1721 Franklin St;Completed;1982;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;30;0;0;32;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=165;"{""type"": ""Point"", ""coordinates"": [-123.06979076, 49.28242758]}"
171;Vancouver Native (Georgia St);1856 E Georgia St;Completed;1987;1;0;0;0;0;0;0;0;0;0;2;12;6;6;0;0;24;2;1;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=171;"{""type"": ""Point"", ""coordinates"": [-123.0664843, 49.27815551]}"
172;Beatrice Terrace;1877 E Georgia St;Completed;1988;0;0;0;0;0;0;0;0;0;0;0;8;10;0;0;0;18;0;0;Entre Nous Femmes Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=172;"{""type"": ""Point"", ""coordinates"": [-123.06617155, 49.27866977]}"
181;Natalia Terrace;3510 SE Marine Dr;Completed;1992;0;0;0;0;0;0;0;0;0;0;0;25;16;0;0;0;41;0;0;Entre Nous Femmes Housing Society;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=181;"{""type"": ""Point"", ""coordinates"": [-123.02876493, 49.20726071]}"
183;Sitka Co-op;1550 Woodland Dr;Completed;1986;1;0;0;0;0;0;0;0;0;0;7;11;6;1;0;0;18;0;8;Sitka Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=183;"{""type"": ""Point"", ""coordinates"": [-123.07305553, 49.27078715]}"
185;Haro Park Tower;845 Bute St;Completed;1978;12;0;0;0;8;0;0;0;0;0;0;0;0;0;44;0;0;64;0;Haro Park Center Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=185;"{""type"": ""Point"", ""coordinates"": [-123.12796978, 49.28560414]}"
190;Bill Hennessy Place;501 E Hastings St;Completed;1984;6;0;0;0;0;0;0;0;0;0;23;17;0;0;24;0;17;0;53;First United Church Social Housing Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=190;"{""type"": ""Point"", ""coordinates"": [-123.09283543, 49.28150447]}"
193;Shon Yee Place;628 E Hastings St;Completed;1988;4;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;72;0;Shon Yee Benevolent Association of Canada;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=193;"{""type"": ""Point"", ""coordinates"": [-123.09102024, 49.28085873]}"
195;La Cour I;3080 Heather St;Completed;1986;1;0;0;0;0;0;0;0;0;0;0;18;4;0;0;0;22;0;1;Societe d'Habitation La Verendrye;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=195;"{""type"": ""Point"", ""coordinates"": [-123.11942972, 49.2576848]}"
200;Goodson Korsch Residence;1260 Howe St;Completed;1989;3;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;65;0;Vancouver Jewish Building Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=200;"{""type"": ""Point"", ""coordinates"": [-123.12780759, 49.2770125]}"
201;Eburne Landing Co-op;8828 Hudson St;Completed;1988;4;3;1;0;0;0;0;0;0;0;12;8;8;0;0;0;20;0;16;Eburne Landing Co-op Housing Association;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=201;"{""type"": ""Point"", ""coordinates"": [-123.13433186, 49.20534612]}"
203;Columbus Tower;5233 Joyce St;Completed;1970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;81;1;Columbus Charities;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=203;"{""type"": ""Point"", ""coordinates"": [-123.03307907, 49.23748176]}"
204;Chelsea Green;4210 Kamloops St;Completed;1990;0;0;0;0;0;0;0;0;0;0;0;20;9;0;0;0;29;0;0;New Chelsea Society;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=204;"{""type"": ""Point"", ""coordinates"": [-123.0536508, 49.24692571]}"
207;Lu'Ma Housing (Boundary Rd);5075 Boundary Rd;Completed;1993;4;0;0;0;0;0;0;0;0;0;14;4;10;0;0;0;14;14;4;Lu'Ma Native Housing Society;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=207;"{""type"": ""Point"", ""coordinates"": [-123.02402887, 49.23848485]}"
210;Parkdale Manor;2740 W King Edward Ave;Completed;1964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;52;0;Calling Ministries;Arbutus-Ridge;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=210;"{""type"": ""Point"", ""coordinates"": [-123.16606118, 49.247574]}"
212;Dundee Court Co-op;2898 Kingsway;Completed;1987;4;0;0;0;0;0;0;0;0;0;0;22;29;18;0;0;69;0;4;Dundee Court Co-op Housing Association;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=212;"{""type"": ""Point"", ""coordinates"": [-123.04678992, 49.23580848]}"
213;Synala Co-op;3090 Kingsway;Completed;1987;0;2;0;0;0;0;0;0;0;0;4;10;16;8;0;0;36;0;4;Synala Co-op Housing Association;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=213;"{""type"": ""Point"", ""coordinates"": [-123.04054547, 49.2351038]}"
220;Creekview Co-op;1483 Lamey's Mill Rd;Completed;1985;0;0;0;0;0;0;0;0;0;0;38;38;27;0;0;0;65;0;38;Creekview Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=220;"{""type"": ""Point"", ""coordinates"": [-123.1370449, 49.26932061]}"
231;Wits' End Co-op;1592 SW Marine Dr;Completed;1986;0;2;0;0;0;0;0;0;0;0;9;23;13;5;0;0;43;0;9;Wits' End Co-op Housing Association;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=231;"{""type"": ""Point"", ""coordinates"": [-123.14375724, 49.20824039]}"
234;Magyar Otthon;1564 SW Marine Dr;Completed;1988;4;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;54;0;Canadian Hungarian Housing Society of BC;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=234;"{""type"": ""Point"", ""coordinates"": [-123.14304507, 49.20823363]}"
