Index Number;Name;Address;Project Status;Occupancy Year;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;Clientele- Families;Clientele - Seniors;Clientele - Other;Operator;Local Area;URL;Geom
233;Kiwanis Manor;8790 SW Marine Dr;Completed;1970;0;0;0;0;0;0;0;0;0;0;8;0;0;0;42;0;0;50;0;Vancouver Kiwanis Senior Citizens Housing Society;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=233;"{""type"": ""Point"", ""coordinates"": [-123.14167031, 49.20576794]}"
237;Garden Villa;800 McLean Dr;Completed;1976;0;0;0;0;2;0;0;0;0;0;13;0;0;0;4;0;0;0;19;BC Housing;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=237;"{""type"": ""Point"", ""coordinates"": [-123.07393952, 49.27734561]}"
239;McLean Apartment;1885 McLean Dr;Completed;1986;0;0;0;0;0;0;0;0;0;0;5;0;0;0;20;0;0;0;25;Coast Foundation Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=239;"{""type"": ""Point"", ""coordinates"": [-123.07596571, 49.26809347]}"
241;Nanaimo Lane;16 Nanaimo St;Completed;1987;5;0;0;0;0;0;0;0;0;0;0;9;17;1;0;0;27;0;5;Affordable Housing Societies;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=241;"{""type"": ""Point"", ""coordinates"": [-123.05609131, 49.28423783]}"
243;Chelsea Lodge;3075 Nanaimo St;Completed;1962;0;0;0;0;0;0;0;0;0;0;1;0;0;0;49;0;0;49;1;New Chelsea Society;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=243;"{""type"": ""Point"", ""coordinates"": [-123.05714229, 49.25707726]}"
246;Grandview Co-op;1455 Napier St;Completed;1980;0;0;0;0;0;0;0;0;0;0;5;5;7;0;2;0;12;0;7;Grandview Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=246;"{""type"": ""Point"", ""coordinates"": [-123.07487688, 49.27517545]}"
248;Sojourn Co-op;1763 Nelson St;Completed;1983;4;2;1;0;0;0;0;0;0;0;8;13;2;0;0;0;18;0;12;Sojourn Co-op Housing Association;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=248;"{""type"": ""Point"", ""coordinates"": [-123.1377026, 49.28912892]}"
308;Vancouver East Co-op;2033 Ferndale St;Completed;1981;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;4;0;0;Vancouver East Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=308;"{""type"": ""Point"", ""coordinates"": [-123.06279932, 49.27992564]}"
344;Somerville Place;377 Powell  St;Completed;2002;0;0;0;0;2;0;0;0;0;0;0;0;0;0;29;0;0;0;31;The Bloom Group;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=344;"{""type"": ""Point"", ""coordinates"": [-123.09593061, 49.2833689]}"
356;New Portland Hotel;20 W  Hastings St;Completed;2000;0;0;0;0;0;8;0;0;0;0;18;0;0;0;0;60;0;0;86;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=356;"{""type"": ""Point"", ""coordinates"": [-123.10547529, 49.28138819]}"
357;Windchimes Apartments;144 Heatley Ave;Completed;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;27;Raincity Housing and Support Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=357;"{""type"": ""Point"", ""coordinates"": [-123.08914065, 49.28325701]}"
361;Ian Leman Place;27 W Pender St;Completed;2000;6;0;0;0;5;0;0;0;0;0;10;0;0;0;77;0;0;0;98;Vancouver Native Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=361;"{""type"": ""Point"", ""coordinates"": [-123.10573543, 49.28104614]}"
368;St. James Place;340 E Cordova St;Completed;1999;0;0;0;0;0;0;0;0;0;0;17;10;0;0;0;0;0;27;0;St. Luke's Home Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=368;"{""type"": ""Point"", ""coordinates"": [-123.09658287, 49.28197811]}"
371;Friendship Court;1600 E 8th Ave;Completed;1998;0;0;0;0;0;0;0;0;0;0;0;2;0;0;17;0;0;0;19;Kettle Friendship Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=371;"{""type"": ""Point"", ""coordinates"": [-123.07167979, 49.26297372]}"
376;The Oasis;40 E Hastings St;Completed;2000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;83;0;0;0;84;Neighbourhood Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=376;"{""type"": ""Point"", ""coordinates"": [-123.10336736, 49.2811002]}"
377;Norah Davis Gardens;2320 Franklin St;Completed;2001;1;0;1;0;0;0;0;0;0;0;5;13;10;3;0;0;28;0;5;Kiwassa Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=377;"{""type"": ""Point"", ""coordinates"": [-123.05727353, 49.2818226]}"
379;The Lux;65 E Hastings St;Completed;2009;0;0;0;0;9;0;0;0;0;0;0;0;0;0;83;0;0;0;92;Raincity Housing and Support Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=379;"{""type"": ""Point"", ""coordinates"": [-123.10290041, 49.28169883]}"
387;Glynn Manor;520 W 7th Ave;Completed;2001;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;0;0;0;49;Brightside Community Homes Foundation;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=387;"{""type"": ""Point"", ""coordinates"": [-123.11567548, 49.26473908]}"
388;Maurice McElrea Place;361 Heatley Ave;Completed;2002;0;0;0;0;3;0;0;0;0;0;3;0;0;0;75;0;0;0;81;Union Gospel Mission;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=388;"{""type"": ""Point"", ""coordinates"": [-123.08987395, 49.28146285]}"
390;Candela Place;1265 Granville St;Completed;2002;0;0;0;0;6;0;0;0;0;0;1;0;0;0;56;0;0;0;63;More Than a Roof Mennonite Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=390;"{""type"": ""Point"", ""coordinates"": [-123.12765023, 49.27658027]}"
393;C-Side;1288 W Cordova St;Completed;2002;0;8;0;0;0;0;0;0;0;0;1;60;38;6;0;0;113;0;0;Affordable Housing Societies;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=393;"{""type"": ""Point"", ""coordinates"": [-123.12376394, 49.28954846]}"
394;City Gate Co-op;188 Milross Ave;Completed;2002;0;0;0;0;0;0;0;0;0;0;10;53;25;14;0;0;92;0;10;City Gate Co-op Hsg Asoc.;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=394;"{""type"": ""Point"", ""coordinates"": [-123.10039806, 49.27563582]}"
407;W.A. Street Homes;1142 E Georgia St;Completed;1986;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;Affordable Housing Societies;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=407;"{""type"": ""Point"", ""coordinates"": [-123.08020164, 49.27795107]}"
420;Mole Hill - Phase I;1146 Comox St;Completed;2001;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;1;0;5;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=420;"{""type"": ""Point"", ""coordinates"": [-123.13052442, 49.28232403]}"
424;Mole Hill - Phase II;1154 Comox St;Completed;2003;0;0;0;0;0;0;0;0;0;0;2;5;1;0;1;0;6;0;3;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=424;"{""type"": ""Point"", ""coordinates"": [-123.13074874, 49.28247652]}"
433;Mole Hill - Phase II;1159 Pendrell St;Completed;2003;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;5;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=433;"{""type"": ""Point"", ""coordinates"": [-123.1312441, 49.28215799]}"
434;Mole Hill - Phase II;1157 Pendrell St;Completed;2003;0;0;0;0;0;0;0;0;0;0;7;1;0;0;1;0;1;0;8;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=434;"{""type"": ""Point"", ""coordinates"": [-123.1311905, 49.28211595]}"
438;Mole Hill - Phase II;1107 Thurlow St;Completed;2003;0;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;4;0;2;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=438;"{""type"": ""Point"", ""coordinates"": [-123.12999932, 49.28142047]}"
439;Mole Hill - Phase II;1113 Thurlow St;Completed;2003;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;2;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=439;"{""type"": ""Point"", ""coordinates"": [-123.13009674, 49.28135291]}"
443;Sunset Towers;1650 Haro St;Completed;1975;0;0;0;0;0;0;0;0;0;0;40;1;0;0;185;0;0;226;0;BC Housing;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=443;"{""type"": ""Point"", ""coordinates"": [-123.13484649, 49.28866855]}"
453;Mole Hill - Phase I;1129 Pendrell St;Completed;2002;0;0;0;0;0;0;0;0;0;0;2;2;0;0;3;0;2;0;5;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=453;"{""type"": ""Point"", ""coordinates"": [-123.1306738, 49.28181043]}"
454;Smith -Yuen Apartments;475 E Hastings St;Completed;2005;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;Katherine Sanford Housing Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=454;"{""type"": ""Point"", ""coordinates"": [-123.09376706, 49.28153307]}"
457;1005 Station Street;1005 Station St;Completed;2010;0;0;0;0;0;0;0;0;0;0;10;0;0;0;70;0;0;0;80;PHS Community Services Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=457;"{""type"": ""Point"", ""coordinates"": [-123.09948683, 49.2756775]}"
468;Stanley/New Fountain;35 W Cordova St;Completed;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;80;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=468;"{""type"": ""Point"", ""coordinates"": [-123.10522539, 49.2828738]}"
472;Chilean Co-op;3390 School Ave;Completed;1984;4;2;0;0;0;0;0;0;0;0;0;4;19;8;0;0;33;0;4;Chilean Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=472;"{""type"": ""Point"", ""coordinates"": [-123.03304017, 49.23080241]}"
478;Semlin Terrace;200 Semlin Dr;Completed;1977;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;12;0;0;Metro Vancouver Housing Corporation;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=478;"{""type"": ""Point"", ""coordinates"": [-123.06336388, 49.2827525]}"
485;Central Residence;42 E Cordova St;Completed;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;65;City of Vancouver;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=485;"{""type"": ""Point"", ""coordinates"": [-123.10326481, 49.28208473]}"
486;Comox Street Development;1424 Comox St;Completed;1977;0;0;0;0;0;0;0;0;0;0;6;20;3;0;0;0;23;0;6;BC Housing;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=486;"{""type"": ""Point"", ""coordinates"": [-123.13496572, 49.28521426]}"
492;Access Co-op North;2864 E 5th Ave;Completed;1983;4;4;0;0;0;0;0;0;0;0;3;3;0;0;1;0;7;0;8;Access Co-op Housing Association;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=492;"{""type"": ""Point"", ""coordinates"": [-123.04557776, 49.26540171]}"
494;Chelsea Manor;3640 Victoria Dr;Completed;2004;0;0;0;0;0;0;0;0;0;0;9;0;0;0;28;0;0;37;0;New Chelsea Society;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=494;"{""type"": ""Point"", ""coordinates"": [-123.0650132, 49.25314806]}"
532;Icelandic Residence;2020 Harrison Dr;Completed;2007;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;77;0;Icelandic Care Home Hofn Society;Victoria-Fraserview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=532;"{""type"": ""Point"", ""coordinates"": [-123.0639151, 49.2094]}"
534;Marin Vista;2101 Southside Dr;Completed;1985;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;28;0;0;Affordable Housing Societies;Victoria-Fraserview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=534;"{""type"": ""Point"", ""coordinates"": [-123.06383102, 49.20857785]}"
596;Marguerite Ford Apartments;215 W 2nd Av;Completed;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;0;0;147;Katherine Sanford Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=596;"{""type"": ""Point"", ""coordinates"": [-123.11062365, 49.26909722]}"
602;Savoy Hotel;258 E Hastings St;Completed;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;25;MPA Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=602;"{""type"": ""Point"", ""coordinates"": [-123.09821929, 49.2809366]}"
631;Under 1 Roof Project;2019 Dundas St;Completed;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;16;Lu'Ma Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=631;"{""type"": ""Point"", ""coordinates"": [-123.06282257, 49.28507629]}"
634;Aboriginal Children's Village;2980 Nanaimo;Completed;2012;0;0;0;0;0;0;0;0;0;0;3;5;12;1;3;0;18;0;6;Lu'Ma Native Housing Society;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=634;"{""type"": ""Point"", ""coordinates"": [-123.05614045, 49.25719768]}"
635;Gastown Hotel;110 Water St;Completed;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;95;Not Yet Selected;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=635;"{""type"": ""Point"", ""coordinates"": [-123.10701237, 49.28363745]}"
641;Marr Hotel;401 Powell St;Completed;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;29;Atira Women’s Resource Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=641;"{""type"": ""Point"", ""coordinates"": [-123.09506057, 49.28335605]}"
646;Kettle on Burrard;1134 Burrard St;Completed;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;0;141;Kettle Friendship Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=646;"{""type"": ""Point"", ""coordinates"": [-123.12779292, 49.27956716]}"
647;Olympic Village - Parcel 9;80 Walter Hardwick Ave.;Completed;2010;4;0;0;0;0;0;57;6;0;0;0;0;0;0;0;0;6;35;26;S.U.C.C.E.S.S;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=647;"{""type"": ""Point"", ""coordinates"": [-123.1057161, 49.27075307]}"
649;Athletes Village Co-op;151 W. 1st Ave.;Completed;2010;4;0;0;0;0;0;0;0;0;0;3;60;17;0;0;0;77;0;7;Co-operative Housing Federation of BC;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=649;"{""type"": ""Point"", ""coordinates"": [-123.10861889, 49.27064319]}"
658;Union Gospel Project;601 E Hastings St;Completed;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;37;Union Gospel Mission;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=658;"{""type"": ""Point"", ""coordinates"": [-123.09108, 49.28147049]}"
672;Park Hotel;429 - 433 W Pender St;Completed;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;50;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=672;"{""type"": ""Point"", ""coordinates"": [-123.11218735, 49.28326902]}"
680;Kindred Place;1321 Richards St;Completed;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;87;More Than a Roof Mennonite Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=680;"{""type"": ""Point"", ""coordinates"": [-123.12663394, 49.27468456]}"
684;Roosevelt Hotel;166 E Hastings St;Completed;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;40;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=684;"{""type"": ""Point"", ""coordinates"": [-123.10053555, 49.28104596]}"
687;Grace Mansion;596 E Hastings St;Completed;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;85;Salvation Army;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=687;"{""type"": ""Point"", ""coordinates"": [-123.09190356, 49.28088944]}"
688;Orwell Hotel;456 E Hastings St;Completed;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;55;Vancouver Native Housing Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=688;"{""type"": ""Point"", ""coordinates"": [-123.09418189, 49.28091634]}"
692;Dany Guincher House;1436 West 71st Avenue;Completed;2008;0;0;0;0;0;0;0;0;0;0;9;1;0;0;1;0;0;0;11;Tikva Housing Society;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=692;"{""type"": ""Point"", ""coordinates"": [-123.13817325, 49.20677619]}"
710;Heritage Co-op Addition;728 W 8th Av;Completed;2012;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;5;Heritage Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=710;"{""type"": ""Point"", ""coordinates"": [-123.12046637, 49.2639696]}"
711;First Place;188 E 1st Av;Completed;2012;0;0;0;0;29;0;0;0;0;0;0;0;0;0;100;0;0;0;129;Lookout Emergency Aid Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=711;"{""type"": ""Point"", ""coordinates"": [-123.1011091, 49.26985484]}"
721;Trafalgar Co-op;2035 Trafalgar St;Completed;1981;0;0;0;0;0;0;0;0;0;0;0;13;7;0;0;0;20;0;0;Trafalgar Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=721;"{""type"": ""Point"", ""coordinates"": [-123.16483491, 49.26767786]}"
728;395 Kingsway (former Biltmore Hotel);395 Kingsway;Completed;2014;;;;;;0;;;;;;;;;;95;0;0;95;Raincity Housing and Support Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=728;"{""type"": ""Point"", ""coordinates"": [-123.09659106, 49.26029607]}"
734;Taylor Manor;951 Boundary Rd;Completed;2014;0;;;;;;0;;;;56;0;0;0;0;0;0;0;56;Kettle Friendship Society;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=734;"{""type"": ""Point"", ""coordinates"": [-123.02460592, 49.2766945]}"
763;Sequel 138;138 E Hastings;Completed;2015;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;18;FJL Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=763;"{""type"": ""Point"", ""coordinates"": [-123.10119662, 49.28105782]}"
767;188 Keefer;188 Keefer;Completed;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;22;0;S.U.C.C.E.S.S;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=767;"{""type"": ""Point"", ""coordinates"": [-123.10033058, 49.27911983]}"
770;The Wohlsein;311 E 6th Ave;Completed;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;14;Vancouver Resource Society for the Physically Disabled;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=770;"{""type"": ""Point"", ""coordinates"": [-123.09852282, 49.26560655]}"
775;1700-1720 Kingsway;1700-1720 Kingsway;Completed;2017;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;48;Katherine Sanford Housing Society;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=775;"{""type"": ""Point"", ""coordinates"": [-123.06946375, 49.24684661]}"
776;CentralPC Housing Society;1106 Pendrell;Completed;2018;0;0;;;2;;0;0;;;14;3;;;26;;0;0;45;CentralPC Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=776;"{""type"": ""Point"", ""coordinates"": [-123.13074473, 49.28112636]}"
780;2780 - 2800 E Marine Dr;2780 - 2800 SE Marine Dr;Under Construction;;;;;;;;;;;;;;32;;;;32;0;0;;Kerrisdale;;"{""type"": ""Point"", ""coordinates"": [-123.16824661, 49.22531909]}"
783;Firehall No 5;3090 E 54 Ave;Completed;2019;;;;;;;;;;;;28;3;;;;31;0;0;YWCA Vancouver;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=783;"{""type"": ""Point"", ""coordinates"": [-123.04175081, 49.21988385]}"
785;Heather Place;706 W 13th Ave, 725 W 14th Ave;Approved;;;;;;;;;;;;59;43;31;;10;;74;0;69;;Fairview;;"{""type"": ""Point"", ""coordinates"": [-123.12097148, 49.25927307]}"
787;1315 Davie St;1171 Jervis;Completed;2018;;;;;;;;;;;5;13;;;9;;13;0;14;Vancouver Native Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=787;"{""type"": ""Point"", ""coordinates"": [-123.13510209, 49.2831831]}"
789;3595 Kingsway;3595 Kingsway;Under Construction;;;;;;;;;;;;;;;;;;0;0;148;;Renfrew-Collingwood;;"{""type"": ""Point"", ""coordinates"": [-123.0265823, 49.23247694]}"
792;946-950 Main St;946 - 950 Main Street;Under Construction;;;;;;;;;;;;4;;;;22;;0;0;26;;Strathcona;;"{""type"": ""Point"", ""coordinates"": [-123.09948504, 49.27598238]}"
798;Oakridge Lutheran Church;585 W 41st Ave, 5688 Ash Street;Completed;2019;;;;;;;;;;;15;16;;;15;;16;0;30;Oakridge Lutheran Church Housing Society;South Cambie;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=798;"{""type"": ""Point"", ""coordinates"": [-123.11760049, 49.23385582]}"
800;Pearson Dogwood;500-650 W 57 Avenue;Approved;;;;;;;;;;;;;;;;;;0;0;540;;Marpole;;"{""type"": ""Point"", ""coordinates"": [-123.11780837, 49.21835764]}"
808;River District 5a;3245 Pierview Crescent;Approved;;;;;;;;;;;;13;19;12;;7;;31;0;20;;Killarney;;"{""type"": ""Point"", ""coordinates"": [-123.03866101, 49.20724891]}"
812;2221 Main Street (VAHA);2221 Main Street;Approved;;;;;;;;;;;;45;42;30;;28;;72;0;73;;;;
813;128 Powell Street;128 Powell Street;Approved;;;;;;;;;;;;;;;;20;;0;0;20;;;;
816;87-115 SW Marine Drive;87-115 SW Marine Drive;Approved;;;;;;;;;;;;23;15;10;;;;25;0;23;;;;
820;58 W Hastings;58 W Hastings;Approved;;;;;;;;;;;;17;54;;;160;;0;0;231;;Downtown;;"{""type"": ""Point"", ""coordinates"": [-123.10623723, 49.28152394]}"
822;1045 Seymour (150 Robson);1045 Seymour;Proposed;;;;;;;;;;;;;;;;;;0;0;72;;Downtown;;"{""type"": ""Point"", ""coordinates"": [-123.12320111, 49.27821085]}"
826;1065 Harwood & 1332 Thurlow;1065 Harwood;Proposed;;;;;;;;;;;;;;;;;;0;0;97;;West End;;"{""type"": ""Point"", ""coordinates"": [-123.13265937, 49.27890834]}"
831;650 W 41 (Oakridge);650 W 41 Ave;Approved;;;;;;;;;;;;;;;;;;0;0;290;Sanford Housing Society;Oakridge;;"{""type"": ""Point"", ""coordinates"": [-123.11885482, 49.23206523]}"
834;1055 Harwood;1055 Harwood;Approved;;;;;;;;;;;;;;;;;;0;0;43;;West End;;"{""type"": ""Point"", ""coordinates"": [-123.13233851, 49.27871221]}"
836;1485 Davie;1485 Davie;Proposed;;;;;;;;;;;;;;;;;;0;0;51;;West End;;"{""type"": ""Point"", ""coordinates"": [-123.1367891, 49.28437446]}"
837;Hummingbird Place;265 W 1st;Completed;2019;;;;;6;;;;;;;;;;46;;0;0;52;PHS Community Services Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=837;"{""type"": ""Point"", ""coordinates"": [-123.11113923, 49.27071415]}"
841;The Beach;137 E 37th Ave;Completed;2018;;;;;6;;;;;;;;;;40;;0;0;46;Coast Foundation Society;Riley Park;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=841;"{""type"": ""Point"", ""coordinates"": [-123.10309421, 49.23755416]}"
844;Sarah Ross House;4480 Kaslo;Completed;2018;;;;;6;;;;;;;;;;46;;0;0;52;Atira Women’s Resource Society;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=844;"{""type"": ""Point"", ""coordinates"": [-123.04676468, 49.24496553]}"
