Property Reference,Charge Type,Gross Charge,Supplement,Small Business Relief,Charity Relief,Exemption Relief,Discretionary Relief,Additional Relief,Supporting Small Business Relief,Start Date,End Date,Company Name,Address,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Last Uploaded,Organisation URI,Socrata ID
UPRN00857700221117,Occupied,2075.25,0.00,0.00,0.00,0.00,0.00,2075.25,0.00,01/04/2020,,LKB INVESTMENTS LTD,"ROOM 111 1ST FLR, ENDSLEIGH COURT, UPPER WOBURN PLACE, LONDON, WC1H 0HQ",529830,182463,-0.129896,51.526164,Postcode Level,"(51.526164, -0.129896)",30/10/2020 11:12:31 AM,http://opendatacommunities.org/id/london-borough-council/camden,206114
UPRN01148004410035,Void (empty),12453.29,221.39,0.00,0.00,12674.68,0.00,0.00,0.00,04/04/2012,03/07/2012,,"(EXC301-306 3RD FLR), ROOM 211 2ND FLR  & 3RD-5TH FLRS, 44 BEDFORD ROW, LONDON, WC1R 4LL",530815,181706,-0.115986,51.519134,Postcode Level,"(51.519134, -0.115986)",30/10/2020 11:08:13 AM,http://opendatacommunities.org/id/london-borough-council/camden,50680
UPRN00363004940018,Void (empty),1018.34,24.86,0.00,0.00,1043.20,0.00,0.00,0.00,24/11/2014,06/02/2015,GROUND GILBEY LTD,"ARCH 3  AFTER, 49 KENTISH TOWN ROAD, LONDON, NW1 8NX",528926,184234,-0.142271,51.542286,Postcode Level,"(51.542286, -0.142271)",30/10/2020 11:09:25 AM,http://opendatacommunities.org/id/london-borough-council/camden,93149
UPRN01204010336998,Void (empty),1452.00,39.00,0.00,0.00,1491.00,0.00,0.00,0.00,01/04/2016,31/03/2017,ALMACANTAR CENTRE POINT NOMINEE NO.1 LIM,"BST 148 AT, 103 NEW OXFORD STREET, LONDON, WC1A 1DD",,,,,No spatial information available,,30/10/2020 11:10:22 AM,http://opendatacommunities.org/id/london-borough-council/camden,127931
UPRN011820008B0005,Occupied,7469.69,176.75,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,LONGLOVE LTD,"8A GREVILLE STREET, LONDON, EC1N 8SB",531397,181742,-0.107589,51.519323,Postcode Level,"(51.519323, -0.107589)",30/10/2020 11:07:09 AM,http://opendatacommunities.org/id/london-borough-council/camden,10507
UPRN012040103H1993,Void (empty),1350.00,24.00,0.00,0.00,1374.00,0.00,0.00,0.00,01/04/2012,31/03/2013,ALMACANTAR CENTRE POINT NOMINEE NO.1 LIM,"BST 88 AT, 103 NEW OXFORD STREET, LONDON, WC1A 1DD",,,,,No spatial information available,,30/10/2020 11:08:10 AM,http://opendatacommunities.org/id/london-borough-council/camden,48726
UPRN00972001331005,Occupied,8666.31,149.05,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,24/12/2010,ICTS LTD,"LONDON HIGHER, 4TH F 137-140 & 342 TAVISTOCK HOUSE AT, 13 TAVISTOCK SQUARE, LONDON, WC1H 9JP",529932,182488,-0.128417,51.526365,Postcode Level,"(51.526365, -0.128417)",30/10/2020 11:07:02 AM,http://opendatacommunities.org/id/london-borough-council/camden,6757
UPRN01531002010019,Occupied,958.50,15.75,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,DIMENSIONAL FUND ADVISORS LTD,"CAR SPACE BST, 20 TRITON STREET, LONDON, NW1 3BF",528970,182301,-0.142345,51.524905,Postcode Level,"(51.524905, -0.142345)",30/10/2020 11:07:40 AM,http://opendatacommunities.org/id/london-borough-council/camden,30534
UPRN01214000010009,Void (empty),491.16,9.13,0.00,0.00,500.29,0.00,0.00,0.00,10/04/2010,25/04/2010,SHAFTESBURY COVENT GARDEN LTD,"CENTRE OF BST COURTYARD, THOMAS NEALS, EARLHAM STREET, LONDON, WC2H 9LA",530153,181089,-0.125724,51.513744,Postcode Level,"(51.513744, -0.125724)",30/10/2020 11:07:13 AM,http://opendatacommunities.org/id/london-borough-council/camden,12978
UPRN00816099920008,Occupied,26100.00,464.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,LBC-S12078623140,"BROOKFIELD PRIMARY SCHOOL, CHESTER ROAD, LONDON, N19 5DH",528673,186576,-0.145062,51.563391,Postcode Level,"(51.563391, -0.145062)",30/10/2020 11:07:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,41486
UPRN99123000130433,Occupied,4851.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,THE OFFICE GROUP PROPERTIES LIMITED,"TEA STATION 4TH FLR, 1 EUSTON SQUARE, LONDON, NW1 2EE",,,,,No spatial information available,,30/10/2020 11:08:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,69315
UPRN00895001400428,Occupied,696.45,11.56,0.00,0.00,0.00,0.00,0.00,0.00,07/07/2010,31/03/2011,THE TRUSTEES OF ROCKSPRING HANOVER P.U.T,"CAR SPACE NO 34 FOX COURT, 14 GRAYS INN ROAD, LONDON, WC1X 8HN",531135,181691,-0.111382,51.518925,Postcode Level,"(51.518925, -0.111382)",30/10/2020 11:07:15 AM,http://opendatacommunities.org/id/london-borough-council/camden,14208
UPRN99123000100062,Void (empty),55.17,1.29,0.00,0.00,56.46,0.00,0.00,0.00,17/12/2014,04/01/2015,THE GUINNESS PARTNERSHIP LIMITED,"CAR SPACE 5 BST, 1 EUSTON SQUARE, LONDON, NW1 2EE",,,,,No spatial information available,,30/10/2020 11:09:26 AM,http://opendatacommunities.org/id/london-borough-council/camden,93621
UPRN01049003238004,Occupied,62880.00,1703.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,CLINIC LONDON LIMITED,"BST & GF, 32-38 SAFFRON HILL, LONDON, EC1N 8FH",531445,181887,-0.106844,51.520615,Postcode Level,"(51.520615, -0.106844)",30/10/2020 11:09:43 AM,http://opendatacommunities.org/id/london-borough-council/camden,103886
UPRN00045805520059,Occupied,1016.85,0.00,949.06,0.00,0.00,0.00,0.00,0.00,01/10/2011,14/03/2012,HIGH STEPPING LTD,"GND F 5, FROGNAL PARADE, FINCHLEY ROAD, LONDON, NW3 5HH",526217,184908,-0.181072,51.548955,Postcode Level,"(51.548955, -0.181072)",30/10/2020 11:07:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,34064
UPRN01095003200047,Occupied,187.53,0.00,187.53,0.00,0.00,0.00,0.00,0.00,01/03/2019,31/03/2019,INDUSTRY ARTS MARKETING LTD,"ROOM B3 BST, 32 BLOOMSBURY STREET, LONDON, WC1B 3QJ",529995,181586,-0.127816,51.518246,Postcode Level,"(51.518246, -0.127816)",30/10/2020 11:11:45 AM,http://opendatacommunities.org/id/london-borough-council/camden,179170
UPRN01199011430139,Occupied,8240.66,135.41,0.00,0.00,0.00,0.00,0.00,0.00,13/04/2011,08/08/2011,BELL DESIGN & COMMUNICATIONS LIMITED - I,"3RD FLR, FLITCROFT HOUSE, 114-116 CHARING CROSS ROAD, LONDON, WC2H 0JR",529889,181189,-0.129489,51.514703,Postcode Level,"(51.514703, -0.129489)",30/10/2020 11:07:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,31657
UPRN01058074A10006,Occupied,21538.00,578.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,SOCIETY LIMITED,"BST, ARIEL HOUSE, 74A CHARLOTTE STREET, LONDON, W1T 4QJ",529375,181837,-0.13668,51.520643,Postcode Level,"(51.520643, -0.13668)",30/10/2020 11:10:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,124539
UPRN01095003200095,Occupied,2002.20,32.90,0.00,1628.08,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,TRIANGLE TRUST 1949 FUND,"ROOM F3 1ST FLR, 32 BLOOMSBURY STREET, LONDON, WC1B 3QJ",529995,181586,-0.127816,51.518246,Postcode Level,"(51.518246, -0.127816)",30/10/2020 11:07:34 AM,http://opendatacommunities.org/id/london-borough-council/camden,26969
UPRN01204099900916,Void (empty),1514.50,42.25,0.00,0.00,1556.75,0.00,0.00,0.00,01/04/2017,31/03/2018,T-MOBILE UK LTD,"SITE (72357) AT TOTTENHAM COURT RD, UNDERGROUND, BY KIOSK, NEW OXFORD STREET, LONDON, WC1A 1HL",529856,181403,-0.129911,51.516632,Postcode Level,"(51.516632, -0.129911)",30/10/2020 11:10:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,149120
UPRN012040103L9994,Void (empty),1440.00,39.00,0.00,0.00,1479.00,0.00,0.00,0.00,01/04/2015,31/03/2016,ALMACANTAR CENTRE POINT NOMINEE NO.1 LIM,"BST 113 AT, 103 NEW OXFORD STREET, LONDON, WC1A 1DD",,,,,No spatial information available,,30/10/2020 11:09:49 AM,http://opendatacommunities.org/id/london-borough-council/camden,107581
UPRN99099005010011,Occupied,13873.57,361.44,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,27/07/2020,ASSOCIATED BRITISH FOODS PLC,"3RD FLR, 50-51 RUSSELL SQUARE, LONDON, WC1B 4JP",530146,181861,-0.12554,51.520683,Postcode Level,"(51.520683, -0.12554)",30/10/2020 11:12:51 AM,http://opendatacommunities.org/id/london-borough-council/camden,217342
UPRN00264015830031,Occupied,42207.28,693.55,0.00,0.00,0.00,0.00,0.00,0.00,30/09/2011,29/12/2011,LBC - XG103CE020,"GND 1ST 2ND 3RD & 4TH FS, 158-164 WEST END LANE, LONDON, NW6 1SD",525542,184769,-0.190827,51.547859,Postcode Level,"(51.547859, -0.190827)",30/10/2020 11:07:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,34029
UPRN00745001721009,Void (empty),1336.64,26.04,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,24/04/2013,"TEMAX GROUP LIMITED,","GND FLR, 17-21 KINGS TERRACE, LONDON, NW1 0LP",,,,,No spatial information available,,30/10/2020 11:08:28 AM,http://opendatacommunities.org/id/london-borough-council/camden,59654
UPRN01079001920036,Occupied,184867.50,4317.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,TRENCHANT LIMITED,"5TH FLR WHITTINGTON HOUSE, 19-30 ALFRED PLACE, LONDON, WC1E 7EA",529642,181832,-0.132836,51.520537,Postcode Level,"(51.520537, -0.132836)",30/10/2020 11:09:11 AM,http://opendatacommunities.org/id/london-borough-council/camden,84581
UPRN01077001100073,Void (empty),2746.30,45.13,0.00,0.00,0.00,0.00,0.00,0.00,08/06/2011,10/07/2011,PHQ LTD,"4TH FLR, 11 CHENIES STREET, LONDON, WC1E 7ET",529638,181890,-0.132872,51.521059,Postcode Level,"(51.521059, -0.132872)",30/10/2020 11:07:43 AM,http://opendatacommunities.org/id/london-borough-council/camden,32334
UPRN00301009510011,Occupied,7905.05,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2017,31/03/2018,MAS FISH & CHIPS LIMITED,"BST & GND FS, 95 HAVERSTOCK HILL, LONDON, NW3 4RL",527776,184697,-0.158652,51.546711,Postcode Level,"(51.546711, -0.158652)",30/10/2020 11:10:39 AM,http://opendatacommunities.org/id/london-borough-council/camden,137322
UPRN01063000216027,Void (empty),18903.72,336.92,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/07/2010,SPG MEDIA GROUP LTD,"2ND F KINGS COURT, 2-16 GOODGE STREET, LONDON, W1T 2QA",529542,181778,-0.134296,51.520074,Postcode Level,"(51.520074, -0.134296)",30/10/2020 11:07:05 AM,http://opendatacommunities.org/id/london-borough-council/camden,8279
UPRN00889033710012,Occupied,3977.69,92.90,0.00,0.00,0.00,0.00,246.58,0.00,01/04/2014,29/06/2014,MUSHU FOODS LTD,"337 EUSTON ROAD, LONDON, NW1 3AD",529157,182244,-0.139672,51.52435,Postcode Level,"(51.52435, -0.139672)",30/10/2020 11:09:05 AM,http://opendatacommunities.org/id/london-borough-council/camden,80878
UPRN01175007100201,Occupied,1440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,MITSUBISHI CORPORATION INTERNATIONAL (EU,"CAR SPACE NO 11 BASEMENT, MID CITY PLACE, 71 HIGH HOLBORN, LONDON, WC1V 6EA",530809,181632,-0.1161,51.51847,Postcode Level,"(51.51847, -0.1161)",30/10/2020 11:09:47 AM,http://opendatacommunities.org/id/london-borough-council/camden,106282
UPRN01046003435001,Occupied,1507.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,NISSIM JEWELRY,"2ND F 9 AT, 34-35 HATTON GARDEN, LONDON, (NISSAM JEWELLERY), EC1N 8DX",531359,181824,-0.108106,51.520068,Postcode Level,"(51.520068, -0.108106)",30/10/2020 11:08:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,44993
UPRN01178003300017,Void (empty),1373.06,31.34,0.00,0.00,0.00,0.00,0.00,0.00,21/06/2018,22/07/2018,150 HOLBORN REAL ESTATE LIMITED,"33-35 BROOKE STREET, LONDON, EC1N 7RP",,,,,No spatial information available,,30/10/2020 11:11:39 AM,http://opendatacommunities.org/id/london-borough-council/camden,175023
UPRN01531002010044,Void (empty),1445.13,24.85,0.00,0.00,1469.98,0.00,0.00,0.00,08/11/2010,31/03/2011,LEND LEASE EUROPE HOLDINGS LTD,"4 CAR PARKING SPACES BST, 20 TRITON STREET, LONDON, NW1 3BF",528970,182301,-0.142345,51.524905,Postcode Level,"(51.524905, -0.142345)",30/10/2020 11:07:18 AM,http://opendatacommunities.org/id/london-borough-council/camden,16332
UPRN00016010830002,Occupied,17591.50,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2017,31/03/2018,LITTLE RACCOONS NURSERY LIMITED,"NURSERY GND FLR, 108 SWAIN'S LANE, LONDON, N6 6QS",528347,186367,-0.149838,51.561587,Postcode Level,"(51.561587, -0.149838)",30/10/2020 11:10:37 AM,http://opendatacommunities.org/id/london-borough-council/camden,136166
UPRN0500600122000B,Occupied,31669.50,838.50,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2019,31/03/2020,D & J (SWISS COTTAGE) LIMITED,"BST & GND FS, 5-6 NEW COLLEGE PARADE, FINCHLEY ROAD, LONDON, NW3 5ES",526538,184499,-0.176567,51.54521,Postcode Level,"(51.54521, -0.176567)",30/10/2020 11:12:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,194852
UPRN05006088810721,Occupied,51360.00,1391.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,PIZZA EXPRESS (RESTAURANTS) LTD,"UNIT 7B AT, THE O2 CENTRE, FINCHLEY ROAD, LONDON, NW3 6LU",526195,184795,-0.18143,51.547945,Postcode Level,"(51.547945, -0.18143)",30/10/2020 11:11:36 AM,http://opendatacommunities.org/id/london-borough-council/camden,172944
UPRN05007025930017,Void (empty),5556.62,147.12,0.00,0.00,5703.74,0.00,0.00,0.00,19/07/2019,02/10/2019,NATURALLY FOODS LTD IN LIQUIDATION,"GND FLR & BST, 259-263 KENTISH TOWN ROAD, LONDON, NW5 2JT",528960,184902,-0.141511,51.548284,Postcode Level,"(51.548284, -0.141511)",30/10/2020 11:12:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,197579
UPRN01048001120021,Occupied,38400.00,1040.00,0.00,0.00,0.00,600.00,0.00,0.00,01/04/2018,31/03/2019,MONTEROSA PRODUCTIONS LIMITED,"2ND FLR, 5-13 HATTON WALL, LONDON, EC1N 8HX",531338,182001,-0.108343,51.521664,Postcode Level,"(51.521664, -0.108343)",30/10/2020 11:11:27 AM,http://opendatacommunities.org/id/london-borough-council/camden,167167
UPRN99123000130305,Void (empty),3878.90,102.70,0.00,0.00,3981.60,0.00,0.00,0.00,01/04/2019,31/03/2020,HS2 LTD,"R3.05 3RD FLR, 1 EUSTON SQUARE, LONDON, NW1 2EE",,,,,No spatial information available,,30/10/2020 11:12:13 AM,http://opendatacommunities.org/id/london-borough-council/camden,195701
UPRN01035012300024,Occupied,6655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,FLEET GROUP LIMITED,"GND F, 123 CLERKENWELL ROAD, LONDON, EC1R 5DB",531066,181990,-0.112239,51.52163,Postcode Level,"(51.52163, -0.112239)",30/10/2020 11:10:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,123521
UPRN00889035000403,Occupied,1012.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,HACHETTE UK LTD,"CAR SPACE 10 BST, 350 EUSTON ROAD, LONDON, NW1 2RT",529587,182735,-0.133296,51.528664,Postcode Level,"(51.528664, -0.133296)",30/10/2020 11:07:59 AM,http://opendatacommunities.org/id/london-borough-council/camden,42188
UPRN00895021400269,Occupied,1080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,GLOBECAST UK LTD,"LGND 26 AT, 214 GRAYS INN ROAD, LONDON, WC1X 8HB",530869,182256,-0.114978,51.524066,Postcode Level,"(51.524066, -0.114978)",30/10/2020 11:09:38 AM,http://opendatacommunities.org/id/london-borough-council/camden,101021
UPRN01188003010041,Occupied,139853.10,2724.41,0.00,0.00,0.00,0.00,0.00,0.00,09/10/2013,31/03/2014,TALKTALK TV ENTERTAINMENT LIMITED,"BST-4TH FLRS, 30 KIRBY STREET, LONDON, EC1N 8TE",531400,181809,-0.107495,51.519926,Postcode Level,"(51.519926, -0.107495)",30/10/2020 11:08:49 AM,http://opendatacommunities.org/id/london-borough-council/camden,72132
UPRN99091000712962,Void (empty),1080.00,29.25,0.00,0.00,1109.25,0.00,0.00,0.00,01/04/2018,31/03/2019,FERNRIDGE LIMITED,"CAR SPACE 6, LYNTON HOUSE, 7-12 TAVISTOCK SQUARE, LONDON, WC1H 9LT",529947,182379,-0.128241,51.525382,Postcode Level,"(51.525382, -0.128241)",30/10/2020 11:11:36 AM,http://opendatacommunities.org/id/london-borough-council/camden,173453
UPRN00815020700044,Occupied,42226.00,1118.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,CCGROUP COMMUNICATIONS LTD,"3RD FLR, 207 KING'S CROSS ROAD, LONDON, WC1X 9DN",530527,182989,-0.119634,51.530732,Postcode Level,"(51.530732, -0.119634)",30/10/2020 11:11:54 AM,http://opendatacommunities.org/id/london-borough-council/camden,184219
UPRN01119055500024,Occupied,67452.00,1314.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,PROPRIETARY ASSOC OF GB LTD,"3RD F VERNON AND SICILIAN HOUSE, SICILIAN AVENUE, LONDON, WC1A 2QH",530446,181612,-0.121336,51.518375,Postcode Level,"(51.518375, -0.121336)",30/10/2020 11:08:36 AM,http://opendatacommunities.org/id/london-borough-council/camden,65216
UPRN00840015820041,Void (empty),7198.68,194.96,0.00,0.00,7393.64,0.00,0.00,0.00,02/05/2018,01/08/2018,DYNAMO PR LIMITED,"4TH FLR, 158-160 NORTH GOWER STREET, LONDON, NW1 2ND",529377,182465,-0.136421,51.526286,Postcode Level,"(51.526286, -0.136421)",30/10/2020 11:11:38 AM,http://opendatacommunities.org/id/london-borough-council/camden,174459
UPRN0073700873123,Occupied,387.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/08/2020,30/09/2020,OASIS BUSINESS CENTRES LTD,"ROOM 312 AT, 85-87 BAYHAM STREET, LONDON, NW1 0AG",529058,183735,-0.140526,51.537774,Postcode Level,"(51.537774, -0.140526)",30/10/2020 11:12:54 AM,http://opendatacommunities.org/id/london-borough-council/camden,218738
UPRN00609000120063,Occupied,1694.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,12/07/2013,SPELLBOUND ENTERTAINMENT LTD,"6 PRIMROSE MEWS, 1A SHARPLESHALL STREET, LONDON, NW1 8YL",527922,184049,-0.156808,51.540852,Postcode Level,"(51.540852, -0.156808)",30/10/2020 11:08:27 AM,http://opendatacommunities.org/id/london-borough-council/camden,58586
UPRN00395013600029,Occupied,20587.50,366.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,EE LIMITED,"BST & GND FS, 136 KILBURN HIGH ROAD, LONDON, NW6 4JD",525187,183976,-0.196251,51.540809,Postcode Level,"(51.540809, -0.196251)",30/10/2020 11:07:54 AM,http://opendatacommunities.org/id/london-borough-council/camden,39152
UPRN00881009900096,Occupied,18883.26,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2017,31/03/2018,SCHEDUALL EMEA LTD,"2ND F LEFT, DERBYSHIRE HOUSE, ST CHAD'S STREET, LONDON, WC1H 8AG",530273,182817,-0.123383,51.529243,Postcode Level,"(51.529243, -0.123383)",30/10/2020 11:10:45 AM,http://opendatacommunities.org/id/london-borough-council/camden,141020
UPRN00927003000005,Occupied,480194.33,8330.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,DENNIS PUBLISHING LIMITED,"30 CLEVELAND STREET, LONDON, W1T 4JD",529305,181755,-0.137719,51.519922,Postcode Level,"(51.519922, -0.137719)",30/10/2020 11:07:00 AM,http://opendatacommunities.org/id/london-borough-council/camden,5743
UPRN01175007930011,Occupied,14147.43,243.32,0.00,0.00,0.00,0.00,0.00,0.00,08/10/2010,31/03/2011,COOMBE SPRINGS MANAGEMENT LTD,"BST & GND FS, 79-80 HIGH HOLBORN, LONDON, WC1V 6LS",530737,181585,-0.117154,51.518065,Postcode Level,"(51.518065, -0.117154)",30/10/2020 11:07:17 AM,http://opendatacommunities.org/id/london-borough-council/camden,15914
UPRN00878001810021,Occupied,5082.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,CRANE RADIATORS LTD,"GND F, 18 LEIGH STREET, LONDON, WC1H 9EP",530151,182524,-0.125223,51.52664,Postcode Level,"(51.52664, -0.125223)",30/10/2020 11:10:09 AM,http://opendatacommunities.org/id/london-borough-council/camden,120102
UPRN0123700101006A,Occupied,44121.00,859.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,OVALHOUSE LTD,"1ST F & 2ND F WEST REAR, 10-14 MACKLIN STREET, LONDON, WC2B 5NF",530372,181318,-0.12251,51.51575,Postcode Level,"(51.51575, -0.12251)",30/10/2020 11:08:40 AM,http://opendatacommunities.org/id/london-borough-council/camden,67931
UPRN0061800401001A,Occupied,8547.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,BISTROANDWINESHOP LTD - IN LIQUIDATION,"BST & GND FS, 40 CHALCOT ROAD, LONDON, NW1 8LS",528122,183962,-0.153958,51.540025,Postcode Level,"(51.540025, -0.153958)",30/10/2020 11:07:25 AM,http://opendatacommunities.org/id/london-borough-council/camden,21026
UPRN00624006720011,Void (empty),4411.93,81.69,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,29/02/2012,UK REAL ESTATE LIMITED,"R/O 67-70 CHALK FARM ROAD, LONDON, NW1 8AN",528394,184339,-0.1499,51.543351,Postcode Level,"(51.543351, -0.1499)",30/10/2020 11:07:25 AM,http://opendatacommunities.org/id/london-borough-council/camden,21120
UPRN00857700221224,Occupied,1237.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,LKB INVESTMENTS LTD,"ROOM 122 1ST FLR, ENDSLEIGH COURT, UPPER WOBURN PLACE, LONDON, WC1H 0HQ",529830,182463,-0.129896,51.526164,Postcode Level,"(51.526164, -0.129896)",30/10/2020 11:07:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,41658
UPRN01051004900518,Void (empty),2033.55,64.08,0.00,0.00,0.00,0.00,0.00,0.00,08/07/2019,29/07/2019,SIGNET PROP LIMITED,"(INCL GND FLR REAR51) GND FLR, 49 FARRINGDON ROAD, LONDON, EC1M 3JB",531486,181855,-0.106239,51.520319,Postcode Level,"(51.520319, -0.106239)",30/10/2020 11:12:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,197448
UPRN00839009900098,Occupied,9600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,HUTCHISON 3G UK LTD,"SITE (NW0048) ROOF OF THISTLE HOTEL, CARDINGTON STREET, LONDON, NW1 2LN",,,,,No spatial information available,,30/10/2020 11:09:36 AM,http://opendatacommunities.org/id/london-borough-council/camden,99739
UPRN01184000620021,Occupied,81506.00,2158.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2019,31/03/2020,COMSCORE UK LTD,"2ND FLR, 6-7 ST CROSS STREET, LONDON, EC1N 8UB",531298,181869,-0.108942,51.520489,Postcode Level,"(51.520489, -0.108942)",30/10/2020 11:12:08 AM,http://opendatacommunities.org/id/london-borough-council/camden,192556
UPRN01158000420066,Occupied,1392.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,4 STONE BUILDINGS BARRISTER CHAMBERS,"KITCHEN LGND FLR, 4 STONE BUILDINGS, LONDON, WC2A 3XT",530955,181504,-0.114044,51.517286,Postcode Level,"(51.517286, -0.114044)",30/10/2020 11:09:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,105920
UPRN01035014410001,Void (empty),2716.07,73.56,0.00,0.00,2789.63,0.00,0.00,0.00,22/08/2015,09/09/2015,STANDARD LIFE INVESTMENTS LTD,"GND FLR, 144A CLERKENWELL ROAD, LONDON, EC1R 5DF",,,,,No spatial information available,,30/10/2020 11:09:56 AM,http://opendatacommunities.org/id/london-borough-council/camden,111855
UPRN00624001520029,Occupied,14058.00,231.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,SCORPION SHOES LTD - DISSOLVED,"16 CHALK FARM ROAD, LONDON, NW1 8AG",528650,184222,-0.146254,51.542241,Postcode Level,"(51.542241, -0.146254)",30/10/2020 11:07:25 AM,http://opendatacommunities.org/id/london-borough-council/camden,21085
UPRN01182002400066,Void (empty),119.54,1.65,0.00,0.00,121.19,0.00,0.00,0.00,16/04/2010,31/05/2010,THE OFFICE (FARRINGDON) LIMITED,"ROOM LG.07 LGND FLR, 24 GREVILLE STREET, LONDON, EC1N 8SS",531486,181751,-0.106304,51.519383,Postcode Level,"(51.519383, -0.106304)",30/10/2020 11:07:13 AM,http://opendatacommunities.org/id/london-borough-council/camden,13028
UPRN0093700231001B,Occupied,55483.00,1469.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,INSPECTOR OF RATES OCCUPATION BY DIPLOMA,"LIBERIA EMBASSY, BST-3RD FS, 23 FITZROY SQUARE, LONDON, W1T 6EW",529069,182075,-0.141001,51.522851,Postcode Level,"(51.522851, -0.141001)",30/10/2020 11:11:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,186666
UPRN99118000150016,Occupied,15960.50,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2017,31/03/2018,SHORTLIST MEDIA LTD,"L GND F, 1-5 PORTPOOL LANE, LONDON, EC1N 7UU",531061,181912,-0.11234,51.52093,Postcode Level,"(51.52093, -0.11234)",30/10/2020 11:11:01 AM,http://opendatacommunities.org/id/london-borough-council/camden,151517
UPRN99084000600001,Occupied,53592.00,1044.00,0.00,43708.80,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,BOARD OF DEPUTIES OF BRITISH JEW,"6 BLOOMSBURY SQUARE, LONDON, WC1A 2LP",530299,181629,-0.123447,51.518561,Postcode Level,"(51.518561, -0.123447)",30/10/2020 11:08:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,69067
UPRN003010194A0003,Occupied,39993.57,1137.50,0.00,0.00,0.00,1500.00,0.00,0.00,01/04/2018,31/03/2019,PIZZA EXPRESS (RESTAURANTS) LTD,"194A HAVERSTOCK HILL, LONDON, NW3 4AJ",527095,184958,-0.168399,51.549208,Postcode Level,"(51.549208, -0.168399)",30/10/2020 11:11:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,159244
