Property Reference,Charge Type,Gross Charge,Supplement,Small Business Relief,Charity Relief,Exemption Relief,Discretionary Relief,Additional Relief,Supporting Small Business Relief,Start Date,End Date,Company Name,Address,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Last Uploaded,Organisation URI,Socrata ID
UPRN01067002430057,Void (empty),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/01/2013,31/03/2013,TSUNAMI AXIS LIMITED,"4TH F, 24-25 SCALA STREET, LONDON, W1T 2HP",529485,181778,-0.135117,51.520087,Postcode Level,"(51.520087, -0.135117)",30/10/2020 11:08:20 AM,http://opendatacommunities.org/id/london-borough-council/camden,54532
UPRN0124900553224A,Occupied,915.75,15.75,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,EQUALITY CHALLENGE UNIT,"CAR SPACE VO REF 3 AT 55-56, LINCOLNS INN FIELDS, LONDON, WC2A 3LJ",530653,181301,-0.118444,51.515534,Postcode Level,"(51.515534, -0.118444)",30/10/2020 11:07:11 AM,http://opendatacommunities.org/id/london-borough-council/camden,11921
UPRN00937002610028,Void (empty),32028.00,748.00,0.00,0.00,32776.00,0.00,0.00,0.00,01/04/2014,31/03/2015,LONGSTILE LIMITED DISSOLVED,"BST-2ND FS, 26 FITZROY SQUARE, LONDON, W1T 6BT",529080,182060,-0.140823,51.522716,Postcode Level,"(51.522716, -0.140823)",30/10/2020 11:09:07 AM,http://opendatacommunities.org/id/london-borough-council/camden,82042
UPRN01106003100524,Void (empty),217.96,4.25,0.00,0.00,222.21,0.00,0.00,0.00,18/02/2014,31/03/2014,AVANTA MANAGED OFFICES LIMITED,"ROOM 3.11 3RD FLR, 31 SOUTHAMPTON ROW, LONDON, WC1B 5HJ",530451,181647,-0.121225,51.51869,Postcode Level,"(51.51869, -0.121225)",30/10/2020 11:08:54 AM,http://opendatacommunities.org/id/london-borough-council/camden,74683
UPRN007820000CS022,Occupied,85050.00,1512.00,0.00,69249.60,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,THE BRITISH RED CROSS SOCIETY,"2ND F SOUTH BLOCK CARRIAGE ROW, 163 EVERSHOLT STREET, LONDON, NW1 1BL",529414,183102,-0.135654,51.532002,Postcode Level,"(51.532002, -0.135654)",30/10/2020 11:07:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,41216
UPRN00858001000009,Occupied,10924.75,289.25,0.00,8971.20,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,UNIVERSITY COLLEGE LONDON,"GND FLR, 10 ENDSLEIGH GARDENS, LONDON, WC1H 0EH",529721,182464,-0.13144,51.5262,Postcode Level,"(51.5262, -0.13144)",30/10/2020 11:11:54 AM,http://opendatacommunities.org/id/london-borough-council/camden,184480
UPRN00617000130088,Occupied,8437.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,JONATHAN CLOWES LIMITED,"UNIT 10, IRON BRIDGE HOUSE, BRIDGE APPROACH, LONDON, NW1 8BD",528001,184325,-0.155569,51.543314,Postcode Level,"(51.543314, -0.155569)",30/10/2020 11:07:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,39937
UPRN01091000100231,Occupied,813370.00,21190.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,WILLIAM HILL ORGANIZATION LTD,"1ST 2ND AND 3RD FLR EAST, 1 BEDFORD AVENUE, LONDON, WC1B 3AU",529778,181515,-0.130968,51.517658,Postcode Level,"(51.517658, -0.130968)",30/10/2020 11:12:41 AM,http://opendatacommunities.org/id/london-borough-council/camden,211518
UPRN0088901372100A,Occupied,14273.21,0.00,0.00,0.00,0.00,141.80,0.00,0.00,01/04/2019,11/03/2020,FRONTIER SILICON LTD,"4TH FLR, 137 EUSTON ROAD, LONDON, NW1 2AA",529930,182664,-0.128355,51.527949,Postcode Level,"(51.527949, -0.128355)",30/10/2020 11:11:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,184853
UPRN05076001700003,Void (empty),4283.28,116.01,0.00,0.00,4399.29,0.00,0.00,0.00,11/05/2015,10/11/2015,LBC - G26200623140,"17 LIDDELL ROAD, LONDON, NW6 2EW",,,,,No spatial information available,,30/10/2020 11:09:53 AM,http://opendatacommunities.org/id/london-borough-council/camden,110414
UPRN00877099900098,Occupied,9355.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,TELEFONICA UK LIMITED,"SITE 1492 ROOF OF SANDFIELD, CROMER STREET, LONDON, WC1H 8DU",530421,182720,-0.121286,51.528337,Postcode Level,"(51.528337, -0.121286)",30/10/2020 11:08:30 AM,http://opendatacommunities.org/id/london-borough-council/camden,60639
UPRN01204010301724,Occupied,153.14,2.68,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,07/04/2011,TARGETSPACE LTD,"ROOM 172 17TH FLR CENTRE POINT, 103 NEW OXFORD STREET, LONDON, WC1A 1DD",,,,,No spatial information available,,30/10/2020 11:07:38 AM,http://opendatacommunities.org/id/london-borough-council/camden,29510
UPRN01058074A1003A,Occupied,50898.00,1326.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,ROBERT QUINN CONSULTING LTD,"5TH F ARIEL HOUSE, 74A CHARLOTTE STREET, LONDON, W1T 4QJ",529375,181837,-0.13668,51.520643,Postcode Level,"(51.520643, -0.13668)",30/10/2020 11:12:40 AM,http://opendatacommunities.org/id/london-borough-council/camden,210927
UPRN01125001000071,Occupied,107436.07,2909.73,0.00,0.00,0.00,0.00,0.00,0.00,20/07/2015,31/03/2016,CRITEO LTD,"7TH FLR (EAST), 10 BLOOMSBURY WAY, LONDON, WC1A 2HS",530192,181573,-0.125009,51.518083,Postcode Level,"(51.518083, -0.125009)",30/10/2020 11:09:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,111398
UPRN00045088810031,Occupied,22770.99,962.00,0.00,0.00,0.00,600.00,0.00,0.00,01/04/2017,31/03/2018,PAPERCHASE PRODUCTS LTD,"UNIT 3B LEVEL 1 AT, THE O2 CENTRE, FINCHLEY ROAD, LONDON, NW3 6LU",526195,184795,-0.18143,51.547945,Postcode Level,"(51.547945, -0.18143)",30/10/2020 11:10:37 AM,http://opendatacommunities.org/id/london-borough-council/camden,136371
UPRN01038001319027,Occupied,34431.00,897.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,APPEAR HERE LIMITED,"2ND F, 13-19 VINE HILL, LONDON, EC1R 5DX",531169,182078,-0.110748,51.522395,Postcode Level,"(51.522395, -0.110748)",30/10/2020 11:12:38 AM,http://opendatacommunities.org/id/london-borough-council/camden,209941
UPRN00948008513032,Void (empty),588.39,10.46,0.00,0.00,598.85,0.00,0.00,0.00,30/06/2012,22/07/2012,MWB BUSINESS EXCHANGE CENTRE LTD,"ROOM 302B - 303 3RD FLR, 85 TOTTENHAM COURT ROAD, LONDON, W1T 4TB",529491,181873,-0.134996,51.52094,Postcode Level,"(51.52094, -0.134996)",30/10/2020 11:08:15 AM,http://opendatacommunities.org/id/london-borough-council/camden,51752
UPRN00961000235011,Void (empty),93022.50,2172.50,0.00,0.00,95195.00,0.00,0.00,0.00,01/04/2014,31/03/2015,TORRINGTON PLACE LTD,"4TH F, 2-16 TORRINGTON PLACE, LONDON, WC1E 7HN",529516,181938,-0.134612,51.521518,Postcode Level,"(51.521518, -0.134612)",30/10/2020 11:09:08 AM,http://opendatacommunities.org/id/london-borough-council/camden,82743
UPRN01058003210012,Occupied,36423.00,598.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,TOOK US A LONG TIME LTD,"(EXCL 2ND FLR FRONT RIGHT), BST-2ND FLRS, 32 CHARLOTTE STREET, LONDON, W1T 2NQ",529492,181664,-0.135058,51.519061,Postcode Level,"(51.519061, -0.135058)",30/10/2020 11:07:33 AM,http://opendatacommunities.org/id/london-borough-council/camden,26386
UPRN00255635020021,Occupied,10756.05,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2017,31/03/2018,MAITLAND CHAMBERS,"LGND F N, 6 STONE BUILDINGS, LONDON, WC2A 3XT",530955,181504,-0.114044,51.517286,Postcode Level,"(51.517286, -0.114044)",30/10/2020 11:10:38 AM,http://opendatacommunities.org/id/london-borough-council/camden,137091
UPRN000130010A0001,Occupied,841.35,0.00,841.35,0.00,0.00,0.00,0.00,0.00,01/04/2011,30/09/2011,THE HIGHGATE SOCIETY,"10A SOUTH GROVE, LONDON, N6 6BS",528433,187344,-0.148242,51.570347,Postcode Level,"(51.570347, -0.148242)",30/10/2020 11:07:21 AM,http://opendatacommunities.org/id/london-borough-council/camden,18412
UPRN00633005100019,Occupied,5567.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,THE CAMDEN MARKET MANAGEMENT COMPANY LIM,"51 CAMDEN LOCK PLACE, LONDON, NW1 8AF",528625,184120,-0.146651,51.54133,Postcode Level,"(51.54133, -0.146651)",30/10/2020 11:11:17 AM,http://opendatacommunities.org/id/london-borough-council/camden,160923
UPRN012170001A001B,Occupied,81997.00,2171.00,0.00,67334.40,0.00,150.00,0.00,0.00,01/04/2019,31/03/2020,THE ACTORS PROFESSIONAL CENTRE,"LGND & UGND FS, 1A TOWER STREET, LONDON, WC2H 9NP",529991,181034,-0.128103,51.513285,Postcode Level,"(51.513285, -0.128103)",30/10/2020 11:12:09 AM,http://opendatacommunities.org/id/london-borough-council/camden,193437
UPRN00948027004568,Occupied,85852.01,1441.17,0.00,0.00,0.00,0.00,0.00,0.00,17/09/2011,31/03/2012,AQUENT LLC,"4TH 5TH & 6TH FLRS, 279 TOTTENHAM COURT ROAD, LONDON, W1T 7RJ",529846,181403,-0.13003,51.516636,Postcode Level,"(51.516636, -0.13003)",30/10/2020 11:07:45 AM,http://opendatacommunities.org/id/london-borough-council/camden,33892
UPRN01175013700172,Void (empty),1735.08,46.99,0.00,0.00,0.00,0.00,0.00,0.00,01/07/2015,14/07/2015,TEKXEL LIMITED - DISSOLVED,"7TH FLR, HOLBORN TOWER, 137 HIGH HOLBORN, LONDON, WC1V 6PL",530337,181507,-0.122945,51.517456,Postcode Level,"(51.517456, -0.122945)",30/10/2020 11:09:54 AM,http://opendatacommunities.org/id/london-borough-council/camden,111184
UPRN00931000230135,Occupied,1227.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,MAPELEY STEPS LTD,"CAR SPACE 135 - EUSTON TOWER, 2-3 TRITON SQUARE, LONDON, NW1 3AN",529127,182303,-0.140082,51.524887,Postcode Level,"(51.524887, -0.140082)",30/10/2020 11:11:57 AM,http://opendatacommunities.org/id/london-borough-council/camden,186480
UPRN00641006710018,Occupied,18249.00,355.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,RYNESS ELECTRICAL SUPPLIES LTD,"BST & GND FS, 67 CAMDEN HIGH STREET, LONDON, NW1 7JL",529069,183562,-0.140457,51.536215,Postcode Level,"(51.536215, -0.140457)",30/10/2020 11:08:27 AM,http://opendatacommunities.org/id/london-borough-council/camden,58949
UPRN00395036400001,Occupied,2726.40,44.80,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,MAYGROVE CAPITAL INVESTMENTS LTD DISSOLV,"364 KILBURN HIGH ROAD, LONDON, NW6 2QH",524701,184605,-0.203032,51.546569,Postcode Level,"(51.546569, -0.203032)",30/10/2020 11:07:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,20276
UPRN01126008814131,Occupied,1026.79,23.17,0.00,0.00,0.00,0.00,0.00,0.00,01/09/2010,31/03/2011,MWB BUSINESS EXCHANGE CENTRES LIMITED,"ROOM 413 4TH F, 88 KINGSWAY, LONDON, WC2B 6AA",530553,181488,-0.11984,51.517236,Postcode Level,"(51.517236, -0.11984)",30/10/2020 11:07:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,14886
UPRN00363010600108,Void (empty),2433.72,56.84,0.00,0.00,2490.56,0.00,0.00,0.00,04/10/2014,03/01/2015,SACKVILLE UK PROPERTY SELECT II (GP) NO.,"GND F FRONT RIGHT, CAMDEN ISLAND, 106-110 KENTISH TOWN ROAD, LONDON, NW1 9PX",528987,184460,-0.141284,51.544306,Postcode Level,"(51.544306, -0.141284)",30/10/2020 11:09:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,92196
UPRN00895006300688,Occupied,6836.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,UK PROVENCE LTD,"BST & GND FLRS, 63 GRAYS INN ROAD, LONDON, WC1X 8TL",530924,182078,-0.114278,51.522452,Postcode Level,"(51.522452, -0.114278)",30/10/2020 11:08:00 AM,http://opendatacommunities.org/id/london-borough-council/camden,42486
UPRN01188003520023,Occupied,2436.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,SMART METERING COMMUNICATIONS BODY LTD,"ROOM 1.01 1ST FLR, 31-35 KIRBY STREET, LONDON, EC1N 8TE",531400,181809,-0.107495,51.519926,Postcode Level,"(51.519926, -0.107495)",30/10/2020 11:10:57 AM,http://opendatacommunities.org/id/london-borough-council/camden,148548
UPRN0089500441001B,Occupied,12825.00,228.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,LONDON COPY CENTRE LTD,"BST & GND FS, 44 GRAYS INN ROAD, LONDON, WC1X 8LR",531106,181763,-0.111773,51.519579,Postcode Level,"(51.519579, -0.111773)",30/10/2020 11:08:00 AM,http://opendatacommunities.org/id/london-borough-council/camden,42441
UPRN01175001610104,Occupied,10920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,NINECOURT LIMITED,"SUITE 104 1ST FLR, 16 HIGH HOLBORN, LONDON, WC1V 6BX",531066,181642,-0.112394,51.518501,Postcode Level,"(51.518501, -0.112394)",30/10/2020 11:09:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,106157
UPRN99099001020003,Void (empty),21793.16,577.01,0.00,0.00,0.00,0.00,0.00,0.00,17/05/2019,23/06/2019,WEWORK INTERNATIONAL LTD,"3RD FLR, 10-12 RUSSELL SQUARE, LONDON, WC1B 5EH",530073,182123,-0.12652,51.523053,Postcode Level,"(51.523053, -0.12652)",30/10/2020 11:12:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,196470
UPRN00416001000062,Occupied,87.30,1.43,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,30/05/2011,IMPERIAL RESOURCES SA,"GARAGE NO 12 AT, 10 CANFIELD PLACE, LONDON, NW6 3BT",526207,184709,-0.181288,51.547169,Postcode Level,"(51.547169, -0.181288)",30/10/2020 11:07:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,20363
UPRN01013001900015,Occupied,24815.34,441.16,0.00,0.00,0.00,0.00,0.00,0.00,03/07/2012,31/03/2013,DOUGHTY STREET CHAMBERS,"19 DOUGHTY STREET, LONDON, WC1N 2PH",530778,182129,-0.116362,51.522944,Postcode Level,"(51.522944, -0.116362)",30/10/2020 11:08:15 AM,http://opendatacommunities.org/id/london-borough-council/camden,51865
UPRN01136003520014,Occupied,6223.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,18/10/2017,MORTIMER FACILITIES MANAGEMENT LIMITED,"2ND FLR OFFICE SUITE 4, 35-36 EAGLE STREET, LONDON, WC1R 4AQ",530736,181659,-0.117141,51.51873,Postcode Level,"(51.51873, -0.117141)",30/10/2020 11:10:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,147153
UPRN00895032400001,Occupied,181500.00,4875.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,QMK KX LTD,"324 GRAY'S INN ROAD, LONDON, WC1X 8BZ",530548,182804,-0.119425,51.529063,Postcode Level,"(51.529063, -0.119425)",30/10/2020 11:10:11 AM,http://opendatacommunities.org/id/london-borough-council/camden,121563
UPRN01204000135229,Occupied,1436.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,HENDERSON CENTRAL LONDON OFFICE FUND,"BST STORE 3 REAR, 1-19 NEW OXFORD STREET, LONDON, WC1A 1BH",530181,181450,-0.125213,51.51698,Postcode Level,"(51.51698, -0.125213)",30/10/2020 11:09:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,87113
UPRN00618004610034,Occupied,4332.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,THE CONTEMPORARY SEWING,"BST & GND F FRNT, 46 CHALCOT ROAD, LONDON, NW1 8LS",528122,183962,-0.153958,51.540025,Postcode Level,"(51.540025, -0.153958)",30/10/2020 11:06:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,2754
UPRN00889077710056,Occupied,1622.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,22/10/2019,NOTEMACHINE UK LIMITED,"ATM SITE (CENTRE0) AT 2ND BANK OF ATMS, (FROM LEFT OF TICKET OFF) KINGS CROSS BR STATION, EUSTON ROAD, LONDON, N1C 4AL",530234,182942,-0.123898,51.530376,Postcode Level,"(51.530376, -0.123898)",30/10/2020 11:11:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,185154
UPRN01090002000021,Occupied,540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,MORTIMER FACILITIES MANAGEMENT LIMITED,"KITCHEN 3RD FLR, BEDFORD SQUARE, LONDON, WC1B 3HH",529775,181696,-0.130945,51.519286,Postcode Level,"(51.519286, -0.130945)",30/10/2020 11:09:44 AM,http://opendatacommunities.org/id/london-borough-council/camden,104647
UPRN00989000600015,Occupied,56886.00,1482.00,0.00,0.00,0.00,0.00,58368.00,0.00,01/04/2020,,HOBBS LIMITED,"UNIT 6 BRUNSWICK CENTRE, LONDON, WC1N 1AE",530250,182253,-0.123922,51.52418,Postcode Level,"(51.52418, -0.123922)",30/10/2020 11:12:37 AM,http://opendatacommunities.org/id/london-borough-council/camden,209443
UPRN05003010020001,Void (empty),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,ESSENTIAL LIVING (SWISS COTTAGE) LTD,"R/O, 100 AVENUE ROAD, LONDON, NW3 3HF",526715,184289,-0.174117,51.543281,Postcode Level,"(51.543281, -0.174117)",30/10/2020 11:12:50 AM,http://opendatacommunities.org/id/london-borough-council/camden,216622
UPRN00069001110332,Void (empty),7831.85,152.57,0.00,0.00,0.00,0.00,0.00,0.00,01/06/2013,02/03/2014,NEW ISLAND INTERNATIONAL CLOTHING LTD,"1ST-3RD FS, 11 HEATH STREET, LONDON, NW3 6TP",526367,185621,-0.178654,51.555329,Postcode Level,"(51.555329, -0.178654)",30/10/2020 11:08:44 AM,http://opendatacommunities.org/id/london-borough-council/camden,70149
UPRN01175001610204,Void (empty),1019.32,16.75,0.00,0.00,1036.07,0.00,0.00,0.00,01/03/2012,31/03/2012,NINECOURT LIMITED,"SUITE 204 2ND FLR, 16 HIGH HOLBORN, LONDON, WC1V 6BX",531066,181642,-0.112394,51.518501,Postcode Level,"(51.518501, -0.112394)",30/10/2020 11:07:50 AM,http://opendatacommunities.org/id/london-borough-council/camden,36658
UPRN01175017330032,Occupied,102102.00,1989.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,ROYAL MAIL GROUP,"181 HIGH HOLBORN, LONDON, WC1V 7AP",530292,181412,-0.123602,51.516614,Postcode Level,"(51.516614, -0.123602)",30/10/2020 11:08:38 AM,http://opendatacommunities.org/id/london-borough-council/camden,66390
UPRN00423006365001,Occupied,2859.47,0.00,0.00,0.00,0.00,20.08,946.46,0.00,01/04/2019,19/05/2019,VILLA BIANCA OF SWISS COTTAGE LTD,"BST & GRD FLR, 63-65 FAIRFAX ROAD, LONDON, NW6 4EE",526334,184211,-0.179636,51.542665,Postcode Level,"(51.542665, -0.179636)",30/10/2020 11:11:49 AM,http://opendatacommunities.org/id/london-borough-council/camden,181700
UPRN00889035000062,Occupied,424800.00,11505.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,ELEXON UK  LTD,"5TH FLR, 350 EUSTON ROAD, LONDON, NW1 3AW",528987,182244,-0.142121,51.524389,Postcode Level,"(51.524389, -0.142121)",30/10/2020 11:11:21 AM,http://opendatacommunities.org/id/london-borough-council/camden,163322
UPRN00859003819993,Void (empty),24137.14,563.71,0.00,0.00,24700.85,0.00,0.00,0.00,07/11/2014,31/03/2015,N J A LIMITED,"38-40 CHURCHWAY, LONDON, NW1 1LP",,,,,No spatial information available,,30/10/2020 11:09:25 AM,http://opendatacommunities.org/id/london-borough-council/camden,92894
UPRN00616004410065,Occupied,22901.92,407.15,0.00,0.00,0.00,0.00,0.00,0.00,17/06/2012,31/03/2013,VICTORIA SQUARE PROPERTY CO. LTD,"UNIT 4 AT, 44 GLOUCESTER AVENUE, LONDON, NW1 8JD",528269,184051,-0.151781,51.540793,Postcode Level,"(51.540793, -0.151781)",30/10/2020 11:08:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,51582
UPRN00895001460056,Void (empty),781.31,20.69,0.00,0.00,802.00,0.00,0.00,0.00,01/12/2019,29/02/2020,WEWORK INTERNATIONAL LTD,"RM 3.051 AT 3RD FLR, FOX COURT, 14 GRAY'S INN ROAD, LONDON, WC1X 8HN",531135,181691,-0.111382,51.518925,Postcode Level,"(51.518925, -0.111382)",30/10/2020 11:12:20 AM,http://opendatacommunities.org/id/london-borough-council/camden,199746
UPRN01086000110134,Void (empty),1385.90,32.37,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,24/03/2015,DERWENT CENTRAL CROSS LIMITED,"CAR BAY 13 BST LEVEL 2 AT, 1 STEPHEN STREET, LONDON, W1T 1AL",529694,181517,-0.132203,51.517694,Postcode Level,"(51.517694, -0.132203)",30/10/2020 11:09:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,84670
UPRN01150002300009,Occupied,29520.00,799.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,SERCO LTD,"GND & 1ST FLRS 22, INC REAR 1ST FLR, 23 HAND COURT, LONDON, WC1V 6JF",530848,181645,-0.115533,51.518578,Postcode Level,"(51.518578, -0.115533)",30/10/2020 11:09:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,105865
UPRN0000007202700B,Occupied,5032.75,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2019,31/03/2020,DEXTERS LONDON LIMITED,"GND F, 56 CORAM STREET, LONDON, WC1N 1HB",530059,182234,-0.126681,51.524053,Postcode Level,"(51.524053, -0.126681)",30/10/2020 11:11:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,179571
UPRN00948079B00016,Occupied,4095.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,JCDECAUX UK LIMITED,"O/S, 79B TOTTENHAM COURT ROAD, LONDON, W1T 4TE",529439,181942,-0.13572,51.521572,Postcode Level,"(51.521572, -0.13572)",30/10/2020 11:08:02 AM,http://opendatacommunities.org/id/london-borough-council/camden,43942
UPRN00244017930044,Occupied,15549.00,255.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,MAYOR'S OFFICE FOR POLICING AND CRIME,"BST & GND FLRS, 179/181 WEST END LANE, LONDON, NW6 2LH",525507,184597,-0.191418,51.546318,Postcode Level,"(51.546318, -0.191418)",30/10/2020 11:07:23 AM,http://opendatacommunities.org/id/london-borough-council/camden,19367
UPRN01042003120024,Occupied,2354.05,0.00,294.52,0.00,0.00,0.00,0.00,0.00,01/04/2011,30/09/2011,ARTFUL DODGERS LTD,"UNIT B10 AT, 31-37 LEATHER LANE, LONDON, EC1N 7TE",531256,181810,-0.109595,51.519966,Postcode Level,"(51.519966, -0.109595)",30/10/2020 11:07:32 AM,http://opendatacommunities.org/id/london-borough-council/camden,25666
UPRN01046006320035,Occupied,2184.00,0.00,2184.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,JONATHAN HARRIS (JEWELLERY) LTD,"5TH FLR FRONT CENTRE, 63-66 HATTON GARDEN, LONDON, EC1N 8LE",531296,181934,-0.108972,51.521071,Postcode Level,"(51.521071, -0.108972)",30/10/2020 11:09:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,103662
UPRN01175013700164,Void (empty),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15/07/2015,30/07/2015,TEKXEL LIMITED - DISSOLVED,"6TH FLR, HOLBORN TOWER, 137 HIGH HOLBORN, LONDON, WC1V 6PL",530337,181507,-0.122945,51.517456,Postcode Level,"(51.517456, -0.122945)",30/10/2020 11:09:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,111337
UPRN01169001610032,Occupied,8089.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15/09/2017,31/03/2018,10BIT FX LIMITED,"STUDIO 202 AT 2ND FLR, THE RECORD HALL, 16-16A BALDWINS GARDENS, LONDON, EC1N 7RJ",531251,181824,-0.109636,51.520095,Postcode Level,"(51.520095, -0.109636)",30/10/2020 11:11:06 AM,http://opendatacommunities.org/id/london-borough-council/camden,154317
UPRN0087700781001B,Occupied,4404.40,0.00,2128.23,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,OPEN COUNSEL LIMITED,"GND F, 78 CROMER STREET, LONDON, WC1H 8DR",530387,182684,-0.121789,51.528022,Postcode Level,"(51.528022, -0.121789)",30/10/2020 11:10:09 AM,http://opendatacommunities.org/id/london-borough-council/camden,120088
UPRN00782016400003,Occupied,8857.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,Y.E.S. YOUR ENGLISH SCHOOL LTD,"164 EVERSHOLT STREET, LONDON, NW1 1BL",529414,183102,-0.135654,51.532002,Postcode Level,"(51.532002, -0.135654)",30/10/2020 11:12:31 AM,http://opendatacommunities.org/id/london-borough-council/camden,205767
