VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
5YJYGDEEXL,Snohomish,EVERETT,WA,98204,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,21,124465099,POINT (-122.255648 47.899424)
5YJ3E1EB8L,King,SEATTLE,WA,98105,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,46,104584476,POINT (-122.298657 47.663771)
5YJYGDEE1M,King,SEATTLE,WA,98118,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,132242372,POINT (-122.275593 47.54055)
5YJ3E1EA5K,Whatcom,BELLINGHAM,WA,98226,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,42,336905936,POINT (-122.454718 48.801538)
1G1RB6E46D,Kitsap,BREMERTON,WA,98312,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,35,205216798,POINT (-122.72468200000002 47.57271)
1G1FX6S08H,Thurston,OLYMPIA,WA,98502,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,35,475470523,POINT (-122.97996899999998 47.078241)
5YJYGDEF5L,King,SEATTLE,WA,98102,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,43,112280724,POINT (-122.321673 47.634289)
1G1FZ6S05L,Kitsap,BREMERTON,WA,98312,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,35,101517356,POINT (-122.72468200000002 47.57271)
WBY1Z4C55E,King,CLYDE HILL,WA,98004,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,48,184076147,POINT (-122.20316899999999 47.619011)
5YJ3E1EA1J,King,SEATTLE,WA,98115,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,46,260995794,POINT (-122.297534 47.685291)
KNDJP3AE2G,Skagit,ANACORTES,WA,98221,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,40,100489049,POINT (-122.62841800000001 48.487079)
3C3CFFGE4G,Whatcom,BELLINGHAM,WA,98225,2016,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,31800,42,123665783,POINT (-122.493388 48.74995)
1G1FZ6S07L,King,SEATTLE,WA,98117,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,36,124473982,POINT (-122.379354 47.687571)
WMEFJ9BA7H,King,SEATTLE,WA,98122,2017,SMART,SMART FORTWO ELECTRIC DRIVE COUPE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,23800,37,133700332,POINT (-122.303413 47.61065)
5YJ3E1EB5L,King,SEATTLE,WA,98109,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,36,104818297,POINT (-122.346385 47.630685)
5YJ3E1EC0L,King,BELLEVUE,WA,98005,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,48,103268385,POINT (-122.168422 47.614824)
JTDKARFP4H,Whatcom,LYNDEN,WA,98264,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,42,313013256,POINT (-122.45535300000002 48.945625)
3FA6P0PU3E,King,SEATTLE,WA,98146,2014,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34700,34,215791985,POINT (-122.35720600000002 47.501207)
1N4AZ1CP4K,King,KIRKLAND,WA,98033,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,48,475002104,POINT (-122.188994 47.678406)
1G1FW6S07J,Snohomish,GOLD BAR,WA,98251,2018,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,39,148811267,POINT (-121.618012 47.823355)
5YJ3E1EBXK,King,SEATTLE,WA,98107,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,36,340930810,POINT (-122.375438 47.667804)
1N4AZ1CP4K,King,BELLEVUE,WA,98007,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,48,476671107,POINT (-122.14323100000001 47.611666)
1FADP5CU1E,Pierce,STEILACOOM,WA,98388,2014,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31635,28,153397618,POINT (-122.596722 47.168908)
WBY1Z4C57E,King,SEATTLE,WA,98119,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,36,158293124,POINT (-122.36772100000002 47.639264)
1N4AZ0CP1D,Snohomish,EDMONDS,WA,98020,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,32,204059551,POINT (-122.370709 47.801416)
5YJSA1E22G,King,SAMMAMISH,WA,98074,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,45,255747145,POINT (-122.04272399999999 47.623594)
1G1FZ6S08K,King,VASHON,WA,98070,2019,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36620,34,258511557,POINT (-122.469161 47.415443)
5YJ3E1EB5J,Whatcom,BELLINGHAM,WA,98225,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,40,475109043,POINT (-122.493388 48.74995)
KMHE24L16G,King,SNOQUALMIE,WA,98065,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,5,341650193,POINT (-121.819086 47.539931)
5YJ3E1EB5J,King,SEATTLE,WA,98109,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,36,309582031,POINT (-122.346385 47.630685)
1N4AZ0CP4F,King,SEATTLE,WA,98103,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,46,227903245,POINT (-122.343577 47.672491)
KNAGU4LE3K,Island,OAK HARBOR,WA,98277,2019,KIA,OPTIMA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,35390,10,8418448,POINT (-122.63841000000001 48.310313)
JTDKARFP4L,King,SEATTLE,WA,98112,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,43,5979151,POINT (-122.296466 47.631708)
5YJ3E1EA5K,Pierce,LAKEWOOD,WA,98499,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,28,309002669,POINT (-122.50515800000001 47.165685)
5YJ3E1EA9J,Pierce,GIG HARBOR,WA,98332,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,26,260916946,POINT (-122.59945399999998 47.36582)
5YJ3E1EB8L,King,MERCER ISLAND,WA,98040,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,41,6331727,POINT (-122.227947 47.565443)
KNDCC3LG0L,King,SEATTLE,WA,98117,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,36,109933974,POINT (-122.379354 47.687571)
5YJ3E1EB6L,King,SEATTLE,WA,98115,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,46,127165062,POINT (-122.297534 47.685291)
1FADP3R49E,Benton,KENNEWICK,WA,99337,2014,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,29170,8,180172394,POINT (-119.102002 46.147282)
5YJ3E1EBXK,King,SEATTLE,WA,98115,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,46,310686127,POINT (-122.297534 47.685291)
1N4AZ0CP5D,Kitsap,BREMERTON,WA,98310,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,23,201271619,POINT (-122.62320800000002 47.590898)
1N4AZ0CP6D,Clark,VANCOUVER,WA,98665,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,49,144393889,POINT (-122.65680300000001 45.682725)
1N4BZ0CP6G,Thurston,LACEY,WA,98503,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,22,254754671,POINT (-122.80237 47.02499)
5YJYGDEE6L,King,MERCER ISLAND,WA,98040,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,41,122340137,POINT (-122.227947 47.565443)
5YJ3E1EB4K,King,COVINGTON,WA,98042,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,47,133836888,POINT (-122.11667400000002 47.363112)
5YJ3E1EB8K,Clark,CAMAS,WA,98607,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,18,477326650,POINT (-122.40849800000001 45.620943)
5YJSA1H21F,King,SEATTLE,WA,98107,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,43,204781510,POINT (-122.375438 47.667804)
JHMZC5F33J,Spokane,SPOKANE,WA,99223,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,6,314914169,POINT (-117.352803 47.604595)
5YJXCBE40J,King,SEATTLE,WA,98177,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,32,242832467,POINT (-122.37015900000002 47.743354)
1G1RB6E40D,Snohomish,BOTHELL,WA,98012,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,44,316217009,POINT (-122.20151499999999 47.843376)
5UXKT0C33H,King,SEATTLE,WA,98103,2017,BMW,X5 XDRIVE40E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,63200,46,205846756,POINT (-122.343577 47.672491)
5YJ3E1EB7K,Snohomish,LYNNWOOD,WA,98037,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,32,267621434,POINT (-122.287614 47.83874)
1N4AZ0CP5F,Snohomish,BOTHELL,WA,98012,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,1,475572758,POINT (-122.20151499999999 47.843376)
SADHD2S11K,King,FEDERAL WAY,WA,98023,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,69500,30,4746976,POINT (-122.362029 47.308531)
WA1VABGE1K,Pierce,UNIVERSITY PLACE,WA,98466,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,28,203389259,POINT (-122.53523700000001 47.227719)
WMEFJ9BA3H,King,SEATTLE,WA,98116,2017,SMART,SMART FORTWO ELECTRIC DRIVE COUPE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,23800,34,349707641,POINT (-122.394511 47.574001)
WBY8P2C57K,King,SEATTLE,WA,98117,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,44450,36,104006717,POINT (-122.379354 47.687571)
1G1RC6S57H,Snohomish,MOUNTLAKE TERRACE,WA,98043,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,1,131351111,POINT (-122.30655200000001 47.792041)
KNDCC3LG6K,King,SEATAC,WA,98188,2019,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,38500,33,4853124,POINT (-122.276826 47.449726)
3C3CFFGE2E,Thurston,OLYMPIA,WA,98506,2014,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,22,239180266,POINT (-122.86836 47.085951)
5YJXCBE20K,King,BELLEVUE,WA,98004,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,88000,48,8245009,POINT (-122.20316899999999 47.619011)
5YJYGDEE0L,King,KENMORE,WA,98028,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,46,110533209,POINT (-122.24619300000002 47.755504)
1N4BZ1CP5K,King,BELLEVUE,WA,98005,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,41,1997964,POINT (-122.168422 47.614824)
5YJXCAE49G,King,SEATTLE,WA,98102,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,43,115524762,POINT (-122.321673 47.634289)
1N4BZ0CP6H,King,SEATTLE,WA,98112,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,30680,43,303963474,POINT (-122.296466 47.631708)
1N4AZ0CP5D,King,SHORELINE,WA,98177,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,32,214988140,POINT (-122.37015900000002 47.743354)
WA1E2AFY5L,King,CARNATION,WA,98014,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,5,101707434,POINT (-121.91148700000001 47.660868)
KNDCC3LDXK,Kitsap,BREMERTON,WA,98312,2019,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,28500,35,475919958,POINT (-122.72468200000002 47.57271)
1N4AZ0CP5F,Thurston,TUMWATER,WA,98512,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,22,200413349,POINT (-123.020941 46.96755)
1G1FY6S02L,Skagit,ANACORTES,WA,98221,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,10,124691262,POINT (-122.62841800000001 48.487079)
SALWV2RY9L,King,SNOQUALMIE,WA,98065,2020,LAND ROVER,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,5,103647533,POINT (-121.819086 47.539931)
1N4AZ0CP6D,King,SEATTLE,WA,98117,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,36,166269484,POINT (-122.379354 47.687571)
1N4BZ1CP9K,Kitsap,BAINBRIDGE ISLAND,WA,98110,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,23,304158592,POINT (-122.534497 47.643688)
5YJXCDE27H,Whatcom,BELLINGHAM,WA,98225,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,40,153040191,POINT (-122.493388 48.74995)
1N4BZ1CP4K,King,BELLEVUE,WA,98006,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,41,107333222,POINT (-122.151342 47.560192)
1N4AZ0CP7F,Snohomish,MONROE,WA,98272,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,39,106088188,POINT (-121.92791 47.853585)
1FADP3R48H,Snohomish,EVERETT,WA,98201,2017,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,29120,38,199426930,POINT (-122.195157 47.988773)
YV4BR0DL4J,King,SEATTLE,WA,98112,2018,VOLVO,XC60 AWD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,43,158520953,POINT (-122.296466 47.631708)
5YJ3E1EA1J,King,SEATTLE,WA,98106,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,34,122211078,POINT (-122.35495400000002 47.537664)
1G1RA6S53H,Pierce,TACOMA,WA,98403,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,27,120702046,POINT (-122.45971600000001 47.265523)
5YJSA1E23J,Clark,VANCOUVER,WA,98685,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,18,349170755,POINT (-122.68632900000001 45.713105)
5YJSA1E24H,King,HUNTS POINT,WA,98004,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,48,335958171,POINT (-122.20316899999999 47.619011)
1G1FY6S02K,Benton,PROSSER,WA,99350,2019,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36620,16,476644850,POINT (-119.717353 46.181753)
1G1RB6S50H,King,RENTON,WA,98059,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,5,349839549,POINT (-122.132064 47.494834)
5YJ3E1EA1J,Cowlitz,LONGVIEW,WA,98632,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,19,292988300,POINT (-123.01174600000002 46.173162)
1N4AZ0CP0F,King,SAMMAMISH,WA,98074,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,45,194608459,POINT (-122.04272399999999 47.623594)
5YJ3E1EA2J,Clark,WASHOUGAL,WA,98671,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,18,349745098,POINT (-122.26199299999999 45.622947)
JN1AZ0CP4C,King,SEATTLE,WA,98115,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,35200,46,258298960,POINT (-122.297534 47.685291)
5YJSA1E46J,Clark,VANCOUVER,WA,98684,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,17,102782284,POINT (-122.51941400000001 45.630173)
5YJ3E1EA7K,King,BELLEVUE,WA,98006,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,41,1793893,POINT (-122.151342 47.560192)
3C3CFFGEXF,King,REDMOND,WA,98052,2015,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,45,349047240,POINT (-122.122018 47.678465)
1G1FX6S04H,Pierce,SPANAWAY,WA,98387,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,29,208932559,POINT (-122.391603 47.067846)
1G1FZ6S07L,King,SEATTLE,WA,98108,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,11,10057568,POINT (-122.31336800000001 47.54411)
1N4AZ0CP2D,Pierce,PUYALLUP,WA,98372,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,25,5049740,POINT (-122.27076099999998 47.205558)
1FADP5CUXE,Kitsap,BREMERTON,WA,98312,2014,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31635,35,145639875,POINT (-122.72468200000002 47.57271)
5YJ3E1EA1K,Snohomish,BOTHELL,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,1,211167890,POINT (-122.20151499999999 47.843376)
YV4BR0PL3J,Kitsap,BAINBRIDGE ISLAND,WA,98110,2018,VOLVO,XC90 AWD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,23,132469508,POINT (-122.534497 47.643688)
WBY7Z8C57J,King,SEATTLE,WA,98115,2018,BMW,I3S WITH RANGE EXTENDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,44450,46,345001870,POINT (-122.297534 47.685291)
1G1FY6S05L,King,KENT,WA,98042,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,47,127362350,POINT (-122.11667400000002 47.363112)
5YJXCBE20K,Snohomish,LYNNWOOD,WA,98087,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,88000,21,257334108,POINT (-122.26636700000002 47.863478)
JTDKARFP4J,Snohomish,MOUNTLAKE TERRACE,WA,98043,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27300,1,213252413,POINT (-122.30655200000001 47.792041)
5YJSA1H2XF,King,BELLEVUE,WA,98004,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,114044500,POINT (-122.20316899999999 47.619011)
5YJ3E1EB0K,King,SEATTLE,WA,98112,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,43,474945719,POINT (-122.296466 47.631708)
JTDKN3DP6C,King,SAMMAMISH,WA,98074,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,45,247052529,POINT (-122.04272399999999 47.623594)
1N4AZ1CP9J,Snohomish,BOTHELL,WA,98021,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,1,176274052,POINT (-122.21210499999998 47.792368)
5YJXCDE28J,King,AUBURN,WA,98001,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,30,268903743,POINT (-122.266685 47.308313)
1G1RB6E41D,King,SEATTLE,WA,98107,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,36,117130506,POINT (-122.375438 47.667804)
5YJ3E1EA9K,King,SEATTLE,WA,98102,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,43,209719674,POINT (-122.321673 47.634289)
YV4BR0DL9J,King,REDMOND,WA,98052,2018,VOLVO,XC60 AWD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,48,246174470,POINT (-122.122018 47.678465)
1G1RE6E44E,Whatcom,BELLINGHAM,WA,98226,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,42,195777319,POINT (-122.454718 48.801538)
5YJ3E1EAXJ,King,ISSAQUAH,WA,98027,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,5,474776361,POINT (-122.010741 47.506838)
1N4AZ1CP5K,Pierce,ROY,WA,98580,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,2,476225053,POINT (-122.471983 46.953968)
5YJ3E1EA3J,Snohomish,EVERETT,WA,98208,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,38,269241871,POINT (-122.19615 47.894423)
5YJ3E1EB4L,King,REDMOND,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,48,108764743,POINT (-122.122018 47.678465)
5YJ3E1EA1K,King,SEATTLE,WA,98125,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,46,476924080,POINT (-122.303604 47.716244)
5YJSA1E25L,King,RENTON,WA,98059,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,5,124543947,POINT (-122.132064 47.494834)
WBY1Z6C36H,King,REDMOND,WA,98052,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,42400,48,350186644,POINT (-122.122018 47.678465)
JHMZC5F31J,King,RENTON,WA,98058,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,5,239909561,POINT (-122.137386 47.444808)
KNDCC3LG1K,Snohomish,STANWOOD,WA,98292,2019,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,38500,10,2783532,POINT (-122.308752 48.21817)
1N4AZ0CP0D,Snohomish,EVERETT,WA,98208,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,44,243422196,POINT (-122.19615 47.894423)
3FA6P0PU3J,King,SEATTLE,WA,98104,2018,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33400,43,271188347,POINT (-122.32861100000001 47.602601)
5YJXCDE21H,King,KIRKLAND,WA,98034,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,1,262267715,POINT (-122.204248 47.719278)
5YJXCDE24H,King,TUKWILA,WA,98178,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,11,348521477,POINT (-122.249664 47.49744200000001)
5YJ3E1EA6J,King,SAMMAMISH,WA,98075,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,41,333344574,POINT (-122.028168 47.586173)
1G1RC6S59H,Clark,VANCOUVER,WA,98685,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,18,104830442,POINT (-122.68632900000001 45.713105)
5YJSA1E28G,King,SEATTLE,WA,98105,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,46,102693307,POINT (-122.298657 47.663771)
WBY1Z4C55F,King,BELLEVUE,WA,98006,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,41,474872331,POINT (-122.151342 47.560192)
