VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
1N4AZ1CP5K,Pierce,TACOMA,WA,98405,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,27,196506950,POINT (-122.469847 47.247509)
1N4AZ0CP9F,Mason,SHELTON,WA,98584,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,35,163493676,POINT (-123.09921000000001 47.225326)
1G1RB6E42D,Spokane,SPOKANE,WA,99217,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,4,101017192,POINT (-117.298545 47.726505)
5YJYGDEE5L,King,SAMMAMISH,WA,98074,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,45,114986196,POINT (-122.04272399999999 47.623594)
SADHD2S13K,King,SAMMAMISH,WA,98074,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,69500,45,473950844,POINT (-122.04272399999999 47.623594)
1N4BZ0CP6G,King,REDMOND,WA,98052,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,45,178460803,POINT (-122.122018 47.678465)
5YJSA1E25J,King,KIRKLAND,WA,98034,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,1,264860802,POINT (-122.204248 47.719278)
5YJXCAE20J,Snohomish,BOTHELL,WA,98012,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,21,314744377,POINT (-122.20151499999999 47.843376)
1N4AZ0CP5F,Whatcom,BELLINGHAM,WA,98225,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,40,210969265,POINT (-122.493388 48.74995)
KNDJP3AE2H,Snohomish,BOTHELL,WA,98021,2017,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,1,113143999,POINT (-122.21210499999998 47.792368)
5YJXCDE20L,King,VASHON,WA,98070,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,34,7803225,POINT (-122.469161 47.415443)
5YJXCBE24J,King,SEATTLE,WA,98105,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,46,204634587,POINT (-122.298657 47.663771)
5YJ3E1EB8L,King,SNOQUALMIE,WA,98065,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,5,3627459,POINT (-121.819086 47.539931)
5YJSA1E26F,King,BELLEVUE,WA,98005,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,2563214,POINT (-122.168422 47.614824)
5YJ3E1EA1J,Snohomish,BOTHELL,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,1,476172749,POINT (-122.21210499999998 47.792368)
1G1FX6S08J,King,SEATTLE,WA,98177,2018,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,36,190232283,POINT (-122.37015900000002 47.743354)
WBA8E1C39H,King,SAMMAMISH,WA,98075,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,41,163038060,POINT (-122.028168 47.586173)
5YJ3E1EBXK,Snohomish,LYNNWOOD,WA,98087,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,21,292126803,POINT (-122.26636700000002 47.863478)
5YJSA1E24G,Whatcom,BELLINGHAM,WA,98226,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,42,113696740,POINT (-122.454718 48.801538)
5YJXCBE25G,Spokane,GREENACRES,WA,99016,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,9,249820504,POINT (-117.152872 47.645579)
KNDCC3LG4K,King,SEATTLE,WA,98109,2019,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,38500,36,282528760,POINT (-122.346385 47.630685)
1N4AZ1CP4K,Benton,RICHLAND,WA,99352,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,8,477072403,POINT (-119.285025 46.247465)
5YJ3E1EB7J,King,WOODINVILLE,WA,98072,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,45,475821216,POINT (-122.132064 47.759381000000005)
5YJ3E1EBXK,Snohomish,MOUNTLAKE TERRACE,WA,98043,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,1,335715796,POINT (-122.30655200000001 47.792041)
1FADP5CU1F,Clark,VANCOUVER,WA,98683,2015,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31770,17,130777811,POINT (-122.51074800000002 45.603727)
KNDJP3AE4H,Snohomish,EDMONDS,WA,98026,2017,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,21,124384732,POINT (-122.33304600000001 47.829439)
WVWPR7AU7K,Pierce,FOX ISLAND,WA,98333,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,26,104385354,POINT (-122.624654 47.246271)
3FA6P0SU3E,Snohomish,ARLINGTON,WA,98223,2014,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34700,39,165068326,POINT (-122.04520400000001 48.194010000000006)
5YJ3E1EB7J,King,SEATTLE,WA,98109,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,36,124623796,POINT (-122.346385 47.630685)
KMHE24L11G,King,BELLEVUE,WA,98005,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,48,143586565,POINT (-122.168422 47.614824)
5YJ3E1EB3J,King,KIRKLAND,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,48,474573158,POINT (-122.188994 47.678406)
JN1AZ0CP6C,Spokane,SPOKANE,WA,99208,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,35200,7,153617642,POINT (-117.440012 47.753036)
5YJ3E1EB4K,Kitsap,POULSBO,WA,98370,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,23,4664166,POINT (-122.63339300000001 47.748427)
5YJYGDEF5L,Pierce,TACOMA,WA,98466,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,28,112667159,POINT (-122.53523700000001 47.227719)
WBY1Z4C57F,Thurston,OLYMPIA,WA,98512,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,35,154722627,POINT (-123.020941 46.96755)
1N4AZ0CP5F,Snohomish,BRIER,WA,98036,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,1,225119674,POINT (-122.28185600000002 47.811678)
1G1FX6S03H,Spokane,SPOKANE,WA,99203,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,6,350058768,POINT (-117.40447600000002 47.629317)
5YJ3E1EB5L,Spokane,DEER PARK,WA,99006,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,7,6127915,POINT (-117.481417 47.949511)
1N4AZ0CP0D,King,SEATTLE,WA,98125,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,46,211771696,POINT (-122.303604 47.716244)
5YJYGDEE7L,Snohomish,LYNNWOOD,WA,98036,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,1,109434468,POINT (-122.28185600000002 47.811678)
5YJ3E1EB5J,Pierce,GIG HARBOR,WA,98332,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,26,476506922,POINT (-122.59945399999998 47.36582)
5YJ3E1EA5K,King,KIRKLAND,WA,98033,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,48,180904713,POINT (-122.188994 47.678406)
KNDJP3AE4H,Snohomish,SNOHOMISH,WA,98290,2017,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,44,327958592,POINT (-122.029605 47.939428)
5YJXCDE25J,King,REDMOND,WA,98053,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,45,476537330,POINT (-122.024951 47.670286)
1N4AZ1BP2L,King,SEATTLE,WA,98103,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,36,125994438,POINT (-122.343577 47.672491)
5YJSA1H1XE,King,REDMOND,WA,98053,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,8444677,POINT (-122.024951 47.670286)
1FADP5CU0D,Kitsap,BREMERTON,WA,98312,2013,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31665,35,103869132,POINT (-122.72468200000002 47.57271)
5YJYGDEE6L,Snohomish,SNOHOMISH,WA,98290,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,39,110529653,POINT (-122.029605 47.939428)
KNDJX3AE4G,Kitsap,BAINBRIDGE ISLAND,WA,98110,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,23,687473,POINT (-122.534497 47.643688)
1N4AZ1CP2J,King,SAMMAMISH,WA,98075,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,41,474835154,POINT (-122.028168 47.586173)
5YJ3E1EA7L,Clark,LA CENTER,WA,98629,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,20,4717534,POINT (-122.61763500000002 45.878449)
5YJ3E1ECXL,Snohomish,SNOHOMISH,WA,98290,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,44,127095650,POINT (-122.029605 47.939428)
3C3CFFGE3F,Pierce,GIG HARBOR,WA,98332,2015,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,26,474783501,POINT (-122.59945399999998 47.36582)
3C3CFFGE9F,Whatcom,BELLINGHAM,WA,98225,2015,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,40,137221143,POINT (-122.493388 48.74995)
1N4AZ0CP5D,King,SEATTLE,WA,98178,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,37,206207956,POINT (-122.249664 47.49744200000001)
WBY8P4C56K,Kitsap,PORT ORCHARD,WA,98367,2019,BMW,I3 WITH RANGE EXTENDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,44450,26,476237583,POINT (-122.65890100000001 47.466778)
1N4AZ0CP7D,Snohomish,MONROE,WA,98272,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,39,228296365,POINT (-121.92791 47.853585)
WAUUPBFF4H,King,SEATTLE,WA,98177,2017,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,38900,36,275136641,POINT (-122.37015900000002 47.743354)
JHMZC5F32J,King,BELLEVUE,WA,98006,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,41,343733638,POINT (-122.151342 47.560192)
5YJXCBE46G,King,RENTON,WA,98059,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,5,211089266,POINT (-122.132064 47.494834)
5YJ3E1EB5K,Thurston,LACEY,WA,98516,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,22,478146602,POINT (-122.78187600000001 47.089772)
1G1RC6S56J,Pierce,PUYALLUP,WA,98374,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,34095,2,294730747,POINT (-122.26536800000001 47.133331)
5YJ3E1EA7L,Snohomish,BOTHELL,WA,98021,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,2100206,POINT (-122.21210499999998 47.792368)
WA1VABGE6K,King,WOODINVILLE,WA,98077,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,45,3389144,POINT (-122.05752200000002 47.749161)
5YJ3E1ECXL,Pierce,GIG HARBOR,WA,98329,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,26,3486507,POINT (-122.718893 47.376283)
3C3CFFGE4F,King,SEATTLE,WA,98119,2015,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,36,198218863,POINT (-122.36772100000002 47.639264)
1N4AZ1CP5J,Benton,BENTON CITY,WA,99320,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,16,229585548,POINT (-119.480899 46.277668)
KMHE24L13G,King,SEATAC,WA,98188,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,33,261939849,POINT (-122.276826 47.449726)
3FA6P0SU3E,Pierce,TACOMA,WA,98444,2014,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34700,29,118621387,POINT (-122.44779100000001 47.1543)
1G1RD6E45E,Island,FREELAND,WA,98249,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,10,137498014,POINT (-122.539078 48.019041)
5YJSA1H1XE,Whatcom,BELLINGHAM,WA,98225,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,42,273731335,POINT (-122.493388 48.74995)
1N4AZ0CP5G,Thurston,OLYMPIA,WA,98512,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,35,107587455,POINT (-123.020941 46.96755)
1G1FX6S09H,Thurston,TUMWATER,WA,98501,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,35,249033242,POINT (-122.87404199999999 46.998873)
5YJSA1E22G,King,KIRKLAND,WA,98033,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,45,210058488,POINT (-122.188994 47.678406)
JTDKARFP4J,King,TUKWILA,WA,98188,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27300,11,277517481,POINT (-122.276826 47.449726)
1N4AZ1CP5J,King,SEATTLE,WA,98125,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,46,299917229,POINT (-122.303604 47.716244)
5YJ3E1EBXK,King,SAMMAMISH,WA,98074,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,41,136999915,POINT (-122.04272399999999 47.623594)
5YJ3E1EA5K,Grant,QUINCY,WA,98848,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,13,105026246,POINT (-119.830891 47.164101)
5YJ3E1EA2J,King,ISSAQUAH,WA,98029,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,5,274448618,POINT (-122.014191 47.559121)
KNDCC3LG2K,Pierce,TACOMA,WA,98446,2019,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,38500,25,112610242,POINT (-122.373626 47.13139)
1G1FW6S06H,Pierce,TACOMA,WA,98444,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,29,110531179,POINT (-122.44779100000001 47.1543)
JN1AZ0CP6C,King,KIRKLAND,WA,98034,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,35200,1,228234779,POINT (-122.204248 47.719278)
5YJ3E1EB4K,King,SHORELINE,WA,98177,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,32,318223468,POINT (-122.37015900000002 47.743354)
