LOCAL ID,COUNTY,MUNICIPALITY,ON,FROM,TO,APPROACH,DIRECTION,AADT YEAR,AADT,AADT CARS,AADT TRUCKS,LOCATION
530489,Erie,Buffalo,MAIN ST,BUFFALO E CITY LN,EGGERT RD,BETWEEN,2-WAY,2000,18700,,,"(42.962422, -78.806328)"
544103,Niagara,Niagara,LOCKPORT RD,MAYLE COURT,RT 265 MILITARY RD,,2-WAY,2004,5500,,,"(43.1202408717771, -78.9984610676765)"
530011,Erie,West Seneca,UNION RD,RT 16 CENTER ST,RT 400 EXPWY,BETWEEN,2-WAY,1978,23500,,,"(42.8408957212501, -78.7541735172272)"
534771,Erie,West Seneca,SENECA ST,LEYDECKER RD,RT 277 UNION RD,,2-WAY,1995,9100,,,"(42.8319819233039, -78.736851811409)"
533043,Erie,Hamburg,I-90 @ Exit 57 Hamburg,,,,RAMP,2011,5451,5237,213,"(42.7456018509382, -78.8397467136383)"
544255,Niagara,Lockport,WALNUT ST,VINE ST,DAVISON RD,,2-WAY,2011,3525,,,"(43.1726052637975, -78.6700701713562)"
532244,Erie,Aurora,REITER RD,NY 20A,PORTERVILLE RD,,2-WAY,2015,221,,,"(42.7745178441367, -78.5776607055225)"
534754,Erie,Buffalo,SOUTH PARK AVE,KATHERINE ST,HAMBURG ST,,2-WAY,2002,5600,,,"(42.8704306932969, -78.8569959998131)"
532041,Erie,Tonawanda,ENSMINGER,E PARK DR,MILENS RD,,2-WAY,1991,8500,,,"(42.987991, -78.8932)"
540046,Niagara,Lewiston,MILITARY RD,RT 31 WITMER RD,I-190,,2-WAY,2004,7200,,,"(43.1355626556758, -79.0166035294533)"
534660,Erie,Buffalo,OHIO ST,CHICAGO ST,MICHIGAN AV,,2-WAY,2018,7030,6651,378,"(42.8702124918656, -78.8697552680969)"
530263,Erie,CLARENCE/AMHERST,TRANSIT RD,N FRENCH RD,WOLCOTT RD,BETWEEN,2-WAY,1986,9350,,,"(43.0445623462239, -78.6969164013863)"
534730,Erie,Amherst,RIDGE LEA RD,N BAILEY EXT,RT 62 NF BLVD,,2-WAY,2011,8688,8426,261,"(43.00139, -78.81789)"
534928,Erie,West Seneca,ANGLE RD,RT 20 SOUTHWESTERN BLVD,EAST WEST RD,,2-WAY,2014,4309,4198,110,"(42.815648, -78.726815)"
530162,Erie,Buffalo,KENSINGTON EXPWY,FILLMORE AV,GRIDER ST,BETWEEN,2-WAY,1982,74700,,,"(42.929295, -78.832977)"
530100,Erie,Concord,VAUGHN ST (RT 240),ERIE CO LN,RT 39 E MAIN ST,BETWEEN,2-WAY,1992,2300,,,"(42.5026796732852, -78.6414885520935)"
534410,Erie,Clarence,GUNVILLE RD,WEHRLE DR,RT 5 MAIN ST,,2-WAY,2016,7181,6664,516,"(42.9631121679891, -78.6324548721313)"
534429,Erie,Buffalo,HERTEL AVE,RT 265 MILITARY RD,ELMWOOD AV,BETWEEN,2-WAY,1984,11000,,,"(42.946653, -78.889176)"
534574,Erie,Hamburg,MCKINLEY PKWY,QUINBY DR,SOWLES/BAYVIEW RDS,,2-WAY,2002,9100,,,"(42.745523, -78.812375)"
530097,Erie,Tonawanda,RIVER RD,I-190 GRAND ISLAND BR,TWO MILE CREEK RD,BETWEEN,2-WAY,2007,10310,,,"(43.0042940576586, -78.9214360713959)"
530201,Erie,Aurora,DAVIS RD,BEHM RD,MILL RD,BETWEEN,2-WAY,2019,3174,3008,165,"(42.707889, -78.681743)"
530202,Erie,Elma,SENECA ST(16/78),ELMA/AURORA TN LN,JAMISON RD,BETWEEN,2-WAY,2015,7440,,,"(42.802221, -78.65958)"
534092,Erie,Boston,BOSTON-COLDEN RD,COLE RD,BOSTON/COLDEN TOWN LN,,2-WAY,1981,1800,,,"(42.634843, -78.707101)"
530448,Erie,CLARENCE/AMHERST,TRANSIT RD,MAPLE RD,KLEIN/ROLL RDS,BETWEEN,2-WAY,1984,15600,,,"(42.9954146573708, -78.6969485878944)"
530283,Erie,Tonawanda,MILITARY RD,BUFFALO CITY LN,KENMORE AV,BETWEEN,2-WAY,1997,13600,,,"(42.9595632856485, -78.8890993595123)"
530395,Erie,Tonawanda,SEYMOUR ST,FLETCHER ST,NIAGARA ST,BETWEEN,2-WAY,2005,8300,,,"(43.0187663082262, -78.8799878954887)"
539044,Erie,Hamburg,SOUTHWESTERN BLVD,S CREEK RD,AMSDELL RD,,2-WAY,2010,16080,,,"(42.7267389193209, -78.8907739361763)"
530438,Erie,Amherst,SHERIDAN DR,I-290 YOUNGMANN EXPWY,RT 277 N FOREST RD,BETWEEN,2-WAY,1976,25300,,,"(42.9781769354437, -78.7745904922485)"
534909,Erie,Lancaster,WILLIAM ST,RT 20/78 TRANSIT RD,AURORA ST,,2-WAY,2007,13500,,,"(42.8805005379853, -78.6854150891304)"
544263,Niagara,North Tonawanda,WHEATFIELD ST,NIAGARA PKWY,RT 425 ERIE AV,,2-WAY,1994,6600,,,"(43.0381128828734, -78.867073059082)"
534340,Erie,Amherst,FLINT RD,RT 263 MILLERSPORT HWY,MAPLE RD,,2-WAY,2000,14500,,,"(42.9897614998316, -78.7924754619598)"
540030,Niagara,Lewiston,SECOND ST (RT 18F),ONEIDA ST,LEWISTON N VILL LN,,2-WAY,1980,2050,,,"(43.1770142078906, -79.0463277697563)"
536221,Erie,Lancaster,WESTWOOD RD,PAVEMENT RD,SCHWARTZ RD,,2-WAY,1993,1600,,,"(42.910639, -78.609586)"
530314,Erie,CLARENCE/AMHERST,TRANSIT RD,RT 263 MILLERSPORT HWY,NIAGARA CO LN,BETWEEN,2-WAY,1984,15500,,,"(43.0846377101186, -78.6969137191772)"
534323,Erie,Buffalo,FERRY ST (WEST),RT 384 DELAWARE AV,LINWOOD AV,,2-WAY,2006,5500,,,"(42.9153892770332, -78.8680815696716)"
535280,Erie,Hamburg,W Crescent Ave,S Buffalo St,Hamburg S Village Ln,,2-WAY,2014,59,,,"(42.712789, -78.830252)"
530062,Erie,Colden,STATE RD,HOLLAND-GLENWOOD RD,BEHM RD,BETWEEN,2-WAY,1996,1900,,,"(42.6799006593808, -78.6846466362476)"
530386,Erie,Brant,COMMERCIAL ST,RT 5,RT 20 SOUTHWESTERN BLVD,BETWEEN,2-WAY,2019,891,862,28,"(42.589173, -79.07783)"
531019,Erie,Lancaster,LAKE AVE,COMO PARK BLVD,RT 20 BROADWAY,,2-WAY,2007,5600,,,"(42.8982096884428, -78.6677822470665)"
530438,Erie,Amherst,SHERIDAN DR,I-290 YOUNGMANN EXPWY,RT 277 N FOREST RD,BETWEEN,2-WAY,2014,35347,,,"(42.9781769354437, -78.7745904922485)"
536422,Erie,Cheektowaga,CLEVELAND DR,I-90 NYS THRUWAY,BEACH RD,,2-WAY,2007,12200,,,"(42.945239, -78.763416)"
540482,Niagara,North Tonawanda,ERIE AVE,WALCK RD,RT 62 NF BLVD,,2-WAY,1978,6250,,,"(43.0549310345288, -78.8421955704689)"
534352,Erie,Buffalo,FRANKLIN ST,ALLEN ST,NORTH ST,,1-WAY,2011,2783,2727,55,"(42.9006863828204, -78.8718903064728)"
536312,Erie,North Collins,GENESEE RD,JENNINGS RD,NY75,,2-WAY,2011,650,,,"(42.552278, -78.851414)"
534485,Erie,Buffalo,KEATING ST (JAMES COPPOLA ST),ELK ST,I-190 SB OFF RAMP,,1-WAY,2016,7305,6951,353,"(42.8655809353949, -78.8272409141064)"
530205,Erie,Cheektowaga,BROADWAY,RT 277 UNION RD,DICK RD,BETWEEN,2-WAY,2008,14700,,,"(42.903922, -78.740591)"
534463,Erie,West Seneca,IND CHURCH RD,MINERAL SPRINGS RD,WEST ST,BETWEEN,2-WAY,2011,8051,7679,371,"(42.8535659703649, -78.7674263119698)"
540066,Niagara,Lewiston,RIDGE RD,RT 18 CREEK RD,MODEL CITY RD,,2-WAY,2014,6849,6112,736,"(43.1751736004599, -78.9977771043777)"
530007,Erie,Buffalo,KENSINGTON EXPWY,HUMBOLDY PKWY,RT 198 SCAJAQUADA EXP,BETWEEN,2-WAY,1999,69300,,,"(42.9229240348926, -78.8431262969971)"
530205,Erie,Cheektowaga,BROADWAY,RT 277 UNION RD,DICK RD,BETWEEN,2-WAY,1991,15500,,,"(42.903922, -78.740591)"
534252,Erie,West Seneca,EAST WEST RD,RT 240 ORCHARD PARK RD,RT 277 UNION RD,,2-WAY,1997,6100,,,"(42.8203991462581, -78.7622630596161)"
530279,Erie,Aurora,ELLICOTT RD,DAVIS RD,POWERS RD,BETWEEN,2-WAY,1985,3350,,,"(42.7334039826014, -78.7060332298279)"
530185,Erie,Tonawanda,MAIN ST,TONAWANDA CITY LN,FLETCHER ST,BETWEEN,2-WAY,1988,10600,,,"(43.0135634374424, -78.8794326782227)"
530488,Erie,Hamburg,E MAIN ST,NEWTON RD,START OLAP RT 62 MAIN ST,BETWEEN,2-WAY,2004,13100,,,"(42.715584, -78.824759)"
534746,Erie,Buffalo,S ELMWOOD AVE,W EAGLE ST,NIAGARA ST,,1-WAY,2005,7900,,,"(42.8869783357309, -78.8796043395996)"
530948,Erie,Amherst,SWEET HOME RD,MAPLE RD,RENSCH RD,BETWEEN,2-WAY,1988,13800,,,"(42.9963886783269, -78.8004013895988)"
540920,Niagara,Niagara Falls,QUAY ST/JOHN B DALY BLVD,BUFFALO AV,NIAGARA ST,,2-WAY,2009,9850,,,"(43.0871999489464, -79.0526711940765)"
540084,Niagara,Cambria,SHAWNEE RD,UPPER MT RD,LOWER MT RD,,2-WAY,1993,1900,,,"(43.1706315028979, -78.8408061861992)"
540002,Niagara,Lewiston,4TH ST (RT 18F),CENTER ST,ONEIDA ST,,2-WAY,2010,2275,,,"(43.1748625890493, -79.0443214774132)"
530187,Erie,Eden,GOWANDA RD,RT 249 BRANT RD,CR 32 EDEN CENTER,BETWEEN,2-WAY,2015,5317,4908,408,"(42.628158, -78.921955)"
530122,Erie,CHEEKTOWAGA/LANCASTER,TRANSIT RD,WALDEN AV,GENESEE ST,BETWEEN,2-WAY,2005,30800,,,"(42.931863980705, -78.6969298124313)"
540914,Niagara,Niagara Falls,NIAGARA ST,3RD ST,5TH ST,,2-WAY,2001,8500,,,"(43.0883693755429, -79.0575528144836)"
534083,Erie,West Seneca,BORDEN RD,RT 354 CLINTON ST,CHEEKTOWAGA TN LN,,2-WAY,1995,12200,,,"(42.8614798699529, -78.7089031934738)"
534905,Erie,Cheektowaga,WILLIAM ST,BUFFALO CITY LN,RT 240 HARLEM RD,,2-WAY,1983,17400,,,"(42.8844863508375, -78.7911987304688)"
530508,Erie,Collins,FOUR MILE LEVEL,ALDRICH ST,RT 39/62 BUFFALO ST/SAND HILL RD,BETWEEN,2-WAY,1973,2700,,,"(42.4780417614038, -78.9377385377884)"
530179,Erie,West Seneca,SOUTHERN EXPWY,RIDGE RD,I-90 NYS THRUWAY,BETWEEN,2-WAY,1998,44100,,,"(42.8327647840684, -78.7919229269028)"
530563,Erie,Hamburg,LAKESHORE RD,RT 75 ST FRANCIS DR,RT 179 MILESTRIP RD,BETWEEN,2-WAY,1987,31200,,,"(42.7818188372827, -78.8509798049927)"
534134,Erie,Cheektowaga,CAYUGA RD,RT 33 KENSINGTON EXPWY,CLEVELAND DR,,2-WAY,1984,15300,,,"(42.935568, -78.744153)"
540087,Niagara,Lewiston,CR. RD EXIT,RT18 CREEK RD,ROBERT MOSES PKWY,,2-WAY,1986,9900,,,"(43.170131, -79.021912)"
534772,Erie,West Seneca,SENECA ST,RT 277 UNION RD,RIDGE RD,,2-WAY,1993,18100,,,"(42.8294247713111, -78.7687110900879)"
536352,Erie,Grand Island,LONG RD,I-190 SB ACC,GRAND ISLAND BLVD NY324 OVLP,,2-WAY,2009,3850,,,"(43.0486433888681, -78.9894193410873)"
534400,Erie,Buffalo,GRANT ST,AMHERST ST,RT 265 MILITARY RD,,2-WAY,2018,10271,9773,497,"(42.93985, -78.890926)"
544196,Niagara,Niagara Falls,PORTAGE RD,CEDAR AV,11TH ST,,2-WAY,1995,19100,,,"(43.0979374629469, -79.0505388379097)"
534103,Erie,Tonawanda,BRIGHTON RD,RT 384 DELAWARE AV,COLVIN BLVD,,2-WAY,1977,8200,,,"(42.9911152444587, -78.8556575775146)"
540077,Niagara,Niagara,MILITARY RD,PACKARD RD,LOCKPORT RD,,2-WAY,2005,17000,,,"(43.1165738019541, -78.9937967061996)"
532219,Erie,Buffalo,JOHNSON ST,BROADWAY,High St,,2-WAY,2010,900,,,"(42.897067, -78.848268)"
534540,Erie,Cheektowaga,LOSSON RD,TOWERS BLVD,BORDEN RD,BETWEEN,2-WAY,2000,15300,,,"(42.880133, -78.713302)"
540004,Niagara,Lewiston,ONEIDA ST (RT 18F),4TH ST,SECOND ST,,2-WAY,1994,2600,,,"(43.1760978231343, -79.0457403659821)"
534040,Erie,Lancaster,AURORA ST,WILLIAM ST,LANCASTER VILL LN,,2-WAY,2007,8900,,,"(42.8828865535375, -78.6767515540123)"
531102,Erie,"TONAWANDA, BUFFALO",KENMORE AVE,RT 265 MILITARY RD,ELMWOOD AV,,2-WAY,2005,7000,,,"(42.9585955515706, -78.8844564557076)"
530143,Erie,Alden,GENESEE ST,WALDEN AV,GENESEE CO LN,BETWEEN,2-WAY,1980,5850,,,"(42.9440944031236, -78.4959371387959)"
531323,Erie,Buffalo,SWAN ST,OAK ST,ELM ST,,1-WAY,1998,3350,,,"(42.881101, -78.871351)"
530252,Erie,Buffalo,BAILEY AVE,RT 16 SENECA ST,RT 354 CLINTON ST,BETWEEN,2-WAY,1985,12500,,,"(42.8696581388141, -78.821679353714)"
534868,Erie,Buffalo,WALDEN AVE,RT 62 BAILEY AV,ST MARYS RD,,2-WAY,1978,11200,,,"(42.90564, -78.80854)"
536158,Erie,Amherst,TONAWANDA CREEK RD,RT 270 CAMPBELL BLVD,NEW RD,,2-WAY,2006,900,,,"(43.0686980949057, -78.7461786994057)"
534152,Erie,Buffalo,CHIPPEWA ST (WEST),RT 384 DELAWARE AV,FRANKLIN ST,,2-WAY,2007,7300,,,"(42.890575, -78.875656)"
536253,Erie,Evans,DELAMETER RD,EVANS-CENTER RD,STURGEON POINT RD,,2-WAY,2010,1295,,,"(42.669314, -79.00258)"
534927,Erie,Orchard Park,ANGLE RD,MICHAEL RD,RT 20 SOUTHWESTERN BLVD,BETWEEN,2-WAY,2006,1600,,,"(42.80897, -78.71932)"
534062,Erie,Hamburg,BAYVIEW RD,BIG TREE RD,RT 62 SOUTH PARK AV,,2-WAY,2011,6037,5791,245,"(42.76986, -78.8331)"
534539,Erie,Cheektowaga,LOSSON RD,RT 277 UNION RD,TOWERS BLVD,,2-WAY,1986,9300,,,"(42.88201, -78.747026)"
537038,Erie,Eden,BLEY RD,BAUER RD,BELKNAP RD,,2-WAY,2016,477,367,109,"(42.681326, -78.882722)"
530182,Erie,Cheektowaga,HARLEM RD,RT 33 KENSINGTON EXPWY,CLEVELAND DR,BETWEEN,2-WAY,1990,17700,,,"(42.939915, -78.784096)"
530901,Erie,Grand Island,SOUTH ST PKWY,FERRY RD,BUSH RD,,2-WAY,1988,1500,,,"(42.9739734593111, -78.959105014801)"
536022,Erie,Concord,SPRINGVILLE-BOSTON RD,SNYDER RD N,BOSTON TOWN LN,,2-WAY,2017,1468,1365,102,"(42.59931, -78.715263)"
530417,Erie,Hamburg,MILESTRIP RD,I-90 NYS THRUWAY,MCKINLEY PKWY,BETWEEN,2-WAY,2007,23180,,,"(42.789764, -78.813343)"
546124,Niagara,Lockport,STONE RD,LEETE RD,OLD NIAGARA RD,BETWEEN,2-WAY,1986,2700,,,"(43.1943222008445, -78.7119743227959)"
544233,Niagara,PENDLETON/WHEATFIELD,PENDLETON/WHEATFIELD TOWN LINE RD,SLUSARIC RD,MAPLETON RD,,2-WAY,2005,2100,,,"(43.1161352268348, -78.8243642449379)"
534565,Erie,Cheektowaga,MARYVALE DR,RT 240 HARLEM RD,KENSINGTON EXPWY EB ON-RAMP,,2-WAY,1984,9700,,,"(42.93274, -78.77913)"
540098,Niagara,Niagara Falls,PINE AVE,RT 61 HYDE PARK BLVD,RT 62 NF BLVD,,2-WAY,1997,14500,,,"(43.09517, -79.019337)"
536096,Erie,Cheektowaga,TOWERS BLVD,FRENCH RD,LEHAVRE DR,,2-WAY,2013,4522,4490,31,"(42.8697839498724, -78.7311118841171)"
530918,Erie,Hamburg,CAMP RD,RT 75 ST FRANCIS DR,RT 5 LAKESHORE RD,BETWEEN,2-WAY,2012,1296,1254,41,"(42.768464, -78.866462)"
534199,Erie,Buffalo,COURT ST,PEARL ST,RT 5 MAIN ST,,2-WAY,2014,8221,,,"(42.8858856481232, -78.8750338554382)"
534127,Erie,Buffalo,CAROLINA ST,RT 266 NIAGARA ST,WEST AV,,1-WAY,2002,3100,,,"(42.8931155001428, -78.8807898759842)"
534323,Erie,Buffalo,FERRY ST (WEST),RT 384 DELAWARE AV,LINWOOD AV,,2-WAY,1979,5800,,,"(42.9153892770332, -78.8680815696716)"
533224,Erie,Amherst,NY 263 Millersport Hwy / CR 192 Maple Rd,,,,RAMP,2009,1350,,,"(42.9927279274, -78.7884253263474)"
530346,Erie,West Seneca,NYS THRUWAY,RT 400 EXPWY (M54),I-190 (M53),BETWEEN,2-WAY,1989,98600,,,"(42.8656438451113, -78.7917995452881)"
539281,Erie,Hamburg,BAYVIEW RD,HOOVER RD,NY5 LAKESHORE RD,,2-WAY,2010,275,,,"(42.780312, -78.854249)"
534632,Erie,Amherst,NEW RD,DODGE RD,RT 263 MILLERSPORT HWY,,2-WAY,2004,6500,,,"(43.0465323358651, -78.7246719002724)"
534022,Erie,Buffalo,AMHERST ST,GRANT ST,ELMWOOD AV,BETWEEN,2-WAY,1977,7700,,,"(42.940563, -78.882254)"
547051,Niagara,Lockport,NIAGARA ST,LOCKPORT W CITY LN,ST PETERS CEMETERY,,2-WAY,2009,1586,1546,39,"(43.1752723804821, -78.7231577932835)"
541107,Niagara,North Tonawanda,WEBSTER ST,NIAGARA CO LN,TREMONT ST,,2-WAY,1997,3000,,,"(43.021853, -78.877984)"
544233,Niagara,PENDLETON/WHEATFIELD,PENDLETON/WHEATFIELD TOWN LINE RD,SLUSARIC RD,MAPLETON RD,,2-WAY,1993,1400,,,"(43.1161352268348, -78.8243642449379)"
540059,Niagara,Royalton,LEWISTON RD,NIAGARA CO LN,GRISWOLD ST,,2-WAY,1992,1900,,,"(43.1290757865009, -78.4828680753708)"
534538,Erie,Grand Island,LONG RD,W RIVER PKWY,I-190 SB ACC,,2-WAY,2011,870,809,60,"(43.048533623743, -78.9942473173141)"
540483,Niagara,North Tonawanda,NIA FALLS BLVD,(N TONA E CITY LN) CRESCENT DR,RT 425 SHAWNEE/ERIE RDS,,2-WAY,2005,31500,,,"(43.0574494399569, -78.8333335518837)"
544335,Niagara,Niagara Falls,PORTAGE RD,RT 384 BUFFALO AV,MACKENNA AV,,2-WAY,1977,7000,,,"(43.0842400441796, -79.0402901172638)"
530392,Erie,Buffalo,MILITARY RD,AMHERST,BUFFALO CITY LN,BETWEEN,2-WAY,1977,14000,,,"(42.948491, -78.890827)"
530156,Erie,Collins,MAIN ST,END OLAP RT 62,RT 75 SISSON HWY,BETWEEN,2-WAY,1978,2600,,,"(42.4946309453045, -78.8732072710991)"
530320,Erie,Tonawanda,TWIN CITIES HWY,FILLMORE AV,NIAGARA CO LN,BETWEEN,2-WAY,2014,26607,,,"(43.019234996011, -78.8613304495811)"
530176,Erie,Orchard Park,S BUFFALO ST,START OLAP RT 277 S BUFFALO ST,RT 20A QUAKER RD,BETWEEN,2-WAY,2014,12186,,,"(42.7562040879835, -78.7465158104897)"
540140,Niagara,Niagara Falls,NIA FALLS BLVD,PACKARD RD,RT 62A PINE AV,,2-WAY,1997,18200,,,"(43.094136, -79.01262)"
544116,Niagara,Niagara Falls,LOCKPORT ST,RT 182 ONTARIO AV,NORTH AV,,2-WAY,1982,7200,,,"(43.1093094964413, -79.0414649248123)"
544075,Niagara,Lockport,GOODING ST,CLINTON ST,GLENWOOD AV,,2-WAY,1988,2900,,,"(43.1782024558002, -78.6920683085918)"
534437,Erie,Tonawanda,HIGHLAND PKWY,DELAWARE RD,COLVIN BLVD,,2-WAY,2009,6290,6215,74,"(42.974401277205, -78.862556219101)"
530199,Erie,Cheektowaga,BROADWAY,BUFFALO E CITY LN,RT 240 HARLEM RD,BETWEEN,2-WAY,1998,16100,,,"(42.899892593948, -78.7897503376007)"
534710,Erie,Orchard Park,POWERS RD,ARMOR-DUELLS RD,MURPHY RD,,2-WAY,2011,2252,2180,71,"(42.7378405650892, -78.7787103652954)"
532227,Erie,Sloan,GRIFFITH ST,LOVEJOY ST,BROADWAY,,2-WAY,2010,475,,,"(42.896833, -78.791861)"
536130,Erie,Lancaster,BOWEN RD,CAYUGA CREEK BRIDGE,RT 20 BROADWAY,,2-WAY,2000,7100,,,"(42.8924414834385, -78.6429691314697)"
534671,Erie,Hamburg,OLD LAKE SHORE,LAKEVIEW RD,CRESCENT TERRACE,,2-WAY,2019,2193,1593,599,"(42.735318, -78.920749)"
540501,Niagara,"LEWISTON, CAMBRIA",TOWN LINE RD,UPPER MTN RD,RT 104 RIDGE RD,,2-WAY,1990,3900,,,"(43.1790640433203, -78.8853603601456)"
530379,Erie,Orchard Park,ORCHARD PK RD,RT 20A QUAKER RD,MILESTRIP RD,BETWEEN,2-WAY,2009,15200,,,"(42.783339, -78.747036)"
536446,Erie,Alden,ALD-CRITTEN RD,RT 20 BROADWAY,ALDEN VILLAGE LN,,2-WAY,1982,2800,,,"(42.9021855156119, -78.4921672940254)"
530402,Erie,Buffalo,NIAGARA ST,BUSTI AV,TONAWANDA ST,BETWEEN,2-WAY,1985,19200,,,"(42.9194356901132, -78.8988089561462)"
530039,Erie,West Seneca,HARLEM RD,RT 16 SENECA RD,MINERAL SPRINGS RD,BETWEEN,2-WAY,1989,13200,,,"(42.8485654359411, -78.788001537323)"
544248,Niagara,Lockport,W JACKSON ST,Plank Rd,GOODING/N TRANSIT STS,,2-WAY,2019,1218,1162,55,"(43.1827879957315, -78.6973696947098)"
530506,Erie,Collins,FOUR MILE LEVEL,BRANT RESERVATION RD,VERSAILLES-PLANK RD,BETWEEN,2-WAY,2003,5700,,,"(42.538588, -78.999241)"
530362,Erie,Amherst,LOCKPORT EXPWY,SWEET HOME RD,AUDUBON PKWY,BETWEEN,2-WAY,1988,18500,,,"(43.0233451757877, -78.7911075353622)"
534738,Erie,Amherst,ROMNEY RD,US 62 NIAGARA FALLS BLVD,TARGET DRIVEWAY,,2-WAY,2011,4365,4255,109,"(42.9973, -78.81975)"
530133,Erie,Buffalo,SOUTH PARK AVE,SOUTHSIDE PKWY,ABBOTT RD,BETWEEN,2-WAY,1985,7800,,,"(42.853316, -78.826415)"
533073,Erie,Buffalo,I-190 @ Smith St,,,,RAMP,2013,4614,2115,2499,"(42.871802789125, -78.8468277454376)"
536484,Erie,Buffalo,DEERFIELD AVE,PEMBROKE AVE,WARWICK AVE,,2-WAY,2009,6500,,,"(42.929869, -78.826743)"
530092,Erie,Brant,ERIE RD,RT 438 FLAT RD,RT 249 FARNHAM,BETWEEN,2-WAY,2014,6140,,,"(42.582901, -79.104803)"
536323,Erie,Grand Island,WHITEHAVEN RD,STONY POINT RD,E RIVER PKWY,BETWEEN,2-WAY,2019,2625,2407,217,"(43.022192156939, -78.9217606186867)"
534454,Erie,Buffalo,HURON ST (EAST),ELLICOTT ST,OAK ST,,2-WAY,2006,2500,,,"(42.8880985169627, -78.8703453540802)"
540396,Niagara,North Tonawanda,RIVER RD,NIAGARA CO LN,RT 384 MAIN ST,,2-WAY,2005,18200,,,"(43.0259354673918, -78.8796848058701)"
537006,Erie,Concord,BUFFALO ST,SPRINGVILLE VILL LN,SPRING-BOSTON RD,,2-WAY,2010,2099,1835,263,"(42.5227613779789, -78.6667415499687)"
534412,Erie,Buffalo,HAMBURG ST,SOUTH PARK AV,PERRY ST,,2-WAY,2004,3200,,,"(42.8713565664649, -78.8581144809723)"
534899,Erie,Buffalo,WILLIAM L GAITER PKWY,PEMBROKE AV,WARWICK AV,,2-WAY,2014,4324,4235,88,"(42.929960159896, -78.8211332331352)"
534747,Erie,Clarence,SALT RD,GREINER RD,CLARENCE CENTER RD,,2-WAY,2008,3300,,,"(42.9966437064397, -78.5873937606812)"
544220,Niagara,Lockport,SUMMIT ST,STATE ST,RT 78 TRANSIT RD,,2-WAY,2019,5845,5310,534,"(43.154871, -78.704553)"
536359,Erie,Cheektowaga,ROSSLER ST,RT 354 CLINTON ST,DINGENS ST,,2-WAY,2005,7100,,,"(42.875135, -78.794892)"
544159,Niagara,Lockport,OLD NIAGARA RD,RT 78 LAKE AV,N CANAL RD,,2-WAY,2018,5528,5186,341,"(43.1876988062584, -78.6741310358047)"
536261,Erie,Orchard Park,BURTON RD,NEWTON ST,POWERS RD,,2-WAY,2016,254,237,16,"(42.735055269271, -78.7652442245369)"
530028,Erie,Clarence,MAIN ST,HARRIS HILL RD,RT 324 SHERIDAN DR,BETWEEN,2-WAY,2003,14500,,,"(42.966859, -78.660908)"
530346,Erie,West Seneca,NYS THRUWAY,RT 400 EXPWY (M54),I-190 (M53),BETWEEN,2-WAY,2005,122300,,,"(42.8656438451113, -78.7917995452881)"
530471,Erie,Tonawanda,DELAWARE AVE,TONAWANDA S CITY LN,YOUNG ST,BETWEEN,2-WAY,1977,8150,,,"(43.0146832783716, -78.8730677962303)"
544102,Niagara,Niagara Falls,LOCKPORT RD,NORMAN ST,MAYLE CT,BETWEEN,2-WAY,1990,8000,,,"(43.118214514926, -79.0109306573868)"
530389,Erie,North Collins,THIEL-LANGFORD RD,RT 62 GOWANDA STATE RD,RT 75 SISSON HWY,BETWEEN,2-WAY,1979,700,,,"(42.58753, -78.886321)"
534813,Erie,Buffalo,SUFFOLK ST,OAKMONT AV,KENSINGTON AV,,2-WAY,2000,5300,,,"(42.9354537343973, -78.8104355335236)"
540351,Niagara,Hartland,RIDGE RD,HARTLAND RD,RT148 QUAKER RD,,2-WAY,2007,3500,,,"(43.2396106982334, -78.5642945766449)"
544180,Niagara,North Tonawanda,PAYNE AVE,SCHENCK ST,ROBINSON ST,,2-WAY,1985,4600,,,"(43.0325920742384, -78.8706940412521)"
534304,Erie,Tonawanda,KENMORE AVE,ONTARIO ST,RT 265 MILITARY RD,BETWEEN,2-WAY,1990,9400,,,"(42.961244, -78.892218)"
534267,Erie,Amherst,EGGERT RD,RT 5 MAIN ST,RT 263 MILLERSPORT HWY,,2-WAY,1976,9000,,,"(42.9669415121653, -78.8039298355579)"
534431,Erie,Buffalo,HERTEL AVE,RT 384 DELAWARE AV,COLVIN AV,BETWEEN,2-WAY,2008,15100,,,"(42.947768, -78.865072)"
536017,Erie,Buffalo,I-190 @ NY 5 (Skyway),,,,RAMP,2012,11721,,,"(42.8799934486561, -78.8776087760925)"
534683,Erie,Tonawanda,PARKER BLVD,BROMPTON RD,ELLICOTT CREEK RD,,2-WAY,2000,2300,,,"(43.0095467471943, -78.8359379768372)"
540500,Niagara,"LEWISTON, CAMBRIA",TOWN LINE RD,RT 31 SAUNDERS SETTLEMENT RD,UPPER MTN RD,,2-WAY,1979,4750,,,"(43.1598930480146, -78.8849204778671)"
534582,Erie,Buffalo,MCKINLEY PKWY,KENEFICK AV,ABBOTT RD (SOUTHSIDE PKWY),,2-WAY,2008,3700,,,"(42.851463, -78.820734)"
534636,Erie,Buffalo,NIAGARA ST,W EAGLE ST,NIAGARA SQUARE,,2-WAY,2005,3200,,,"(42.885516173834, -78.8773727416992)"
536477,Erie,Lackawanna,ABBOTT RD,MARTIN RD,RIDGE RD,,2-WAY,1980,9400,,,"(42.823426851318, -78.802777826786)"
