Owner,Common Name,Scientific Name,Park,Number of Stems,Trunk Diameter (cm),Date Installed,Memorial Tree,GeoJSON,Lat/Long
Municipal,Black Walnut,Juglans nigra,Snider Park,1,5.0,2016-10-26T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48094639182096, 44.27330279549145]}","44.2733027955,-76.4809463918"
Municipal,Black Willow,Salix nigra,Molly Brant Point,4,41.0,,,"{""type"": ""Point"", ""coordinates"": [-76.47903819799996, 44.24114891000005]}","44.24114891,-76.479038198"
Municipal,Northern Red Oak,Quercus rubra,,1,5.0,2020-10-29T05:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.48396340967427, 44.26690831120053]}","44.2669083112,-76.4839634097"
Municipal,Norway Maple,Acer platanoides,,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52356945099996, 44.26957995200007]}","44.269579952,-76.523569451"
Municipal,White Ash,Fraxinus americana,Lake Ontario Park,1,41.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53270595220903, 44.21819663700008]}","44.218196637,-76.5327059522"
Municipal,Norway Maple,Acer platanoides,,1,29.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58510572499995, 44.23536893600004]}","44.235368936,-76.585105725"
Municipal,American Basswood,Tilia americana,Greenwood Park Linear Trail,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44116350723529, 44.265262849392684]}","44.2652628494,-76.4411635072"
Municipal,Norway Maple,Acer platanoides,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55829271899995, 44.242043454000054]}","44.242043454,-76.558292719"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,23.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57743695599999, 44.26826247100007]}","44.268262471,-76.577436956"
Municipal,White Spruce,Picea glauca,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53972112199995, 44.28297115100003]}","44.282971151,-76.539721122"
Municipal,Littleleaf Linden,Tilia cordata,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44865168799998, 44.27090074400007]}","44.270900744,-76.448651688"
Municipal,American Arborvitae,Thuja occidentalis,Lake Ontario Park,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53023691299995, 44.21467589000008]}","44.21467589,-76.530236913"
Municipal,Common Hackberry,Celtis occidentalis,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44030844099996, 44.269508934000044]}","44.269508934,-76.440308441"
Municipal,Norway Maple,Acer platanoides,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57737032399996, 44.260481998000046]}","44.260481998,-76.577370324"
Municipal,Chanticleer Ornamental Pear,Pyrus calleryana 'Chanticleer',,1,5.0,2017-11-15T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.55551909325021, 44.262556492295055]}","44.2625564923,-76.5555190933"
Municipal,Paper Birch,Betula papyrifera,,4,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.61135698799995, 44.247566171000074]}","44.247566171,-76.611356988"
Municipal,Katsura Tree,Cercidiphyllum japonicum,,1,13.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55513225599998, 44.26197415000007]}","44.26197415,-76.555132256"
Municipal,Oakleaf Mountain Ash,Sorbus x thuringiaca,,1,21.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55458093699997, 44.241909967000026]}","44.241909967,-76.554580937"
Municipal,Norway Maple,Acer platanoides,,1,66.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52444546684647, 44.253556234938586]}","44.2535562349,-76.5244454668"
Municipal,Jack Ornamental Pear,Pyrus calleryana 'Jaczam',,1,5.0,2020-10-15T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.50010498968015, 44.23197133712281]}","44.2319713371,-76.5001049897"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55829792099996, 44.26464265900006]}","44.264642659,-76.558297921"
Municipal,Blue Spruce,Picea pungens,Greenwood Park,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45073692320484, 44.2750063782025]}","44.2750063782,-76.4507369232"
Municipal,Amur Maple,Acer ginnala,,6,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58170666899997, 44.24586940800003]}","44.245869408,-76.581706669"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,2019-11-19T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.54770436819011, 44.25340058342256]}","44.2534005834,-76.5477043682"
Municipal,Silver Maple,Acer saccharinum,Molly Brant Point,1,42.0,,,"{""type"": ""Point"", ""coordinates"": [-76.47958117699994, 44.24169511600007]}","44.241695116,-76.479581177"
Municipal,Norway Maple,Acer platanoides,,1,57.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58461637899995, 44.226368550000075]}","44.22636855,-76.584616379"
Municipal,Norway Maple,Acer platanoides,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58902939699993, 44.25129255400003]}","44.251292554,-76.589029397"
Municipal,Magnolia Species,Magnolia Species,,3,15.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50130885199997, 44.227399297000034]}","44.227399297,-76.501308852"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45307475199996, 44.26386783400005]}","44.263867834,-76.453074752"
Municipal,Japanese Maple,Acer palmatum,,1,3.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50228030299996, 44.22513291400003]}","44.225132914,-76.502280303"
Municipal,Common Hackberry,Celtis occidentalis,,1,4.0,2018-04-27T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.54906071971453, 44.250376272791584]}","44.2503762728,-76.5490607197"
Municipal,Silver Maple,Acer saccharinum,McBurney Park,1,72.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48802235499994, 44.23557900700007]}","44.235579007,-76.488022355"
Municipal,Norway Maple,Acer platanoides,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58371207899995, 44.26649179300006]}","44.266491793,-76.583712079"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44705341099996, 44.26973143500004]}","44.269731435,-76.447053411"
Municipal,Serviceberry,Amelanchier species,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58172350799998, 44.226445530000035]}","44.22644553,-76.581723508"
Municipal,Alegheny Serviceberry,Amelanchier x grandiflora,,1,5.0,2019-10-29T05:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.47951614016499, 44.26966657573633]}","44.2696665757,-76.4795161402"
Municipal,Sugar Maple,Acer saccharum,,1,65.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56290226399994, 44.20980644800005]}","44.209806448,-76.562902264"
Municipal,Red/green Ash,Fraxinus pennsylvanica,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59063868231753, 44.21750487298166]}","44.217504873,-76.5906386823"
Municipal,White Oak,Quercus alba,,1,78.0,,,"{""type"": ""Point"", ""coordinates"": [-76.31277340399998, 44.29437759600006]}","44.294377596,-76.312773404"
Municipal,Sugar Maple,Acer saccharum,,1,49.0,,,"{""type"": ""Point"", ""coordinates"": [-76.38612656099997, 44.25459453000008]}","44.25459453,-76.386126561"
Municipal,White Spruce,Picea glauca,Halifax Dr Park,1,4.0,2016-12-31T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.55679037801472, 44.266501989774035]}","44.2665019898,-76.556790378"
Municipal,Northern Red Oak,Quercus rubra,Megaffin Park,1,5.0,2013-11-08T06:00:00+01:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.48634451024301, 44.24230091933883]}","44.2423009193,-76.4863445102"
Municipal,Norway Maple,Acer platanoides,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53333756799998, 44.25091990900006]}","44.250919909,-76.533337568"
Municipal,Austrian Pine,Pinus nigra,Bonnycastle Park,1,58.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53041260599997, 44.23149969700006]}","44.231499697,-76.530412606"
Municipal,Norway Maple,Acer platanoides,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56011000299998, 44.26244367500004]}","44.262443675,-76.560110003"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60331608799999, 44.259431402000075]}","44.259431402,-76.603316088"
Municipal,Oakleaf Mountain Ash,Sorbus x thuringiaca,,1,5.0,2019-11-21T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.44111886774604, 44.26881541910226]}","44.2688154191,-76.4411188677"
Municipal,Littleleaf Linden,Tilia cordata,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44513804199994, 44.26263990600006]}","44.262639906,-76.445138042"
Municipal,Ohio Buckeye,Aesculus glabra,,1,5.0,2018-10-24T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48507006026448, 44.2581668012694]}","44.2581668013,-76.4850700603"
Municipal,Street Keeper Honey-Locust,Gleditsia triacanthos var. inermis 'Draves',,1,5.0,2017-09-20T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48875150182306, 44.23317496993138]}","44.2331749699,-76.4887515018"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55464970899999, 44.25440834700004]}","44.254408347,-76.554649709"
Municipal,Japanese Tree Lilac,Syringa reticulata,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49851112199997, 44.229182550000075]}","44.22918255,-76.498511122"
Municipal,Silver Maple,Acer saccharinum,,1,81.0,,,"{""type"": ""Point"", ""coordinates"": [-76.5100305251274, 44.231718242887844]}","44.2317182429,-76.5100305251"
Municipal,Prospector Elm,Ulmus wilsoniana 'Prospector',Jim Beattie Park,1,3.0,2016-06-30T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.58334326450087, 44.22790308606349]}","44.2279030861,-76.5833432645"
Municipal,Black Spruce,Picea mariana,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57615749499996, 44.278500920000056]}","44.27850092,-76.576157495"
Municipal,Serviceberry,Amelanchier species,Janette Street Parkette,1,4.0,2016-12-31T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.59155773963661, 44.26211333914497]}","44.2621133391,-76.5915577396"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60029955058364, 44.267439230464745]}","44.2674392305,-76.6002995506"
Municipal,American Arborvitae,Thuja occidentalis,,3,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48300202799999, 44.23574646000003]}","44.23574646,-76.483002028"
Municipal,Blue Spruce,Picea pungens,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60277445299994, 44.24710188500006]}","44.247101885,-76.602774453"
Municipal,Littleleaf Linden,Tilia cordata,,1,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57857576299995, 44.27050873400003]}","44.270508734,-76.578575763"
Municipal,Norway Maple,Acer platanoides,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52166148654793, 44.241573675576824]}","44.2415736756,-76.5216614865"
Municipal,Honey-Locust,Gleditsia triacanthos,Westbrook Meadows,1,6.0,2016-07-19T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.62716835744365, 44.27240994297366]}","44.272409943,-76.6271683574"
Municipal,Littleleaf Linden,Tilia cordata,,1,19.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48316001499995, 44.225827835000075]}","44.225827835,-76.483160015"
Municipal,Norway Maple,Acer platanoides,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59611028099994, 44.23231959000003]}","44.23231959,-76.596110281"
Municipal,Redmond Linden,Tilia americana 'Legend',,1,5.0,2019-11-11T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.5490192570918, 44.24268583798303]}","44.242685838,-76.5490192571"
Municipal,White Spruce,Picea glauca,,1,60.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52478010899995, 44.24454884900007]}","44.244548849,-76.524780109"
Municipal,Eastern Redbud,Cercis Canadensis,City Park,1,5.0,2018-10-09T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48751091433819, 44.22529658757523]}","44.2252965876,-76.4875109143"
Municipal,Ohio Buckeye,Aesculus glabra,,1,5.0,2018-04-27T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.54770931697118, 44.251126229681105]}","44.2511262297,-76.547709317"
Municipal,Honey-Locust,Gleditsia triacanthos,Lions Civic Gardens,1,5.0,2015-11-30T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.57032405242015, 44.25456562428648]}","44.2545656243,-76.5703240524"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54756594699995, 44.26369981900007]}","44.263699819,-76.547565947"
Municipal,Silver Maple,Acer saccharinum,,1,15.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57383042299995, 44.25438631000003]}","44.25438631,-76.573830423"
Municipal,Norway Maple,Acer platanoides,,1,64.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52701825599996, 44.23338397200007]}","44.233383972,-76.527018256"
Municipal,Chanticleer Ornamental Pear,Pyrus calleryana 'Chanticleer',,1,5.0,2020-10-13T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48454278934004, 44.22772986256172]}","44.2277298626,-76.4845427893"
Municipal,Sugar Maple,Acer saccharum,Faircrest Park,1,5.0,2016-10-06T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.41049455483798, 44.24707602753151]}","44.2470760275,-76.4104945548"
Municipal,Blue Spruce,Picea pungens,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58453421199994, 44.22989417200006]}","44.229894172,-76.584534212"
Municipal,Littleleaf Linden,Tilia cordata,Lake Ontario Park,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53084114899997, 44.21868153600008]}","44.218681536,-76.530841149"
Municipal,Sugar Maple,Acer saccharum,Snider Park,1,5.0,2017-10-25T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48159904481423, 44.27334305132332]}","44.2733430513,-76.4815990448"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44589303499998, 44.26249926600008]}","44.262499266,-76.445893035"
Municipal,Norway Maple,Acer platanoides,,1,26.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46492773799997, 44.25597523400006]}","44.255975234,-76.464927738"
Municipal,Skyline Honey-Locust,Gleditsia triacanthos var. inermis 'Skyline',Jim Beattie Park,1,5.0,2018-12-10T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.5815792941729, 44.228487619956816]}","44.22848762,-76.5815792942"
Municipal,Common Hackberry,Celtis occidentalis,,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44388914599995, 44.26411825900004]}","44.264118259,-76.443889146"
Municipal,,,Lawrence Park,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.61600726665682, 44.24674834015524]}","44.2467483402,-76.6160072667"
Municipal,Silver Maple,Acer saccharinum,Victoria Park,1,66.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49837570499994, 44.23295340100003]}","44.232953401,-76.498375705"
Municipal,Boxelder,Acer negundo,Hillside Park,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48561866399996, 44.236548310000046]}","44.23654831,-76.485618664"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,19.0,,,"{""type"": ""Point"", ""coordinates"": [-76.47476297599997, 44.27625735000004]}","44.27625735,-76.474762976"
Municipal,Blue Spruce,Picea pungens,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57114505699997, 44.25479584000004]}","44.25479584,-76.571145057"
Municipal,Boxelder,Acer negundo,,3,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58722123399997, 44.23764523300008]}","44.237645233,-76.587221234"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56726838999998, 44.274694545000045]}","44.274694545,-76.56726839"
Municipal,Horse Chestnut,Aesculus hippocastanum,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51777118799998, 44.23602100200003]}","44.236021002,-76.517771188"
Municipal,Norway Spruce,Picea abies,,1,22.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59689857099994, 44.236335558000064]}","44.236335558,-76.596898571"
Municipal,Sugar Maple,Acer saccharum,,1,92.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58398054099996, 44.25206115000003]}","44.25206115,-76.583980541"
Municipal,Silver Maple,Acer saccharinum,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58348713899994, 44.261590590000026]}","44.26159059,-76.583487139"
Municipal,Crabapple Species,Malus crabapple Species,,1,37.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51940685399995, 44.235713858000054]}","44.235713858,-76.519406854"
Municipal,Northern Red Oak,Quercus rubra,Kingston Memorial Centre,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49837118499994, 44.239147797000044]}","44.239147797,-76.498371185"
Municipal,Amur Maple,Acer ginnala,,6,15.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58211828499998, 44.244958816000064]}","44.244958816,-76.582118285"
Municipal,Sugar Maple,Acer saccharum,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49847809599999, 44.22886989600005]}","44.228869896,-76.498478096"
Municipal,Alegheny Serviceberry,Amelanchier x grandiflora,Greenwood Park Linear Trail,1,5.0,2015-12-02T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45829219351144, 44.26238627907725]}","44.2623862791,-76.4582921935"
Municipal,White Spruce,Picea glauca,Greenwood Park Linear Trail,1,,,,"{""type"": ""Point"", ""coordinates"": [-76.43874274275142, 44.26869271359639]}","44.2686927136,-76.4387427428"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50726843079087, 44.22363651000008]}","44.22363651,-76.5072684308"
Municipal,Norway Maple,Acer platanoides,,1,22.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44864905599997, 44.261614802000054]}","44.261614802,-76.448649056"
Municipal,Littleleaf Linden,Tilia cordata,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44414263799996, 44.270021823000036]}","44.270021823,-76.444142638"
Municipal,Sugar Maple,Acer saccharum,,1,64.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52725121499998, 44.25254098800008]}","44.252540988,-76.527251215"
Municipal,Littleleaf Linden,Tilia cordata,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55433877299998, 44.26353624200004]}","44.263536242,-76.554338773"
Municipal,Eastern Redbud,Cercis Canadensis,Cricket Field,1,5.0,2016-11-18T06:00:00+01:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.49053342042674, 44.22654568921971]}","44.2265456892,-76.4905334204"
Municipal,Northern Red Oak,Quercus rubra,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50987022287345, 44.21954018765948]}","44.2195401877,-76.5098702229"
Municipal,Chanticleer Ornamental Pear,Pyrus calleryana 'Chanticleer',,1,5.0,2019-10-31T05:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.52854589020775, 44.25512778765447]}","44.2551277877,-76.5285458902"
Municipal,Pear Species,Pyrus Species,Lake Ontario Park,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53120827999999, 44.21963214200008]}","44.219632142,-76.53120828"
Municipal,Northern Catalpa,Catalpa speciosa,,1,59.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52324211599995, 44.25408120600008]}","44.254081206,-76.523242116"
Municipal,Norway Maple,Acer platanoides,,1,54.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52933289801732, 44.24630409041994]}","44.2463040904,-76.529332898"
Municipal,Norway Maple,Acer platanoides,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46479692699995, 44.25512141400003]}","44.255121414,-76.464796927"
Municipal,Norway Maple,Acer platanoides,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48708054599996, 44.25853299700003]}","44.258532997,-76.487080546"
Municipal,Common Hackberry,Celtis occidentalis,,1,5.0,2019-10-28T05:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.49334391874987, 44.25308187087113]}","44.2530818709,-76.4933439187"
Municipal,Hornbeam,Carpinus caroliniana,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50614109099996, 44.22959947100003]}","44.229599471,-76.506141091"
Municipal,Bur Oak,Quercus macrocarpa,,1,26.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54852669099995, 44.262004243000035]}","44.262004243,-76.548526691"
Municipal,Eastern White Pine,Pinus strobus,,1,4.0,2019-04-09T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.62105703207689, 44.3207412809576]}","44.320741281,-76.6210570321"
Municipal,Silver Maple,Acer saccharinum,,1,85.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50980181799997, 44.235399563000044]}","44.235399563,-76.509801818"
Municipal,European Mountain Ash,Sorbus aucuparia,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58537880399996, 44.25751914600005]}","44.257519146,-76.585378804"
Municipal,Silver Maple,Acer saccharinum,,1,21.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50467424499999, 44.252019897000025]}","44.252019897,-76.504674245"
Municipal,Norway Spruce,Picea abies,,1,22.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55080404999995, 44.252471240000034]}","44.25247124,-76.55080405"
Municipal,Sugar Maple,Acer saccharum,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49915948999995, 44.23794771200005]}","44.237947712,-76.49915949"
Municipal,Blue Spruce,Picea pungens,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51044699299996, 44.220828640000036]}","44.22082864,-76.510446993"
Municipal,Shademaster Honey-Locust,Gleditsia triacanthos var. inermis 'Shademaster',Runnymede Park,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53274023953996, 44.236538052686335]}","44.2365380527,-76.5327402395"
Municipal,Norway Maple,Acer platanoides,,1,38.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57528118299996, 44.25745896600006]}","44.257458966,-76.575281183"
Municipal,Silver Maple,Acer saccharinum,Victoria Park,1,76.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49934116899993, 44.23398904800007]}","44.233989048,-76.499341169"
Municipal,Sugar Maple,Acer saccharum,Lake Ontario Park,1,4.0,2020-10-05T06:00:00+02:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.52994339361463, 44.21647905376201]}","44.2164790538,-76.5299433936"
Municipal,Silver Maple,Acer saccharinum,,1,77.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50279224799993, 44.23049227000007]}","44.23049227,-76.502792248"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44921563599996, 44.25894253400003]}","44.258942534,-76.449215636"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56748205999997, 44.25995066000007]}","44.25995066,-76.56748206"
Municipal,Boxelder,Acer negundo,,2,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44975031599995, 44.26993629900005]}","44.269936299,-76.449750316"
Municipal,Kentucky Coffeetree,Gymnocladus dioicus,Snider Park,1,5.0,2017-10-25T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.4804991335389, 44.27338639278363]}","44.2733863928,-76.4804991335"
Municipal,White Oak,Quercus alba,,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58438554599996, 44.25244057900005]}","44.252440579,-76.584385546"
Municipal,Eastern White Pine,Pinus strobus,,1,21.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60629517899997, 44.23750744700004]}","44.237507447,-76.606295179"
Municipal,Crabapple Species,Malus crabapple Species,Churchill Park,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50845805999995, 44.23287994400005]}","44.232879944,-76.50845806"
Municipal,Bur Oak,Quercus macrocarpa,Auden Park,1,3.0,2019-05-09T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.58714446057289, 44.233420895226075]}","44.2334208952,-76.5871444606"
Municipal,Sugar Maple,Acer saccharum,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48813669199996, 44.22685442200003]}","44.226854422,-76.488136692"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,93.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50994385799999, 44.23089161100006]}","44.230891611,-76.509943858"
Municipal,Freeman Maple,Acer x freemanii,Halifax Dr Park,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55651689365465, 44.26671266254834]}","44.2667126625,-76.5565168937"
Municipal,Common Hackberry,Celtis occidentalis,,1,5.0,2017-10-11T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.49715550890714, 44.23080514237301]}","44.2308051424,-76.4971555089"
Municipal,Northern Red Oak,Quercus rubra,,1,13.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49728304299998, 44.22383086700006]}","44.223830867,-76.497283043"
Municipal,Littleleaf Linden,Tilia cordata,,1,23.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60261287199995, 44.26008400400008]}","44.260084004,-76.602612872"
Municipal,Douglas Fir,Pseudotsuga menziesii,,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50888381499993, 44.22849566200006]}","44.228495662,-76.508883815"
Municipal,Norway Maple,Acer platanoides,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53203389899994, 44.24789947900007]}","44.247899479,-76.532033899"
Municipal,Bitternut Hickory,Carya cordiformis,Grosvenor Court Park,1,5.0,2019-11-05T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.53498845027622, 44.24629430975541]}","44.2462943098,-76.5349884503"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48083674363141, 44.23149054832076]}","44.2314905483,-76.4808367436"
Municipal,Norway Maple,Acer platanoides,,1,57.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48336604499997, 44.268721123000034]}","44.268721123,-76.483366045"
Municipal,Freeman Maple,Acer x freemanii,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.5866657977804, 44.266915479716154]}","44.2669154797,-76.5866657978"
Municipal,Crabapple Species,Malus crabapple Species,,1,22.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60785065999994, 44.25237536000003]}","44.25237536,-76.60785066"
Municipal,Littleleaf Linden,Tilia cordata,,6,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45261689299997, 44.267373906000046]}","44.267373906,-76.452616893"
Municipal,Norway Maple,Acer platanoides,,1,57.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59631442099999, 44.24365663700007]}","44.243656637,-76.596314421"
