Owner,Common Name,Scientific Name,Park,Number of Stems,Trunk Diameter (cm),Date Installed,Memorial Tree,GeoJSON,Lat/Long
Municipal,Norway Maple,Acer platanoides,Navy Memorial Park,1,32.0,,Yes,"{""type"": ""Point"", ""coordinates"": [-76.48396581899993, 44.22531932700008]}","44.225319327,-76.483965819"
Municipal,Norway Maple,Acer platanoides,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50241708499993, 44.24512949800004]}","44.245129498,-76.502417085"
Municipal,Silver Maple,Acer saccharinum,,1,74.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49863519299998, 44.22985515700003]}","44.229855157,-76.498635193"
Municipal,Littleleaf Linden,Tilia cordata,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45161047499994, 44.26288789000006]}","44.26288789,-76.451610475"
Municipal,Norway Maple,Acer platanoides,City Park,1,39.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48738643899998, 44.224549231000026]}","44.224549231,-76.487386439"
Municipal,Norway Maple,Acer platanoides,,1,38.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59598697399997, 44.23232460000003]}","44.2323246,-76.595986974"
Municipal,Littleleaf Linden,Tilia cordata,,1,78.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52082356999995, 44.22499953500005]}","44.224999535,-76.52082357"
Municipal,American Elm,Ulmus americana,,1,44.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58001284634254, 44.23267185872509]}","44.2326718587,-76.5800128463"
Municipal,Freeman Maple,Acer x freemanii,Battery Park,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48149916199998, 44.22710988500006]}","44.227109885,-76.481499162"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,5.0,2016-12-06T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.49704294523707, 44.232749068359894]}","44.2327490684,-76.4970429452"
Municipal,White Ash,Fraxinus americana,,1,33.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45080334399995, 44.26124623900006]}","44.261246239,-76.450803344"
Municipal,Japanese Tree Lilac,Syringa reticulata,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57730538799996, 44.27475799800004]}","44.274757998,-76.577305388"
Municipal,Norway Maple,Acer platanoides,,1,90.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51374694399993, 44.234144220000076]}","44.23414422,-76.513746944"
Municipal,Elm Species,Ulmus species,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45381688799995, 44.261045799000044]}","44.261045799,-76.453816888"
Municipal,Red Maple,Acer rubrum,,1,5.0,2018-04-27T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.54557521218779, 44.25520784226082]}","44.2552078423,-76.5455752122"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,2019-11-20T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.56292953795305, 44.25117050468621]}","44.2511705047,-76.562929538"
Municipal,Norway Spruce,Picea abies,,1,42.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49573345999994, 44.258020756000064]}","44.258020756,-76.49573346"
Municipal,Silver Maple,Acer saccharinum,Breakwater Park,1,79.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49978145499995, 44.222373204000064]}","44.222373204,-76.499781455"
Municipal,Norway Maple,Acer platanoides,,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48508083376274, 44.258713725813486]}","44.2587137258,-76.4850808338"
Municipal,Amur Corktree,Phellodendron amurense,,1,47.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50246831799996, 44.24579963200006]}","44.245799632,-76.502468318"
Municipal,Shademaster Honey-Locust,Gleditsia triacanthos var. inermis 'Shademaster',Edenwood Park,1,5.0,2019-11-18T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45716986798487, 44.30279000544153]}","44.3027900054,-76.457169868"
Municipal,Honey-Locust,Gleditsia triacanthos,Maclean Park,1,,,,"{""type"": ""Point"", ""coordinates"": [-76.45601829844372, 44.260342871468254]}","44.2603428715,-76.4560182984"
Municipal,Norway Maple,Acer platanoides,,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44815969399997, 44.26952364700003]}","44.269523647,-76.448159694"
Municipal,Street Keeper Honey-Locust,Gleditsia triacanthos var. inermis 'Draves',,1,5.0,2017-10-11T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.49714706004568, 44.23070399276109]}","44.2307039928,-76.49714706"
Municipal,Red/green Ash,Fraxinus pennsylvanica,,1,39.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46112654299998, 44.25844105700003]}","44.258441057,-76.461126543"
Municipal,Norway Maple,Acer platanoides,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55077930499993, 44.26150478300008]}","44.261504783,-76.550779305"
Municipal,American Elm,Ulmus americana,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.47752142499996, 44.26955794500003]}","44.269557945,-76.477521425"
Municipal,Siberian Elm,Ulmus pumila,,2,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59063748599993, 44.24425987500007]}","44.244259875,-76.590637486"
Municipal,Freeman Maple,Acer x freemanii,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59658109299994, 44.26363736400003]}","44.263637364,-76.596581093"
Municipal,Eastern Cottonwood,Populus deltoides,,1,110.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50696908799995, 44.24392167500008]}","44.243921675,-76.506969088"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52641873499994, 44.234367021000025]}","44.234367021,-76.526418735"
Municipal,Black Willow,Salix nigra,Douglas R. Fluhrer Park,2,64.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48038018399996, 44.23806250700005]}","44.238062507,-76.480380184"
Municipal,Norway Maple,Acer platanoides,,1,46.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57342729199996, 44.23567415700006]}","44.235674157,-76.573427292"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,35.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50495312999993, 44.234667036000076]}","44.234667036,-76.50495313"
Municipal,Silver Maple,Acer saccharinum,,1,88.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49703228799996, 44.231769746000055]}","44.231769746,-76.497032288"
Municipal,Norway Maple,Acer platanoides,City Park,1,45.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48746526899998, 44.224375304000034]}","44.224375304,-76.487465269"
Municipal,Northern Red Oak,Quercus rubra,,1,5.0,2019-11-07T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.50405403248385, 44.25659326447729]}","44.2565932645,-76.5040540325"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50212233599996, 44.224376204000066]}","44.224376204,-76.502122336"
Municipal,Norway Maple,Acer platanoides,,1,55.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48496071099999, 44.23434486900004]}","44.234344869,-76.484960711"
Municipal,Maidenhair Tree,Ginkgo biloba,Meadowbrook Park,1,5.0,2018-11-14T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.54322354345437, 44.24659221888644]}","44.2465922189,-76.5432235435"
Municipal,Silver Maple,Acer saccharinum,,1,100.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49846025499994, 44.22857402500006]}","44.228574025,-76.498460255"
Municipal,Austrian Pine,Pinus nigra,,1,27.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46262728299996, 44.25548940500005]}","44.255489405,-76.462627283"
Municipal,Shagbark Hickory,Carya ovata,Lake Ontario Park,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53026878299994, 44.21804386200006]}","44.218043862,-76.530268783"
Municipal,Bur Oak,Quercus macrocarpa,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60087336699996, 44.253881155000045]}","44.253881155,-76.600873367"
Municipal,Northern Red Oak,Quercus rubra,Greenwood Park Linear Trail,1,2.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44036959863867, 44.26747874360929]}","44.2674787436,-76.4403695986"
Municipal,Armstrong Maple,Acer x freemanii 'Armstrong',,1,5.0,2017-11-07T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.51268208684577, 44.24153863122721]}","44.2415386312,-76.5126820868"
Municipal,Norway Maple,Acer platanoides,,1,52.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53273583999999, 44.23188291800005]}","44.231882918,-76.53273584"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44721481399995, 44.26734420900004]}","44.267344209,-76.447214814"
Municipal,Red/green Ash,Fraxinus pennsylvanica,Rotary Park,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60686327699995, 44.237334375000046]}","44.237334375,-76.606863277"
Municipal,Austrian Pine,Pinus nigra,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.568539496284, 44.282760889651236]}","44.2827608897,-76.5685394963"
Municipal,Norway Maple,Acer platanoides,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49921221999995, 44.24735964900003]}","44.247359649,-76.49921222"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58175135499994, 44.22918365100003]}","44.229183651,-76.581751355"
Municipal,White Oak,Quercus alba,Markers Acres Park,1,3.0,2016-06-30T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.49115378975542, 44.26605675373624]}","44.2660567537,-76.4911537898"
Municipal,Serviceberry,Amelanchier species,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49122165299997, 44.23086843300007]}","44.230868433,-76.491221653"
Municipal,Norway Maple,Acer platanoides,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54652061899998, 44.24156734300004]}","44.241567343,-76.546520619"
Municipal,Hornbeam,Carpinus caroliniana,,1,5.0,2016-10-12T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.50191181804367, 44.2526552567765]}","44.2526552568,-76.501911818"
Municipal,Littleleaf Linden,Tilia cordata,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44911186499996, 44.259698823000065]}","44.259698823,-76.449111865"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,5.0,2018-10-25T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.4959501561835, 44.25018310471791]}","44.2501831047,-76.4959501562"
Municipal,American Elm,Ulmus americana,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.62580758499996, 44.23083479500008]}","44.230834795,-76.625807585"
Municipal,Sugar Maple,Acer saccharum,,2,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45966570999997, 44.25635238600006]}","44.256352386,-76.45966571"
Municipal,Norway Maple,Acer platanoides,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52301672099998, 44.24719710900007]}","44.247197109,-76.523016721"
Municipal,Black Walnut,Juglans nigra,,1,76.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54753626399997, 44.25465315000008]}","44.25465315,-76.547536264"
Municipal,Norway Maple,Acer platanoides,,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53250883599998, 44.226309506000064]}","44.226309506,-76.532508836"
Municipal,Pear Species,Pyrus Species,,1,6.0,2015-05-01T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.498813335467, 44.22369490216845]}","44.2236949022,-76.4988133355"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,2013-12-05T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.51674123056655, 44.231406824632586]}","44.2314068246,-76.5167412306"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,5.0,2015-12-02T06:00:00+01:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.5509452580312, 44.27930058635725]}","44.2793005864,-76.550945258"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,2019-12-11T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.5955905155598, 44.23323403082951]}","44.2332340308,-76.5955905156"
Municipal,Norway Maple,Acer platanoides,McBurney Park,1,15.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48869795599995, 44.23521482500007]}","44.235214825,-76.488697956"
Municipal,Norway Maple,Acer platanoides,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48071438799997, 44.268544775000066]}","44.268544775,-76.480714388"
Municipal,Sugar Maple,Acer saccharum,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56098306499996, 44.25694883600005]}","44.256948836,-76.560983065"
Municipal,Silver Maple,Acer saccharinum,,1,69.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50030576499995, 44.24360121400008]}","44.243601214,-76.500305765"
Municipal,Boxelder,Acer negundo,,2,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48481670814994, 44.25848694126478]}","44.2584869413,-76.4848167081"
Municipal,Red/green Ash,Fraxinus pennsylvanica,,1,45.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58934967099998, 44.25138509300007]}","44.251385093,-76.589349671"
Municipal,Norway Maple,Acer platanoides,,1,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48295025199997, 44.23806398700003]}","44.238063987,-76.482950252"
Municipal,Amur Corktree,Phellodendron amurense,,1,5.0,2018-10-18T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.52517537757996, 44.22261815825446]}","44.2226181583,-76.5251753776"
Municipal,White Poplar,Populus alba,,5,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48664323599996, 44.25582663100005]}","44.255826631,-76.486643236"
Municipal,Norway Maple,Acer platanoides,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59419965099994, 44.231440828000075]}","44.231440828,-76.594199651"
Municipal,Northern Catalpa,Catalpa speciosa,,1,70.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48529966799998, 44.26846128200003]}","44.268461282,-76.485299668"
Municipal,,,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49774313605504, 44.23670118210656]}","44.2367011821,-76.4977431361"
Municipal,Yellowwood,Cladrastis kentukea,,1,5.0,2018-04-27T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.5477363382455, 44.25106642899704]}","44.251066429,-76.5477363382"
Municipal,Japanese Tree Lilac,Syringa reticulata,,1,5.0,2015-12-02T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.497167965791, 44.2446194411057]}","44.2446194411,-76.4971679658"
Municipal,Pignut Hickory,Carya glabra,Markers Acres Park,1,3.0,2016-06-30T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.49083737290941, 44.26714247946915]}","44.2671424795,-76.4908373729"
Municipal,Littleleaf Linden,Tilia cordata,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56851945199998, 44.28215347200006]}","44.282153472,-76.568519452"
Municipal,Norway Maple,Acer platanoides,City Park,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48758212799999, 44.22460128500006]}","44.224601285,-76.487582128"
Municipal,Black Walnut,Juglans nigra,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54872769199994, 44.262209994000045]}","44.262209994,-76.548727692"
Municipal,Littleleaf Linden,Tilia cordata,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56005420199995, 44.25709522900007]}","44.257095229,-76.560054202"
Municipal,Karpick Red Maple,Acer rubrum 'Karpick',,1,5.0,2020-11-24T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.46165321415411, 44.25453160101801]}","44.254531601,-76.4616532142"
Municipal,Silver Maple,Acer saccharinum,,1,61.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49049238845816, 44.22747230822656]}","44.2274723082,-76.4904923885"
Municipal,Austrian Pine,Pinus nigra,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44568557399998, 44.270239194000055]}","44.270239194,-76.445685574"
Municipal,American Elm,Ulmus americana,,1,36.0,,,"{""type"": ""Point"", ""coordinates"": [-76.42339594399994, 44.242224871000076]}","44.242224871,-76.423395944"
Municipal,Sugar Maple,Acer saccharum,Portsmouth Soccer Fields,1,60.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52297605454547, 44.225732901795254]}","44.2257329018,-76.5229760545"
Municipal,Silver Maple,Acer saccharinum,City Park,1,73.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48848714599995, 44.22401388000003]}","44.22401388,-76.488487146"
Municipal,Red Maple,Acer rubrum,Lake Ontario Park,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53029478925052, 44.21756060796162]}","44.217560608,-76.5302947893"
Municipal,Japanese Tree Lilac,Syringa reticulata,City Park,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48707377099998, 44.225210307000054]}","44.225210307,-76.487073771"
Municipal,Littleleaf Linden,Tilia cordata,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44527718999996, 44.26338187400006]}","44.263381874,-76.44527719"
Municipal,Bur Oak,Quercus macrocarpa,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49621945199993, 44.24003274300003]}","44.240032743,-76.496219452"
Municipal,Street Keeper Honey-Locust,Gleditsia triacanthos var. inermis 'Draves',,1,5.0,2017-09-27T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48554287296999, 44.229255032836065]}","44.2292550328,-76.485542873"
Municipal,Prospector Elm,Ulmus wilsoniana 'Prospector',,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.5476530139116, 44.251207960810746]}","44.2512079608,-76.5476530139"
Municipal,Norway Maple,Acer platanoides,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58530359699995, 44.25648933400004]}","44.256489334,-76.585303597"
Municipal,Black Cherry,Prunus serotina,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56454093899998, 44.21002514300005]}","44.210025143,-76.564540939"
Municipal,Silver Maple,Acer saccharinum,,1,103.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50188632899994, 44.23596261700004]}","44.235962617,-76.501886329"
Municipal,Tamarack,Larix laricina,K&P Trailhead Park,1,3.0,2019-04-17T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48800595270254, 44.249772217370335]}","44.2497722174,-76.4880059527"
Municipal,Douglas Fir,Pseudotsuga menziesii,Rodden Park,1,,,,"{""type"": ""Point"", ""coordinates"": [-76.51813670307307, 44.233524608273164]}","44.2335246083,-76.5181367031"
Municipal,Black Walnut,Juglans nigra,Rodden Park,1,5.0,2016-11-10T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.51638416261873, 44.233824010412434]}","44.2338240104,-76.5163841626"
Municipal,Silver Maple,Acer saccharinum,,1,64.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50032938899994, 44.24370267000006]}","44.24370267,-76.500329389"
Municipal,Norway Maple,Acer platanoides,,1,29.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59420163599998, 44.23295608900003]}","44.232956089,-76.594201636"
Municipal,Silver Maple,Acer saccharinum,,1,78.0,,,"{""type"": ""Point"", ""coordinates"": [-76.40885376499995, 44.24575933800003]}","44.245759338,-76.408853765"
Municipal,Skyline Honey-Locust,Gleditsia triacanthos var. inermis 'Skyline',,1,5.0,2019-04-15T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.56008109916866, 44.27742589171088]}","44.2774258917,-76.5600810992"
Municipal,Norway Maple,Acer platanoides,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56985838199995, 44.21461475700005]}","44.214614757,-76.569858382"
Municipal,Red Maple,Acer rubrum,,1,5.0,2016-12-31T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.48710574276215, 44.23233976212599]}","44.2323397621,-76.4871057428"
Municipal,Boxelder,Acer negundo,An Gorta Mor Park,1,68.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48436107353974, 44.223931845663344]}","44.2239318457,-76.4843610735"
