Intersection-Leg,Description,Start Date,Days,AWDT,EB Peak AM Hour,EB Peak AM Volume,EB Peak PM Hour,EB Peak PM Volume,WB Peak AM Hour,WB Peak AM Volume,WB Peak PM Hour,WB Peak PM Volume,NB Peak AM Hour,NB Peak AM Volume,NB Peak PM Hour,NB Peak PM Volume,SB Peak AM Hour,SB Peak AM Volume,SB Peak PM Hour,SB Peak PM Volume,Location
040S-BRR-S,Bel-Red Rd south of NE 40th St,10/06/2009,3,11441,,,,,,,,,9:00 AM,377,5:00 PM,658,9:00 AM,583,5:00 PM,510,"(47.64369, -122.115981)"
REDW-185A-N,185th Ave NE north of Redmond Way,10/14/2014,3,5867,,,,,,,,,7:00 AM,257,12:00 PM,173,9:00 AM,202,4:00 PM,376,"(47.66153, -122.094328)"
116S-172A-S,172nd Ave NE south of NE 116th St,10/09/2012,3,3563,,,,,,,,,8:00 AM,114,4:00 PM,311,7:00 AM,318,5:00 PM,117,"(47.703554, -122.110879)"
095S-WILR-N,Willows Rd north of NE 95th St,11/04/2014,3,24811,,,,,,,,,9:00 AM,853,4:00 PM,1087,8:00 AM,1071,6:00 PM,941,"(47.693976, -122.151332)"
024S-152A-W,NE 24th St west of 152nd Ave NE,09/11/2012,7,21172,11:00 AM,734,1:00 PM,815,11:00 AM,655,5:00 PM,753,,,,,,,,,"(47.631538, -122.138406)"
REDW-WILR-E,Redmond Way east of Willows Rd,09/27/1999,3,38107,8:00 AM,1223,5:00 PM,1681,7:00 AM,1254,5:00 PM,1435,,,,,,,,,"(47.674182, -122.135315)"
ORR-140A-N,140th Ave NE north of Old Redmond Rd,11/01/1999,3,8060,,,,,,,,,8:00 AM,241,6:00 PM,533,8:00 AM,518,6:00 PM,297,"(47.666785, -122.153333)"
085S-160A-N,160th Ave NE north of NE 85th St,10/02/2007,3,7344,,,,,,,,,11:00 AM,227,5:00 PM,337,11:00 AM,285,5:00 PM,347,"(47.678975, -122.127506)"
083S-164A-E,NE 83rd St east of 164th Ave NE,07/15/1997,3,5004,11:00 AM,177,5:00 PM,362,7:00 AM,178,12:00 PM,146,,,,,,,,,"(47.676673, -122.120952)"
116S-AVR-E,NE 116th St east of Avondale Rd,10/21/2014,3,2096,8:00 AM,187,3:00 PM,102,8:00 AM,79,3:00 PM,111,,,,,,,,,"(47.702717, -122.0877)"
CLES-166A-W,Cleveland St west of 166th Ave NE,07/28/2015,3,13127,11:00 AM,696,5:00 PM,1079,,,,,,,,,,,,,"(47.672431, -122.1202)"
116S-162A-S,162nd Ave NE south of NE 116th St,10/21/2014,3,2523,,,,,,,,,8:00 AM,108,5:00 PM,189,8:00 AM,205,2:00 PM,105,"(47.70317, -122.123325)"
095S-AVR-E,NE 95th St east of Avondale Rd,11/15/2011,3,2031,8:00 AM,80,3:00 PM,104,8:00 AM,127,3:00 PM,123,,,,,,,,,"(47.685628, -122.094729)"
079S-166A-W,NE 79th St west of 166th Ave NE,10/28/2014,3,385,10:00 AM,15,12:00 PM,19,11:00 AM,18,2:00 PM,19,,,,,,,,,"(47.673914, -122.12)"
BRR-156A-E,Bel-Red Rd east of 156th Ave NE,09/23/1997,3,12839,11:00 AM,336,5:00 PM,784,8:00 AM,766,3:00 PM,499,,,,,,,,,"(47.634067, -122.129992)"
116S-WILR-E,NE 116th St east of Willows Rd,10/16/2012,3,1765,11:00 AM,48,5:00 PM,201,8:00 AM,84,6:00 PM,173,,,,,,,,,"(47.704188, -122.148161)"
104S-166A-S,166th Ave NE south of NE 104th St,03/17/2010,7,9803,,,,,,,,,11:00 AM,295,4:00 PM,604,7:00 AM,593,1:00 PM,309,"(47.692107, -122.118314)"
REDW-164A-N,164th Ave NE north of Redmond Way,09/10/1996,3,8578,,,,,,,,,11:00 AM,251,4:00 PM,308,11:00 AM,324,4:00 PM,393,"(47.674212, -122.121583)"
024S-WLSP-W,NE 24th St west of West Lake Sammamish Pkwy,10/02/2001,3,1875,7:00 AM,66,5:00 PM,110,7:00 AM,77,5:00 PM,63,,,,,,,,,"(47.631122, -122.089802)"
AVR-180A-W,180th Ave NE west of Avondale Rd,10/16/2001,3,1048,7:00 AM,76,6:00 PM,35,9:00 AM,29,6:00 PM,59,,,,,,,,,"(47.682856, -122.100453)"
BRR-156A-N,156th Ave NE north of Bel-Red Rd,09/30/2014,3,17406,,,,,,,,,8:00 AM,1121,12:00 PM,594,11:00 AM,542,4:00 PM,1047,"(47.633047, -122.132351)"
087S-161A-N,161st Ave NE north of NE 87th St,10/02/2007,3,6749,,,,,,,,,11:00 AM,371,4:00 PM,314,11:00 AM,259,4:00 PM,281,"(47.681013, -122.12552)"
080S-164A-N,164th Ave NE north of NE 80th St,09/10/1996,3,16906,,,,,,,,,11:00 AM,395,4:00 PM,610,7:00 AM,649,5:00 PM,867,"(47.675964, -122.121619)"
REDW-170A-E,Redmond Way east of 170th Ave NE,10/13/2008,7,34827,11:00 AM,1191,5:00 PM,1578,11:00 AM,1248,12:00 PM,1386,,,,,,,,,"(47.671194, -122.112246)"
040S-WLSP-W,NE 40th St west of West Lake Sammamish Pkwy,10/06/2009,3,4583,8:00 AM,94,5:00 PM,391,9:00 AM,351,3:00 PM,93,,,,,,,,,"(47.646117, -122.108195)"
116S-WILR-N,Willows Rd north of NE 116th St,10/20/2009,3,15711,,,,,,,,,11:00 AM,509,5:00 PM,1318,8:00 AM,1350,12:00 PM,578,"(47.707813, -122.153989)"
085S-166A-N,166th Ave NE north of NE 85th St,10/28/2014,3,14372,,,,,,,,,7:00 AM,338,5:00 PM,1142,8:00 AM,1104,3:00 PM,429,"(47.678922, -122.119169)"
087S-161A-N,161st Ave NE north of NE 87th St,09/17/1997,3,4801,,,,,,,,,11:00 AM,167,4:00 PM,254,11:00 AM,131,4:00 PM,165,"(47.681013, -122.12552)"
REDW-148A-E,Redmond Way east of 148th Ave NE,03/26/2007,3,30117,8:00 AM,850,5:00 PM,1201,7:00 AM,934,4:00 PM,1558,,,,,,,,,"(47.675144, -122.141922)"
CLES-LEAW-S,Leary Way south of Cleveland St,09/27/1999,3,18294,,,,,,,,,11:00 AM,684,4:00 PM,1008,7:00 AM,791,1:00 PM,513,"(47.673098, -122.123326)"
REDW-164A-E,Redmond Way east of 164th Ave NE,11/06/2001,3,18504,,,,,8:00 AM,1270,12:00 PM,1447,,,,,,,,,"(47.673673, -122.120781)"
024S-BRR-S,Bel-Red Rd south of NE 24th St,09/30/2014,3,12693,,,,,,,,,9:00 AM,475,5:00 PM,529,8:00 AM,476,5:00 PM,731,"(47.630951, -122.134406)"
ORR-140A-E,Old Redmond Rd east of 140th Ave NE,09/18/2013,7,9434,8:00 AM,501,3:00 PM,380,7:00 AM,327,4:00 PM,410,,,,,,,,,"(47.666097, -122.152862)"
116S-WILR-N,Willows Rd north of NE 116th St,04/17/2006,3,24730,,,,,,,,,8:00 AM,944,5:00 PM,1488,8:00 AM,1553,12:00 PM,685,"(47.707813, -122.153989)"
NHR-AVR-S,Avondale Rd south of Novelty Hill Rd,07/16/1996,3,33582,,,,,,,,,11:00 AM,731,5:00 PM,1800,7:00 AM,1907,7:00 PM,963,"(47.686078, -122.095259)"
040S-148A-W,NE 40th St west of 148th Ave NE,11/11/2014,3,6461,11:00 AM,150,5:00 PM,576,9:00 AM,446,12:00 PM,185,,,,,,,,,"(47.645923, -122.144051)"
REDW-170A-S,170th Ave NE south of Redmond Way,10/14/2014,3,16676,,,,,,,,,11:00 AM,689,5:00 PM,962,9:00 AM,563,12:00 PM,570,"(47.670923, -122.11334)"
024S-152A-E,NE 24th St east of 152nd Ave NE,09/11/2007,3,22144,11:00 AM,748,5:00 PM,1055,11:00 AM,661,12:00 PM,728,,,,,,,,,"(47.631559, -122.136647)"
104S-166A-E,NE 104th St east of 166th Ave NE,10/21/2014,3,8391,7:00 AM,409,5:00 PM,483,8:00 AM,559,2:00 PM,339,,,,,,,,,"(47.692912, -122.116909)"
076S-180A-W,NE 76th St west of 178th Pl NE and 180th Ave NE,11/15/1999,3,5570,6:00 AM,220,5:00 PM,276,8:00 AM,223,4:00 PM,351,,,,,,,,,"(47.671676, -122.103036)"
128S-172A-N,172nd Ave NE north of NE 128th St,09/13/2005,3,5021,,,,,,,,,11:00 AM,118,5:00 PM,290,8:00 AM,300,3:00 PM,183,"(47.715128, -122.110513)"
040S-148A-N,148th Ave NE north of NE 40th St,10/04/2010,7,17377,,,,,,,,,11:00 AM,526,5:00 PM,1235,8:00 AM,846,12:00 PM,584,"(47.646758, -122.142991)"
076S-180A-E,NE 76th St east of 178th Pl NE and 180th Ave NE,10/09/2001,3,7792,7:00 AM,393,12:00 PM,283,11:00 AM,327,4:00 PM,402,,,,,,,,,"(47.672116, -122.096965)"
116S-RWR-E,NE 116th St east of Red-Wood Rd,08/13/1996,3,5753,11:00 AM,149,5:00 PM,428,7:00 AM,283,3:00 PM,161,,,,,,,,,"(47.703988, -122.130391)"
085S-158A-S,158th Ave NE south of NE 85th St,09/17/1996,3,3129,,,,,,,,,11:00 AM,110,1:00 PM,164,11:00 AM,162,12:00 PM,187,"(47.677939, -122.130278)"
UHR-AVR-W,Union Hill Rd west of Avondale Rd,04/02/2007,3,11633,11:00 AM,569,3:00 PM,516,10:00 AM,478,12:00 PM,368,,,,,,,,,"(47.674887, -122.106579)"
080S-164A-W,NE 80th St west of 164th Ave NE,10/27/2009,3,7013,11:00 AM,193,5:00 PM,399,8:00 AM,526,3:00 PM,288,,,,,,,,,"(47.674867, -122.122072)"
080S-140A-E,NE 80th St east of 140th Ave NE,09/25/2012,3,1733,8:00 AM,100,5:00 PM,143,8:00 AM,37,4:00 PM,39,,,,,,,,,"(47.67531, -122.152614)"
085S-164A-S,164th Ave NE south of NE 85th St,11/11/2014,3,13487,,,,,,,,,11:00 AM,302,4:00 PM,518,7:00 AM,633,12:00 PM,531,"(47.67787, -122.121603)"
024S-152A-W,NE 24th St west of 152nd Ave NE,10/04/2010,7,17391,9:00 AM,654,2:00 PM,658,8:00 AM,530,2:00 PM,557,,,,,,,,,"(47.631538, -122.138406)"
CLES-LEAW-W,Cleveland St west of Leary Way,11/01/2005,3,11966,11:00 AM,639,6:00 PM,989,,,,,,,,,,,,,"(47.67358, -122.123769)"
080S-166A-S,166th Ave NE south of NE 80th St,08/19/1997,3,15217,,,,,,,,,11:00 AM,525,12:00 PM,695,11:00 AM,509,5:00 PM,632,"(47.674492, -122.119063)"
085S-160A-N,160th Ave NE north of NE 85th St,09/18/2001,3,8268,,,,,,,,,11:00 AM,257,1:00 PM,382,11:00 AM,317,3:00 PM,302,"(47.678975, -122.127506)"
040S-148A-E,NE 40th St east of 148th Ave NE,10/06/2009,3,12853,8:00 AM,829,12:00 PM,422,11:00 AM,326,5:00 PM,1065,,,,,,,,,"(47.64594, -122.142037)"
UHR-178P-E,Union Hill Rd east of 178th Pl NE,11/15/2011,3,20144,11:00 AM,572,5:00 PM,1020,7:00 AM,831,5:00 PM,812,,,,,,,,,"(47.675353, -122.102273)"
085S-164A-N,164th Ave NE north of NE 85th St,09/08/1997,3,13679,,,,,,,,,11:00 AM,362,5:00 PM,761,7:00 AM,800,5:00 PM,503,"(47.679053, -122.121598)"
116S-172A-S,172nd Ave NE south of NE 116th St,10/20/2009,3,3209,,,,,,,,,7:00 AM,73,5:00 PM,211,8:00 AM,403,6:00 PM,108,"(47.703554, -122.110879)"
109S-RWR-W,NE 109th St west of Red-Wood Rd,10/09/2007,3,1935,7:00 AM,74,5:00 PM,102,8:00 AM,199,4:00 PM,186,,,,,,,,,"(47.698249, -122.13253)"
080S-166A-N,166th Ave NE north of NE 80th St,10/04/1999,3,14028,,,,,,,,,11:00 AM,356,5:00 PM,624,8:00 AM,661,5:00 PM,559,"(47.675454, -122.119186)"
085S-164A-N,164th Ave NE north of NE 85th St,04/24/2006,3,16314,,,,,,,,,11:00 AM,382,4:00 PM,564,8:00 AM,746,4:00 PM,778,"(47.679053, -122.121598)"
UHR-AVR-W,Union Hill Rd west of Avondale Rd,11/06/2012,3,10885,8:00 AM,427,1:00 PM,424,11:00 AM,436,4:00 PM,454,,,,,,,,,"(47.674887, -122.106579)"
085S-160A-N,160th Ave NE north of NE 85th St,08/27/1996,3,8828,,,,,,,,,11:00 AM,243,12:00 PM,332,7:00 AM,645,12:00 PM,395,"(47.678975, -122.127506)"
109S-RWR-W,NE 109th St west of Red-Wood Rd,09/18/2001,3,2924,7:00 AM,113,5:00 PM,260,8:00 AM,94,5:00 PM,207,,,,,,,,,"(47.698249, -122.13253)"
040S-156A-N,156th Ave NE north of NE 40th St,09/13/2005,3,13962,,,,,,,,,9:00 AM,302,5:00 PM,1167,9:00 AM,1177,5:00 PM,449,"(47.646604, -122.132308)"
036S-156A-E,NE 36th St east of 156th Ave NE,09/20/1999,3,10183,8:00 AM,643,1:00 PM,335,11:00 AM,348,5:00 PM,761,,,,,,,,,"(47.642521, -122.1314)"
085S-154A-S,154th Ave NE south of NE 85th St,09/17/1996,3,12338,,,,,,,,,8:00 AM,479,5:00 PM,467,7:00 AM,720,4:00 PM,578,"(47.677883, -122.134658)"
080S-140A-W,NE 80th St west of 140th Ave NE,11/11/2014,3,2761,9:00 AM,152,5:00 PM,141,7:00 AM,76,5:00 PM,239,,,,,,,,,"(47.675324, -122.154641)"
REDW-AVW-N,Avondale Way north of Redmond Way,09/10/1996,3,12013,,,,,,,,,11:00 AM,275,6:00 PM,521,7:00 AM,788,12:00 PM,489,"(47.672334, -122.114722)"
051S-148A-N,148th Ave NE north of NE 51st St,10/06/2009,3,24760,,,,,,,,,9:00 AM,643,5:00 PM,1835,9:00 AM,1570,5:00 PM,707,"(47.656057, -122.143303)"
CLES-166A-N,166th Ave NE north of Cleveland St,09/10/1996,3,4313,,,,,,,,,11:00 AM,121,6:00 PM,182,11:00 AM,168,5:00 PM,233,"(47.672597, -122.118866)"
080S-164A-E,NE 80th St east of 164th Ave NE,11/06/2001,3,8001,11:00 AM,250,5:00 PM,371,7:00 AM,445,3:00 PM,299,,,,,,,,,"(47.674863, -122.120934)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,09/24/2013,3,9972,,,,,,,,,9:00 AM,249,5:00 PM,675,8:00 AM,613,5:00 PM,391,"(47.664772, -122.153361)"
090S-WILR-N,Willows Rd north of NE 90th St,08/06/1996,3,20060,,,,,,,,,7:00 AM,784,4:00 PM,823,11:00 AM,689,5:00 PM,852,"(47.682665, -122.142824)"
080S-166A-N,166th Ave NE north of NE 80th St,10/28/2014,3,16570,,,,,,,,,7:00 AM,445,5:00 PM,744,8:00 AM,899,5:00 PM,698,"(47.675454, -122.119186)"
040S-156A-S,156th Ave NE south of NE 40th St,08/13/1996,3,23266,,,,,,,,,11:00 AM,572,5:00 PM,1295,8:00 AM,1239,12:00 PM,984,"(47.645428, -122.132299)"
REDW-132A-E,Redmond Way east of 132nd Ave NE,10/09/2012,3,32645,8:00 AM,1445,5:00 PM,1080,11:00 AM,870,4:00 PM,1728,,,,,,,,,"(47.678435, -122.159375)"
UHR-178P-E,Union Hill Rd east of 178th Pl NE,10/07/2008,3,22625,8:00 AM,831,5:00 PM,1158,7:00 AM,1033,5:00 PM,839,,,,,,,,,"(47.675353, -122.102273)"
087S-161A-N,161st Ave NE north of NE 87th St,11/15/1999,3,6185,,,,,,,,,10:00 AM,285,3:00 PM,342,11:00 AM,235,3:00 PM,222,"(47.681013, -122.12552)"
040S-148A-E,NE 40th St east of 148th Ave NE,09/11/2007,3,12374,8:00 AM,710,12:00 PM,420,11:00 AM,370,5:00 PM,848,,,,,,,,,"(47.64594, -122.142037)"
AVR-180A-S,Avondale Rd south of 180th Ave NE,10/20/2009,3,43233,,,,,,,,,11:00 AM,1029,5:00 PM,2321,7:00 AM,1956,3:00 PM,1254,"(47.6818, -122.100643)"
085S-154A-E,NE 85th St east of 154th Ave NE,12/10/2007,7,10896,11:00 AM,203,6:00 PM,440,10:00 AM,457,5:00 PM,641,,,,,,,,,"(47.6786, -122.133768)"
085S-164A-N,164th Ave NE north of NE 85th St,10/16/2012,3,22057,,,,,,,,,8:00 AM,883,4:00 PM,858,9:00 AM,709,4:00 PM,962,"(47.679053, -122.121598)"
040S-156A-N,156th Ave NE north of NE 40th St,08/12/1997,3,20531,,,,,,,,,7:00 AM,345,5:00 PM,1255,8:00 AM,1348,4:00 PM,560,"(47.646604, -122.132308)"
085S-164A-N,164th Ave NE north of NE 85th St,11/29/2016,3,14533,,,,,,,,,11:00 AM,406,3:00 PM,620,8:00 AM,620,3:00 PM,538,"(47.679053, -122.121598)"
REDW-LEAW-S,Leary Way south of Redmond Way,09/27/1999,3,14141,,,,,,,,,11:00 AM,459,4:00 PM,710,7:00 AM,768,12:00 PM,378,"(47.673826, -122.12293)"
NHR-AVR-N,Avondale Rd north of Novelty Hill Rd,10/30/2007,3,29579,,,,,,,,,11:00 AM,734,5:00 PM,1495,6:00 AM,1200,3:00 PM,1034,"(47.690064, -122.091883)"
109S-RWR-S,Red-Wood Rd south of NE 109th St,11/08/2011,3,15381,,,,,,,,,11:00 AM,439,4:00 PM,958,7:00 AM,942,3:00 PM,404,"(47.696774, -122.1322)"
040S-WLSP-S,West Lake Sammamish Pkwy south of NE 40th St,10/07/2014,3,9385,,,,,,,,,8:00 AM,666,5:00 PM,312,8:00 AM,234,5:00 PM,729,"(47.64572, -122.107811)"
UHR-178P-E,Union Hill Rd east of 178th Pl NE,11/06/2012,3,20063,11:00 AM,535,5:00 PM,912,11:00 AM,777,4:00 PM,829,,,,,,,,,"(47.675353, -122.102273)"
040S-148A-N,148th Ave NE north of NE 40th St,09/18/2013,7,21227,,,,,,,,,9:00 AM,656,5:00 PM,1270,9:00 AM,1096,1:00 PM,809,"(47.646758, -122.142991)"
REDW-164A-E,Redmond Way east of 164th Ave NE,10/23/2012,3,16411,,,,,8:00 AM,1152,4:00 PM,1243,,,,,,,,,"(47.673673, -122.120781)"
095S-WILR-N,Willows Rd north of NE 95th St,09/12/2005,3,24526,,,,,,,,,8:00 AM,851,4:00 PM,1090,8:00 AM,1079,5:00 PM,1037,"(47.693976, -122.151332)"
024S-WLSP-W,NE 24th St west of West Lake Sammamish Pkwy,04/17/2006,3,1769,8:00 AM,68,5:00 PM,106,8:00 AM,57,5:00 PM,66,,,,,,,,,"(47.631122, -122.089802)"
068S-185A-S,185th Ave NE south of NE 68th St,02/03/2015,3,5809,,,,,,,,,8:00 AM,304,3:00 PM,282,7:00 AM,190,5:00 PM,288,"(47.666897, -122.0936)"
REDW-076S-N,Redmond Way north of NE 76th St,11/18/2014,3,14739,,,,,,,,,11:00 AM,413,4:00 PM,550,8:00 AM,720,4:00 PM,720,"(47.670666, -122.107923)"
104S-166A-N,166th Ave NE north of NE 104th St,06/24/1997,3,5199,,,,,,,,,11:00 AM,68,5:00 PM,232,8:00 AM,230,5:00 PM,274,"(47.693421, -122.1185)"
085S-164A-S,164th Ave NE south of NE 85th St,11/29/2016,3,11672,,,,,,,,,8:00 AM,542,2:00 PM,435,11:00 AM,287,3:00 PM,482,"(47.67787, -122.121603)"
080S-164A-N,164th Ave NE north of NE 80th St,09/23/1997,3,14071,,,,,,,,,11:00 AM,351,5:00 PM,582,8:00 AM,651,5:00 PM,691,"(47.675964, -122.121619)"
116S-RWR-E,NE 116th St east of Red-Wood Rd,09/18/2001,3,6199,9:00 AM,160,5:00 PM,418,7:00 AM,363,3:00 PM,190,,,,,,,,,"(47.703988, -122.130391)"
024S-152A-S,152nd Ave NE south of NE 24th St,08/04/1997,7,4352,,,,,,,,,11:00 AM,196,12:00 PM,298,11:00 AM,234,5:00 PM,314,"(47.630822, -122.137717)"
090S-WILR-E,NE 90th St east of Willows Rd,10/23/2012,3,14597,11:00 AM,502,5:00 PM,701,8:00 AM,575,12:00 PM,572,,,,,,,,,"(47.682267, -122.140808)"
ORR-WLSP-S,West Lake Sammamish Pkwy south of Old Redmond Rd,10/09/2001,3,11145,,,,,,,,,11:00 AM,254,5:00 PM,360,8:00 AM,517,5:00 PM,592,"(47.671592, -122.132883)"
ORR-WLSP-S,West Lake Sammamish Pkwy south of Old Redmond Rd,07/30/1996,3,11400,,,,,,,,,11:00 AM,232,3:00 PM,283,8:00 AM,500,5:00 PM,660,"(47.671592, -122.132883)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,09/20/1999,3,16114,7:00 AM,337,5:00 PM,1010,7:00 AM,1234,3:00 PM,431,,,,,,,,,"(47.687801, -122.091722)"
116S-RWR-N,Red-Wood Rd north of NE 116th St,10/13/2009,3,17952,,,,,,,,,8:00 AM,547,5:00 PM,891,7:00 AM,806,5:00 PM,784,"(47.705275, -122.131892)"
REDW-LEAW-N,Leary Way north of Redmond Way,12/04/2007,3,9746,,,,,,,,,10:00 AM,195,6:00 PM,394,9:00 AM,719,1:00 PM,452,"(47.674533, -122.122548)"
REDW-148A-W,Redmond Way west of 148th Ave NE,09/25/2012,3,33762,8:00 AM,1431,5:00 PM,1177,8:00 AM,874,5:00 PM,1959,,,,,,,,,"(47.675177, -122.145)"
BCP-LEAW-S,Leary Way south of Bear Creek Pkwy,11/27/2001,3,17141,,,,,,,,,11:00 AM,413,5:00 PM,748,11:00 AM,719,5:00 PM,1039,"(47.671736, -122.12529)"
085S-166A-N,166th Ave NE north of NE 85th St,10/22/2013,3,13563,,,,,,,,,11:00 AM,381,4:00 PM,1045,7:00 AM,1067,2:00 PM,437,"(47.678922, -122.119169)"
040S-BRR-S,Bel-Red Rd south of NE 40th St,09/18/2012,3,11411,,,,,,,,,8:00 AM,633,5:00 PM,551,8:00 AM,358,5:00 PM,563,"(47.64369, -122.115981)"
104S-AVR-W,NE 104th St west of Avondale Rd,09/20/1999,3,7105,8:00 AM,185,2:00 PM,366,7:00 AM,425,6:00 PM,344,,,,,,,,,"(47.693432, -122.094274)"
REDW-AVW-W,Redmond Way west of Avondale Way,09/10/1996,3,20572,,,,,7:00 AM,1883,12:00 PM,1441,,,,,,,,,"(47.672273, -122.115935)"
090S-WILR-N,Willows Rd north of NE 90th St,09/25/2012,3,24347,,,,,,,,,8:00 AM,849,4:00 PM,1023,9:00 AM,990,5:00 PM,1088,"(47.682665, -122.142824)"
090S-160A-N,160th Ave NE north of NE 90th St,10/21/2014,3,4174,,,,,,,,,11:00 AM,101,6:00 PM,269,8:00 AM,243,4:00 PM,122,"(47.682669, -122.127565)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,11/01/1999,3,10830,,,,,,,,,8:00 AM,317,6:00 PM,670,8:00 AM,530,6:00 PM,417,"(47.664772, -122.153361)"
116S-AVR-S,Avondale Road south of NE 116th St,08/13/1996,3,22738,,,,,,,,,11:00 AM,570,5:00 PM,1175,7:00 AM,1042,5:00 PM,656,"(47.701729, -122.092788)"
MMW-WLSP-E,Marymoor Way east of West Lake Sammamish Pkwy,09/25/2012,3,7543,9:00 AM,266,5:00 PM,562,9:00 AM,211,5:00 PM,720,,,,,,,,,"(47.663342, -122.12233)"
BRR-156A-N,156th Ave NE north of Bel-Red Rd,10/02/2001,3,22216,,,,,,,,,9:00 AM,1268,1:00 PM,908,11:00 AM,816,5:00 PM,1345,"(47.633047, -122.132351)"
MMW-WLSP-E,Marymoor Way east of West Lake Sammamish Pkwy,11/10/2009,3,4059,11:00 AM,124,5:00 PM,355,8:00 AM,140,5:00 PM,213,,,,,,,,,"(47.663342, -122.12233)"
REDW-LEAW-S,Leary Way south of Redmond Way,05/01/2006,3,17534,,,,,,,,,7:00 AM,871,4:00 PM,805,8:00 AM,685,1:00 PM,394,"(47.673826, -122.12293)"
UHR-178P-E,Union Hill Rd east of 178th Pl NE,12/11/2007,3,24424,8:00 AM,831,5:00 PM,1174,8:00 AM,1141,5:00 PM,856,,,,,,,,,"(47.675353, -122.102273)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,09/30/2014,3,10818,,,,,,,,,8:00 AM,470,5:00 PM,724,9:00 AM,740,12:00 PM,306,"(47.664772, -122.153361)"
085S-164A-N,164th Ave NE north of NE 85th St,08/19/1996,3,15027,,,,,,,,,11:00 AM,404,5:00 PM,1105,7:00 AM,737,5:00 PM,504,"(47.679053, -122.121598)"
051S-148A-N,148th Ave NE north of NE 51st St,07/07/1998,3,27000,,,,,,,,,7:00 AM,1253,5:00 PM,1118,9:00 AM,722,5:00 PM,1326,"(47.656057, -122.143303)"
BCP-LEAW-E,Bear Creek Pkwy east of Leary Way,11/04/2014,3,18519,9:00 AM,322,5:00 PM,678,10:00 AM,876,6:00 PM,991,,,,,,,,,"(47.671467, -122.124427)"
024S-152A-N,152nd Ave NE north of NE 24th St,09/11/2012,3,8145,,,,,,,,,9:00 AM,411,1:00 PM,352,11:00 AM,303,5:00 PM,670,"(47.632262, -122.137708)"
065S-ELSP-W,NE 65th St west of East Lake Sammamish Pkwy,07/16/1996,3,4843,11:00 AM,158,3:00 PM,282,11:00 AM,198,3:00 PM,193,,,,,,,,,"(47.663963, -122.100624)"
051S-WLSP-N,West Lake Sammamish Pkwy north of NE 51st St,06/18/1996,3,21352,,,,,,,,,7:00 AM,665,5:00 PM,1061,8:00 AM,829,5:00 PM,896,"(47.658604, -122.1223)"
REDW-132A-E,Redmond Way east of 132nd Ave NE,09/06/2005,3,39672,8:00 AM,1802,5:00 PM,1205,11:00 AM,1093,5:00 PM,2038,,,,,,,,,"(47.678435, -122.159375)"
040S-150A-N,150th Ave NE north of NE 40th St,09/11/2012,3,5637,,,,,,,,,8:00 AM,210,5:00 PM,342,9:00 AM,347,5:00 PM,239,"(47.646766, -122.140328)"
085S-164A-E,NE 85th St east of 164th Ave NE,09/06/2005,3,9463,11:00 AM,248,5:00 PM,448,8:00 AM,527,5:00 PM,500,,,,,,,,,"(47.678478, -122.120933)"
CLES-LEAW-S,Leary Way south of Cleveland St,10/02/2012,3,10422,,,,,,,,,11:00 AM,327,6:00 PM,491,8:00 AM,634,1:00 PM,329,"(47.673098, -122.123326)"
ORR-148A-S,148th Ave NE south of Old Redmond Rd,10/06/2009,3,21276,,,,,,,,,11:00 AM,501,5:00 PM,1740,8:00 AM,1430,12:00 PM,499,"(47.667181, -122.143111)"
BCP-LEAW-N,Leary Way north of Bear Creek Pkwy,05/01/2006,3,15102,,,,,,,,,11:00 AM,475,4:00 PM,875,8:00 AM,681,1:00 PM,425,"(47.672232, -122.124086)"
085S-154A-E,NE 85th St east of 154th Ave NE,11/29/2016,3,7608,11:00 AM,269,5:00 PM,433,8:00 AM,331,4:00 PM,274,,,,,,,,,"(47.6786, -122.133768)"
REDW-170A-E,Redmond Way east of 170th Ave NE,10/26/2009,7,32380,11:00 AM,1025,5:00 PM,1482,9:00 AM,1250,12:00 PM,1348,,,,,,,,,"(47.671194, -122.112246)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,09/24/2013,3,18388,7:00 AM,425,6:00 PM,875,7:00 AM,892,3:00 PM,615,,,,,,,,,"(47.687801, -122.091722)"
079S-AVW-W,NE 79th St west of Avondale Way,08/26/1997,3,9394,11:00 AM,323,5:00 PM,580,11:00 AM,337,12:00 PM,379,,,,,,,,,"(47.672803, -122.113561)"
085S-161A-S,161st Ave NE south of NE 85th St,10/02/2007,3,8537,,,,,,,,,11:00 AM,356,5:00 PM,534,8:00 AM,244,1:00 PM,252,"(47.677995, -122.125547)"
BCP-LEAW-E,Bear Creek Pkwy east of Leary Way,10/20/2009,3,16212,11:00 AM,665,5:00 PM,979,9:00 AM,463,5:00 PM,757,,,,,,,,,"(47.671467, -122.124427)"
AVR-180A-W,180th Ave NE west of Avondale Rd,10/20/2009,3,1196,8:00 AM,56,6:00 PM,30,11:00 AM,38,6:00 PM,80,,,,,,,,,"(47.682856, -122.100453)"
