Intersection-Leg,Description,Start Date,Days,AWDT,EB Peak AM Hour,EB Peak AM Volume,EB Peak PM Hour,EB Peak PM Volume,WB Peak AM Hour,WB Peak AM Volume,WB Peak PM Hour,WB Peak PM Volume,NB Peak AM Hour,NB Peak AM Volume,NB Peak PM Hour,NB Peak PM Volume,SB Peak AM Hour,SB Peak AM Volume,SB Peak PM Hour,SB Peak PM Volume,Location
085S-160A-E,NE 85th St east of 160th Ave NE,12/11/2007,3,10618,11:00 AM,304,6:00 PM,688,9:00 AM,420,2:00 PM,449,,,,,,,,,"(47.678531, -122.126825)"
040S-148A-S,148th Ave NE south of NE 40th St,09/11/2012,3,19092,,,,,,,,,9:00 AM,575,5:00 PM,908,8:00 AM,868,4:00 PM,609,"(47.645106, -122.142964)"
076S-180A-E,NE 76th St east of 178th Pl NE and 180th Ave NE,09/22/2009,3,6095,7:00 AM,234,12:00 PM,221,8:00 AM,284,4:00 PM,297,,,,,,,,,"(47.672116, -122.096965)"
051S-148A-N,148th Ave NE north of NE 51st St,10/09/2012,3,28264,,,,,,,,,9:00 AM,1022,5:00 PM,1882,8:00 AM,1512,5:00 PM,1038,"(47.656057, -122.143303)"
UHR-AVR-N,Avondale Rd north of Union Hill Rd,07/22/1997,3,33183,,,,,,,,,12:00 AM,1461,10:00 PM,1851,8:00 AM,1909,12:00 PM,975,"(47.675545, -122.106003)"
BCP-LEAW-S,Leary Way south of Bear Creek Pkwy,03/06/2007,3,28624,,,,,,,,,11:00 AM,1076,5:00 PM,1783,8:00 AM,890,4:00 PM,899,"(47.671736, -122.12529)"
104S-166A-W,NE 104th St west of 166th Ave NE,06/30/1998,3,3876,11:00 AM,87,5:00 PM,221,7:00 AM,113,5:00 PM,158,,,,,,,,,"(47.69292, -122.119748)"
CLES-166A-N,166th Ave NE north of Cleveland St,10/28/2014,3,8215,,,,,,,,,11:00 AM,226,5:00 PM,419,9:00 AM,426,12:00 PM,380,"(47.672597, -122.118866)"
116S-RWR-E,NE 116th St east of Red-Wood Rd,10/21/2014,3,6432,11:00 AM,155,6:00 PM,344,8:00 AM,381,5:00 PM,267,,,,,,,,,"(47.703988, -122.130391)"
080S-164A-W,NE 80th St west of 164th Ave NE,10/14/2008,3,7746,11:00 AM,178,5:00 PM,363,8:00 AM,490,3:00 PM,266,,,,,,,,,"(47.674867, -122.122072)"
080S-164A-E,NE 80th St east of 164th Ave NE,10/16/2012,3,6765,8:00 AM,260,5:00 PM,368,8:00 AM,331,3:00 PM,246,,,,,,,,,"(47.674863, -122.120934)"
REDW-164A-S,164th Ave NE south of Redmond Way,10/28/2014,3,9683,,,,,,,,,11:00 AM,225,4:00 PM,344,9:00 AM,480,12:00 PM,416,"(47.673518, -122.121506)"
085S-164A-N,164th Ave NE north of NE 85th St,09/18/2001,3,14595,,,,,,,,,11:00 AM,392,5:00 PM,712,7:00 AM,798,5:00 PM,506,"(47.679053, -122.121598)"
REDW-LEAW-S,Leary Way south of Redmond Way,11/13/2012,3,13597,,,,,,,,,9:00 AM,487,5:00 PM,641,8:00 AM,681,5:00 PM,525,"(47.673826, -122.12293)"
080S-166A-S,166th Ave NE south of NE 80th St,10/27/2009,3,14590,,,,,,,,,11:00 AM,368,5:00 PM,537,8:00 AM,624,5:00 PM,657,"(47.674492, -122.119063)"
076S-166A-E,NE 76th St east of 166th Ave NE,05/01/2006,3,4108,11:00 AM,196,12:00 PM,267,11:00 AM,113,5:00 PM,165,,,,,,,,,"(47.671372, -122.118071)"
REDW-170A-W,Redmond Way west of 170th Ave NE,12/04/2008,3,27368,11:00 AM,656,1:00 PM,942,10:00 AM,908,5:00 PM,1112,,,,,,,,,"(47.671609, -122.113663)"
024S-152A-S,152nd Ave NE south of NE 24th St,09/18/2001,3,5763,,,,,,,,,9:00 AM,226,1:00 PM,319,11:00 AM,253,5:00 PM,474,"(47.630822, -122.137717)"
CLES-166A-N,166th Ave NE north of Cleveland St,11/13/2012,3,5783,,,,,,,,,11:00 AM,190,5:00 PM,336,9:00 AM,241,12:00 PM,252,"(47.672597, -122.118866)"
051S-WLSP-N,West Lake Sammamish Pkwy north of NE 51st St,02/03/2015,3,20949,,,,,,,,,8:00 AM,746,5:00 PM,1338,9:00 AM,1376,5:00 PM,919,"(47.658604, -122.1223)"
040S-BRR-W,NE 40th St west of Bel-Red Rd,09/18/2012,3,13677,9:00 AM,590,5:00 PM,942,9:00 AM,945,5:00 PM,686,,,,,,,,,"(47.646078, -122.115011)"
090S-WILR-N,Willows Rd north of NE 90th St,10/14/2008,3,24244,,,,,,,,,8:00 AM,882,4:00 PM,1108,8:00 AM,977,4:00 PM,1019,"(47.682665, -122.142824)"
024S-173A-S,173rd Ave NE south of NE 24th St,10/02/2001,3,1904,,,,,,,,,11:00 AM,61,6:00 PM,94,7:00 AM,85,3:00 PM,71,"(47.630427, -122.109408)"
090S-154A-E,NE 90th St east of 154th Ave NE,10/13/2009,3,16420,11:00 AM,501,5:00 PM,934,8:00 AM,889,12:00 PM,535,,,,,,,,,"(47.682202, -122.133569)"
REDW-148A-E,Redmond Way east of 148th Ave NE,09/18/2001,3,29027,11:00 AM,921,5:00 PM,1306,11:00 AM,869,4:00 PM,1164,,,,,,,,,"(47.675144, -122.141922)"
051S-148A-E,NE 51st St east of 148th Ave NE,07/15/1997,3,16440,11:00 AM,630,8:00 PM,637,11:00 AM,704,12:00 PM,822,,,,,,,,,"(47.654916, -122.142089)"
076S-166A-S,166th Ave NE south of NE 76th St,10/28/2014,3,3134,,,,,,,,,11:00 AM,117,5:00 PM,171,11:00 AM,118,12:00 PM,129,"(47.671, -122.118866)"
031S-156A-W,NE 31st St west of 156th Ave NE,10/09/2012,3,9749,9:00 AM,218,5:00 PM,573,9:00 AM,484,12:00 PM,347,,,,,,,,,"(47.638147, -122.133795)"
076S-180A-E,NE 76th St east of 178th Pl NE and 180th Ave NE,10/07/2008,3,8850,7:00 AM,328,12:00 PM,280,8:00 AM,357,3:00 PM,439,,,,,,,,,"(47.672116, -122.096965)"
CLES-LEAW-E,Cleveland St east of Leary Way,10/16/2001,3,13437,11:00 AM,907,5:00 PM,1236,,,,,,,,,,,,,"(47.673344, -122.12279)"
031S-156A-W,NE 31st St west of 156th Ave NE,09/20/1999,3,5387,11:00 AM,141,5:00 PM,291,9:00 AM,311,5:00 PM,263,,,,,,,,,"(47.638147, -122.133795)"
REDW-170A-N,170th Ave NE north of Redmond Way,07/14/1998,3,6820,,,,,,,,,11:00 AM,278,5:00 PM,419,11:00 AM,207,12:00 PM,219,"(47.671868, -122.112833)"
128S-AVR-N,Avondale Rd north of NE 128th St,10/09/2007,3,26378,,,,,,,,,11:00 AM,643,4:00 PM,1787,7:00 AM,1866,4:00 PM,633,"(47.716585, -122.088303)"
116S-172A-W,NE 116th St west of 172nd Ave NE,10/09/2007,3,7102,11:00 AM,143,6:00 PM,440,9:00 AM,517,4:00 PM,213,,,,,,,,,"(47.703833, -122.112844)"
REDW-170A-S,170th Ave NE south of Redmond Way,10/27/2009,3,14301,,,,,,,,,11:00 AM,463,5:00 PM,998,11:00 AM,529,12:00 PM,607,"(47.670923, -122.11334)"
085S-154A-E,NE 85th St east of 154th Ave NE,10/16/2012,3,7393,11:00 AM,267,5:00 PM,444,8:00 AM,401,12:00 PM,308,,,,,,,,,"(47.6786, -122.133768)"
116S-AVR-S,Avondale Road south of NE 116th St,09/20/1999,3,30535,,,,,,,,,11:00 AM,684,5:00 PM,1863,7:00 AM,1607,3:00 PM,886,"(47.701729, -122.092788)"
REDW-LEAW-E,Redmond Way east of Leary Way,11/03/2009,3,13370,,,,,8:00 AM,974,1:00 PM,964,,,,,,,,,"(47.674103, -122.122354)"
065S-ELSP-W,NE 65th St west of East Lake Sammamish Pkwy,10/23/2012,3,9610,9:00 AM,491,5:00 PM,597,9:00 AM,331,5:00 PM,668,,,,,,,,,"(47.663963, -122.100624)"
REDW-170A-E,Redmond Way east of 170th Ave NE,07/14/1998,3,33541,11:00 AM,801,6:00 PM,974,11:00 AM,1510,12:00 PM,1510,,,,,,,,,"(47.671194, -122.112246)"
079S-AVW-N,Avondale Way north of NE 79th St,05/01/2006,3,23970,,,,,,,,,11:00 AM,731,5:00 PM,1313,8:00 AM,803,12:00 PM,793,"(47.672741, -122.112212)"
ORR-154A-S,154th Ave NE south of Old Redmond Rd,10/07/2008,3,2896,,,,,,,,,8:00 AM,89,5:00 PM,358,8:00 AM,135,5:00 PM,83,"(47.666078, -122.135154)"
040S-BRR-S,Bel-Red Rd south of NE 40th St,10/02/2001,3,10451,,,,,,,,,11:00 AM,316,5:00 PM,511,8:00 AM,466,5:00 PM,400,"(47.64369, -122.115981)"
040S-BRR-W,NE 40th St west of Bel-Red Rd,04/17/2006,3,9467,11:00 AM,237,4:00 PM,604,9:00 AM,927,1:00 PM,241,,,,,,,,,"(47.646078, -122.115011)"
080S-164A-E,NE 80th St east of 164th Ave NE,09/10/1996,3,8125,11:00 AM,196,5:00 PM,434,7:00 AM,459,4:00 PM,322,,,,,,,,,"(47.674863, -122.120934)"
090S-RWR-N,Red-Wood Rd north of NE 90th St,10/16/2012,3,18621,,,,,,,,,11:00 AM,431,4:00 PM,1083,8:00 AM,1154,3:00 PM,566,"(47.685232, -122.125883)"
040S-150A-S,150th Ave NE south of NE 40th St,09/11/2012,3,7663,,,,,,,,,11:00 AM,192,5:00 PM,743,9:00 AM,644,12:00 PM,239,"(47.645349, -122.140265)"
ORR-148A-E,Old Redmond Rd east of 148th Ave NE,10/06/2009,3,6401,8:00 AM,210,5:00 PM,354,8:00 AM,228,5:00 PM,369,,,,,,,,,"(47.667847, -122.14243)"
CLES-LEAW-E,Cleveland St east of Leary Way,11/09/2010,3,11116,11:00 AM,778,4:00 PM,910,,,,,,,,,,,,,"(47.673344, -122.12279)"
104S-166A-E,NE 104th St east of 166th Ave NE,06/24/1997,3,6679,8:00 AM,164,5:00 PM,474,7:00 AM,245,8:00 PM,258,,,,,,,,,"(47.692912, -122.116909)"
116S-RWR-N,Red-Wood Rd north of NE 116th St,10/21/2014,3,19662,,,,,,,,,8:00 AM,479,4:00 PM,965,7:00 AM,966,5:00 PM,651,"(47.705275, -122.131892)"
BRR-156A-E,Bel-Red Rd east of 156th Ave NE,11/01/2011,3,12487,8:00 AM,323,5:00 PM,688,8:00 AM,640,5:00 PM,770,,,,,,,,,"(47.634067, -122.129992)"
ORR-WLSP-N,West Lake Sammamish Pkwy north of Old Redmond Rd,11/06/2007,3,27265,,,,,,,,,9:00 AM,665,6:00 PM,1095,9:00 AM,1323,5:00 PM,1349,"(47.672629, -122.133731)"
116S-162A-S,162nd Ave NE south of NE 116th St,10/13/2009,3,1782,,,,,,,,,8:00 AM,81,3:00 PM,78,8:00 AM,132,2:00 PM,81,"(47.70317, -122.123325)"
090S-154A-S,154th Ave NE south of NE 90th St,10/02/2007,3,13052,,,,,,,,,11:00 AM,416,5:00 PM,669,8:00 AM,664,12:00 PM,396,"(47.680411, -122.13469)"
104S-166A-E,NE 104th St east of 166th Ave NE,07/22/1996,7,6754,11:00 AM,200,5:00 PM,469,7:00 AM,297,8:00 PM,252,,,,,,,,,"(47.692912, -122.116909)"
083S-158A-S,158th Ave NE south of NE 83rd St,11/04/2014,3,3024,,,,,,,,,11:00 AM,99,12:00 PM,190,11:00 AM,89,1:00 PM,152,"(47.676356, -122.13028)"
UHR-AVR-E,Union Hill Rd east of Avondale Rd,07/16/1996,3,25588,7:00 AM,798,5:00 PM,1092,8:00 AM,1053,4:00 PM,1046,,,,,,,,,"(47.675013, -122.105123)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,10/20/2009,3,21558,7:00 AM,543,5:00 PM,1103,7:00 AM,990,3:00 PM,681,,,,,,,,,"(47.687801, -122.091722)"
040S-140A-S,140th Ave NE south of NE 40th St,10/27/2009,3,8505,,,,,,,,,9:00 AM,318,5:00 PM,569,8:00 AM,463,5:00 PM,461,"(47.645381, -122.1535)"
051S-148A-N,148th Ave NE north of NE 51st St,06/18/1996,3,26617,,,,,,,,,8:00 AM,904,5:00 PM,1521,7:00 AM,1087,5:00 PM,998,"(47.656057, -122.143303)"
UHR-178P-E,Union Hill Rd east of 178th Pl NE,04/02/2007,3,25043,7:00 AM,848,4:00 PM,1230,7:00 AM,1193,4:00 PM,856,,,,,,,,,"(47.675353, -122.102273)"
116S-AVR-N,Avondale Road north of NE 116th St,10/09/2007,3,25314,,,,,,,,,11:00 AM,552,5:00 PM,1590,7:00 AM,1645,3:00 PM,699,"(47.703534, -122.093003)"
024S-173A-S,173rd Ave NE south of NE 24th St,09/11/2007,3,1592,,,,,,,,,7:00 AM,55,4:00 PM,52,9:00 AM,46,5:00 PM,89,"(47.630427, -122.109408)"
024S-WLSP-W,NE 24th St west of West Lake Sammamish Pkwy,07/10/1996,3,2090,7:00 AM,63,5:00 PM,107,8:00 AM,65,6:00 PM,74,,,,,,,,,"(47.631122, -122.089802)"
116S-AVR-S,Avondale Road south of NE 116th St,08/19/1997,3,24811,,,,,,,,,11:00 AM,651,5:00 PM,1401,7:00 AM,1179,12:00 PM,626,"(47.701729, -122.092788)"
080S-164A-N,164th Ave NE north of NE 80th St,10/08/2007,3,12618,,,,,,,,,11:00 AM,338,4:00 PM,512,9:00 AM,519,12:00 PM,537,"(47.675964, -122.121619)"
040S-150A-S,150th Ave NE south of NE 40th St,10/29/2013,3,8247,,,,,,,,,11:00 AM,213,5:00 PM,704,9:00 AM,713,12:00 PM,326,"(47.645349, -122.140265)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,09/20/2005,3,22390,7:00 AM,566,6:00 PM,1107,6:00 AM,976,3:00 PM,694,,,,,,,,,"(47.687801, -122.091722)"
104S-166A-N,166th Ave NE north of NE 104th St,10/20/2009,3,4678,,,,,,,,,7:00 AM,119,5:00 PM,382,8:00 AM,455,12:00 PM,139,"(47.693421, -122.1185)"
085S-164A-E,NE 85th St east of 164th Ave NE,09/18/2001,3,8993,11:00 AM,245,5:00 PM,604,8:00 AM,398,5:00 PM,390,,,,,,,,,"(47.678478, -122.120933)"
040S-BRR-S,Bel-Red Rd south of NE 40th St,10/25/2005,3,11078,,,,,,,,,9:00 AM,354,5:00 PM,674,8:00 AM,468,5:00 PM,538,"(47.64369, -122.115981)"
104S-166A-E,NE 104th St east of 166th Ave NE,09/18/2001,3,8258,7:00 AM,311,5:00 PM,473,8:00 AM,389,2:00 PM,284,,,,,,,,,"(47.692912, -122.116909)"
124S-RWR-E,NE 124th St east of Red-Wood Rd,10/13/2009,3,14984,11:00 AM,356,5:00 PM,918,8:00 AM,717,3:00 PM,503,,,,,,,,,"(47.711121, -122.12916)"
024S-173A-W,NE 24th St west of 173rd Ave NE,09/11/2007,3,7671,11:00 AM,191,5:00 PM,460,8:00 AM,385,3:00 PM,226,,,,,,,,,"(47.631244, -122.1103)"
ORR-140A-N,140th Ave NE north of Old Redmond Rd,12/10/1996,3,9279,,,,,,,,,7:00 AM,249,5:00 PM,487,7:00 AM,700,5:00 PM,444,"(47.666785, -122.153333)"
ORR-WLSP-S,West Lake Sammamish Pkwy south of Old Redmond Rd,10/27/2009,3,14101,,,,,,,,,8:00 AM,288,5:00 PM,483,9:00 AM,750,5:00 PM,775,"(47.671592, -122.132883)"
UHR-AVR-W,Union Hill Rd west of Avondale Rd,10/09/2001,3,10825,11:00 AM,392,12:00 PM,519,8:00 AM,431,12:00 PM,383,,,,,,,,,"(47.674887, -122.106579)"
WLSP-BRR-E,West Lake Sammamish Pkwy east of Bel-Red Rd,07/08/1997,3,8654,8:00 AM,275,5:00 PM,505,7:00 AM,402,12:00 PM,306,,,,,,,,,"(47.650734, -122.11599)"
079S-166A-S,166th Ave NE south of NE 79th St,10/16/2012,3,7161,,,,,,,,,11:00 AM,211,5:00 PM,427,8:00 AM,330,5:00 PM,270,"(47.673508, -122.118865)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,11/01/2005,3,10110,,,,,,,,,10:00 AM,241,6:00 PM,773,9:00 AM,575,6:00 PM,331,"(47.664772, -122.153361)"
AVR-180A-W,180th Ave NE west of Avondale Rd,10/30/2007,3,1264,8:00 AM,86,6:00 PM,40,11:00 AM,22,6:00 PM,79,,,,,,,,,"(47.682856, -122.100453)"
090S-WILR-E,NE 90th St east of Willows Rd,10/09/2007,3,16394,10:00 AM,473,6:00 PM,740,9:00 AM,693,1:00 PM,721,,,,,,,,,"(47.682267, -122.140808)"
079S-AVW-N,Avondale Way north of NE 79th St,10/30/2012,3,21420,,,,,,,,,8:00 AM,619,5:00 PM,1353,11:00 AM,677,4:00 PM,761,"(47.672741, -122.112212)"
076S-166A-N,166th Ave NE north of NE 76th St,11/06/2001,3,7541,,,,,,,,,11:00 AM,253,5:00 PM,378,11:00 AM,327,12:00 PM,372,"(47.671868, -122.118867)"
051S-156A-W,NE 51st St west of 156th Ave NE,10/31/2016,3,13009,9:00 AM,1233,5:00 PM,637,8:00 AM,455,5:00 PM,604,,,,,,,,,"(47.654095, -122.133564)"
040S-WLSP-S,West Lake Sammamish Pkwy south of NE 40th St,09/18/2012,3,11070,,,,,,,,,8:00 AM,645,5:00 PM,352,8:00 AM,556,5:00 PM,904,"(47.64572, -122.107811)"
080S-164A-N,164th Ave NE north of NE 80th St,05/01/2006,3,20913,,,,,,,,,11:00 AM,438,4:00 PM,610,9:00 AM,916,4:00 PM,1072,"(47.675964, -122.121619)"
ORR-154A-S,154th Ave NE south of Old Redmond Rd,10/06/2009,3,2732,,,,,,,,,8:00 AM,99,5:00 PM,337,9:00 AM,137,5:00 PM,81,"(47.666078, -122.135154)"
REDW-170A-W,Redmond Way west of 170th Ave NE,06/14/2018,7,21106,11:00 AM,734,6:00 PM,850,11:00 AM,649,12:00 PM,681,,,,,,,,,"(47.671609, -122.113663)"
ORR-154A-S,154th Ave NE south of Old Redmond Rd,10/12/2010,3,2918,,,,,,,,,8:00 AM,99,5:00 PM,348,9:00 AM,145,5:00 PM,92,"(47.666078, -122.135154)"
116S-AVR-N,Avondale Road north of NE 116th St,09/18/2001,3,27785,,,,,,,,,11:00 AM,568,5:00 PM,1872,7:00 AM,1857,3:00 PM,731,"(47.703534, -122.093003)"
024S-WLSP-N,West Lake Sammamish Pkwy north of NE 24th St,10/07/2014,3,6763,,,,,,,,,8:00 AM,499,5:00 PM,220,8:00 AM,188,5:00 PM,590,"(47.632158, -122.089235)"
040S-WLSP-N,West Lake Sammamish Pkwy north of NE 40th St,09/18/2012,3,8650,,,,,,,,,8:00 AM,430,5:00 PM,537,8:00 AM,248,5:00 PM,477,"(47.64651, -122.107972)"
REDW-WILR-E,Redmond Way east of Willows Rd,08/13/2006,3,32739,11:00 AM,1136,5:00 PM,1378,11:00 AM,898,4:00 PM,1218,,,,,,,,,"(47.674182, -122.135315)"
116S-AVR-N,Avondale Road north of NE 116th St,10/23/2012,3,23228,,,,,,,,,11:00 AM,506,5:00 PM,1530,7:00 AM,1445,3:00 PM,612,"(47.703534, -122.093003)"
040S-148A-S,148th Ave NE south of NE 40th St,10/27/2009,3,18867,,,,,,,,,9:00 AM,712,5:00 PM,1270,9:00 AM,969,5:00 PM,857,"(47.645106, -122.142964)"
031S-156A-E,NE 31st St east of 156th Ave NE,09/17/2007,3,7115,9:00 AM,638,1:00 PM,398,11:00 AM,229,5:00 PM,500,,,,,,,,,"(47.638152, -122.132)"
024S-148A-S,148th Ave NE south of NE 24th St,09/18/2012,3,33210,,,,,,,,,9:00 AM,1135,5:00 PM,1248,9:00 AM,1132,4:00 PM,1397,"(47.630893, -122.143061)"
080S-166A-S,166th Ave NE south of NE 80th St,11/06/2001,3,14283,,,,,,,,,11:00 AM,443,4:00 PM,616,7:00 AM,528,5:00 PM,645,"(47.674492, -122.119063)"
080S-164A-E,NE 80th St east of 164th Ave NE,10/04/1999,3,7614,11:00 AM,191,5:00 PM,357,7:00 AM,405,4:00 PM,322,,,,,,,,,"(47.674863, -122.120934)"
040S-BRR-N,Bel-Red Rd north of NE 40th St,10/07/2014,3,14192,,,,,,,,,11:00 AM,441,5:00 PM,1012,9:00 AM,972,5:00 PM,503,"(47.647194, -122.114831)"
040S-148A-E,NE 40th St east of 148th Ave NE,04/02/2007,3,12938,8:00 AM,540,1:00 PM,411,11:00 AM,472,5:00 PM,845,,,,,,,,,"(47.64594, -122.142037)"
080S-166A-N,166th Ave NE north of NE 80th St,03/19/2007,3,16444,,,,,,,,,11:00 AM,391,5:00 PM,689,8:00 AM,955,5:00 PM,734,"(47.675454, -122.119186)"
116S-WILR-E,NE 116th St east of Willows Rd,10/13/2009,3,1038,11:00 AM,42,5:00 PM,201,11:00 AM,22,5:00 PM,112,,,,,,,,,"(47.704188, -122.148161)"
085S-161A-S,161st Ave NE south of NE 85th St,04/24/2006,3,7688,,,,,,,,,11:00 AM,325,4:00 PM,374,11:00 AM,226,12:00 PM,275,"(47.677995, -122.125547)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,10/07/2008,3,10066,,,,,,,,,8:00 AM,245,5:00 PM,839,8:00 AM,596,5:00 PM,345,"(47.664772, -122.153361)"
159P-LEAW-W,159th Pl NE west of Leary Way,11/06/2001,3,6277,11:00 AM,238,5:00 PM,388,11:00 AM,182,4:00 PM,246,,,,,,,,,"(47.672034, -122.127827)"
090S-154A-E,NE 90th St east of 154th Ave NE,11/01/2012,3,15467,11:00 AM,545,5:00 PM,783,8:00 AM,641,12:00 PM,612,,,,,,,,,"(47.682202, -122.133569)"
116S-WILR-N,Willows Rd north of NE 116th St,12/03/1996,3,16086,,,,,,,,,11:00 AM,480,4:00 PM,1106,7:00 AM,953,3:00 PM,479,"(47.707813, -122.153989)"
REDW-170A-S,170th Ave NE south of Redmond Way,11/08/2011,3,13704,,,,,,,,,11:00 AM,445,4:00 PM,711,11:00 AM,445,12:00 PM,489,"(47.670923, -122.11334)"
REDW-161A-N,161st Ave NE north of Redmond Way,10/27/2008,7,6816,,,,,,,,,11:00 AM,299,5:00 PM,367,11:00 AM,206,12:00 PM,235,"(47.675427, -122.125559)"
REDW-148A-N,148th Ave NE north of Redmond Way,11/03/2009,3,15722,,,,,,,,,8:00 AM,576,6:00 PM,788,8:00 AM,720,5:00 PM,689,"(47.677714, -122.144741)"
116S-WILR-E,NE 116th St east of Willows Rd,10/21/2014,3,1218,11:00 AM,37,5:00 PM,95,8:00 AM,106,5:00 PM,54,,,,,,,,,"(47.704188, -122.148161)"
109S-RWR-S,Red-Wood Rd south of NE 109th St,10/09/2012,3,16805,,,,,,,,,11:00 AM,388,4:00 PM,867,7:00 AM,1120,3:00 PM,506,"(47.696774, -122.1322)"
WLSP-BRR-S,Bel-Red Rd south of West Lake Sammamish Pkwy,12/02/1997,3,12816,,,,,,,,,9:00 AM,341,6:00 PM,713,9:00 AM,761,4:00 PM,494,"(47.650889, -122.116643)"
080S-164A-N,164th Ave NE north of NE 80th St,10/27/2009,3,12076,,,,,,,,,11:00 AM,370,4:00 PM,484,8:00 AM,584,12:00 PM,569,"(47.675964, -122.121619)"
116S-WILR-E,NE 116th St east of Willows Rd,10/09/2007,3,1461,11:00 AM,35,4:00 PM,153,8:00 AM,127,6:00 PM,87,,,,,,,,,"(47.704188, -122.148161)"
REDW-148A-N,148th Ave NE north of Redmond Way,08/05/1996,7,11286,,,,,,,,,7:00 AM,612,5:00 PM,509,11:00 AM,530,5:00 PM,812,"(47.677714, -122.144741)"
090S-151A-N,151st Ave NE north of NE 90th St,10/13/2009,3,5027,,,,,,,,,7:00 AM,271,1:00 PM,251,11:00 AM,208,4:00 PM,253,"(47.683179, -122.139339)"
024S-152A-E,NE 24th St east of 152nd Ave NE,11/01/1999,3,29263,10:00 AM,858,6:00 PM,1192,8:00 AM,1073,1:00 PM,1073,,,,,,,,,"(47.631559, -122.136647)"
051S-148A-E,NE 51st St east of 148th Ave NE,09/25/2012,3,16476,9:00 AM,792,5:00 PM,666,9:00 AM,819,5:00 PM,808,,,,,,,,,"(47.654916, -122.142089)"
REDW-148A-W,Redmond Way west of 148th Ave NE,10/07/2014,3,35378,8:00 AM,1521,5:00 PM,1233,11:00 AM,892,5:00 PM,1800,,,,,,,,,"(47.675177, -122.145)"
065S-ELSP-S,East Lake Sammamish Pkwy south of NE 65th St,07/15/1997,3,17051,,,,,,,,,7:00 AM,858,6:00 PM,484,8:00 AM,432,5:00 PM,1086,"(47.663474, -122.099403)"
REDW-170A-E,Redmond Way east of 170th Ave NE,06/14/2018,7,32023,11:00 AM,1033,6:00 PM,1271,11:00 AM,1043,12:00 PM,1101,,,,,,,,,"(47.671194, -122.112246)"
040S-156A-E,NE 40th St east of 156th Ave NE,10/02/2001,3,18712,9:00 AM,1270,5:00 PM,641,8:00 AM,554,5:00 PM,972,,,,,,,,,"(47.646049, -122.13144)"
076S-180A-E,NE 76th St east of 178th Pl NE and 180th Ave NE,06/18/1996,3,6119,7:00 AM,285,12:00 PM,219,11:00 AM,239,4:00 PM,485,,,,,,,,,"(47.672116, -122.096965)"
104S-166A-S,166th Ave NE south of NE 104th St,08/13/2006,7,9165,,,,,,,,,11:00 AM,207,5:00 PM,660,8:00 AM,547,4:00 PM,268,"(47.692107, -122.118314)"
040S-156A-N,156th Ave NE north of NE 40th St,10/02/2001,3,12606,,,,,,,,,11:00 AM,306,5:00 PM,968,9:00 AM,939,4:00 PM,443,"(47.646604, -122.132308)"
080S-164A-N,164th Ave NE north of NE 80th St,10/16/2012,3,12143,,,,,,,,,11:00 AM,309,4:00 PM,490,8:00 AM,630,4:00 PM,487,"(47.675964, -122.121619)"
REDW-148A-N,148th Ave NE north of Redmond Way,11/05/2007,3,17011,,,,,,,,,8:00 AM,640,5:00 PM,738,9:00 AM,667,4:00 PM,890,"(47.677714, -122.144741)"
085S-154A-S,154th Ave NE south of NE 85th St,10/18/1999,3,14501,,,,,,,,,7:00 AM,546,5:00 PM,729,7:00 AM,667,4:00 PM,585,"(47.677883, -122.134658)"
REDW-161A-N,161st Ave NE north of Redmond Way,09/18/2013,7,7693,,,,,,,,,11:00 AM,325,5:00 PM,422,9:00 AM,419,12:00 PM,487,"(47.675427, -122.125559)"
REDW-170A-S,170th Ave NE south of Redmond Way,07/14/1998,3,9284,,,,,,,,,11:00 AM,289,5:00 PM,497,11:00 AM,423,12:00 PM,473,"(47.670923, -122.11334)"
024S-WLSP-N,West Lake Sammamish Pkwy north of NE 24th St,07/08/1997,3,6592,,,,,,,,,7:00 AM,220,5:00 PM,538,7:00 AM,381,5:00 PM,250,"(47.632158, -122.089235)"
REDW-170A-W,Redmond Way west of 170th Ave NE,12/11/2007,3,26621,11:00 AM,674,5:00 PM,994,11:00 AM,996,3:00 PM,1100,,,,,,,,,"(47.671609, -122.113663)"
076S-180A-W,NE 76th St west of 178th Pl NE and 180th Ave NE,11/04/1997,3,5678,8:00 AM,170,6:00 PM,192,9:00 AM,282,5:00 PM,436,,,,,,,,,"(47.671676, -122.103036)"
024S-152A-N,152nd Ave NE north of NE 24th St,07/22/1996,7,11458,,,,,,,,,8:00 AM,528,1:00 PM,403,11:00 AM,525,5:00 PM,810,"(47.632262, -122.137708)"
109S-RWR-E,NE 109th St east of Red-Wood Rd,09/06/2005,3,7091,7:00 AM,162,5:00 PM,403,7:00 AM,432,5:00 PM,252,,,,,,,,,"(47.697935, -122.131794)"
116S-AVR-W,NE 116th St west of Avondale Rd,10/20/2009,3,8301,8:00 AM,209,5:00 PM,503,8:00 AM,635,3:00 PM,288,,,,,,,,,"(47.703172, -122.094026)"
095S-WILR-E,NE 95th St east of Willows Rd,12/13/1999,3,5988,7:00 AM,364,12:00 PM,222,11:00 AM,233,4:00 PM,420,,,,,,,,,"(47.685905, -122.142579)"
