Row ID,Station Number,Station Description,Latitude,Longitude,Station Location,Date and Time,Water Level (m),Water Flow (cu meter per sec)
05DA009-20200428050000,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:00:00 AM,0.3480,-1.0000
05DA009-20200428050500,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:05:00 AM,0.3460,-1.0000
05DA009-20200428051000,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:10:00 AM,0.3460,-1.0000
05DA009-20200428051500,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:15:00 AM,0.3460,-1.0000
05DA009-20200428052000,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:20:00 AM,0.3460,-1.0000
05DA009-20200428052500,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:25:00 AM,0.3460,-1.0000
05DA009-20200428053000,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:30:00 AM,0.3480,-1.0000
05DA009-20200428053500,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:35:00 AM,0.3470,-1.0000
05DA009-20200428054000,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:40:00 AM,0.3440,-1.0000
05DA009-20200428054500,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:45:00 AM,0.3470,-1.0000
05DA009-20200428055000,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:50:00 AM,0.3470,-1.0000
05DA009-20200428055500,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 05:55:00 AM,0.3480,-1.0000
05DA009-20200428060000,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 06:00:00 AM,0.3440,-1.0000
05DA009-20200428060500,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 06:05:00 AM,0.3460,-1.0000
05DA009-20200428061000,05DA009,North Saskatchewan River at Whirlpool Point,52.00119,-116.47093,"(52.00119, -116.47093)",04/28/2020 06:10:00 AM,0.3460,-1.0000
05DC001-20190616132000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 01:20:00 PM,2.0850,187.5003
05DC001-20190616132500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 01:25:00 PM,2.0840,187.1896
05DC001-20190616133000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 01:30:00 PM,2.0830,186.8791
05DC001-20190616133500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 01:35:00 PM,2.0810,186.2588
05DC001-20190616134000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 01:40:00 PM,2.0800,185.9490
05DC001-20190616134500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 01:45:00 PM,2.0790,185.6394
05DC001-20190616135000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 01:50:00 PM,2.0790,185.6394
05DC001-20190616135500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 01:55:00 PM,2.0790,185.6394
05DC001-20190616140000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:00:00 PM,2.0780,185.3301
05DC001-20190616140500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:05:00 PM,2.0780,185.3301
05DC001-20190616141000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:10:00 PM,2.0770,185.0210
05DC001-20190616141500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:15:00 PM,2.0760,184.7122
05DC001-20190616142000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:20:00 PM,2.0760,184.7122
05DC001-20190616142500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:25:00 PM,2.0760,184.7122
05DC001-20190616143000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:30:00 PM,2.0750,184.4036
05DC001-20190616143500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:35:00 PM,2.0750,184.4036
05DC001-20190616144000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:40:00 PM,2.0760,184.7122
05DC001-20190616144500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:45:00 PM,2.0760,184.7122
05DC001-20190616145000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:50:00 PM,2.0770,185.0210
05DC001-20190616145500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 02:55:00 PM,2.0770,185.0210
05DC001-20190616150000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:00:00 PM,2.0780,185.3301
05DB006-20190718153500,05DB006,Clearwater River near Dovercourt,,,"(52.2521, -114.85582)",07/18/2019 03:35:00 PM,1.4790,52.2978
05DC001-20190616150500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:05:00 PM,2.0780,185.3301
05DC001-20190616151000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:10:00 PM,2.0790,185.6394
05DC001-20190616151500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:15:00 PM,2.0800,185.9490
05DC001-20190616152000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:20:00 PM,2.0820,186.5688
05DC001-20190616152500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:25:00 PM,2.0850,187.5003
05DC001-20190616153000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:30:00 PM,2.0870,188.1225
05DC001-20190616153500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:35:00 PM,2.0890,188.7457
05DC001-20190616154000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:40:00 PM,2.0920,189.6823
05DC001-20190616154500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:45:00 PM,2.0940,190.3080
05DC001-20190616155000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:50:00 PM,2.0980,191.5623
05DC001-20190616155500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 03:55:00 PM,2.1010,192.5058
05DC001-20190616160000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:00:00 PM,2.1050,193.7673
05DC001-20190616160500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:05:00 PM,2.1090,195.0327
05DC001-20190616161000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:10:00 PM,2.1110,195.6669
05DC001-20190616161500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:15:00 PM,2.1150,196.9380
05DC001-20190616162000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:20:00 PM,2.1200,198.5323
05DC001-20190616162500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:25:00 PM,2.1230,199.4919
05DC001-20190616163000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:30:00 PM,2.1250,200.1329
05DC001-20190616163500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:35:00 PM,2.1280,201.0962
05DC001-20190616164000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:40:00 PM,2.1310,202.0619
05DC001-20190616164500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:45:00 PM,2.1330,202.7069
05DC001-20190616165000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:50:00 PM,2.1360,203.6764
05DC001-20190616165500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 04:55:00 PM,2.1380,204.3239
05DC001-20190616170000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 05:00:00 PM,2.1390,204.6480
05DC001-20190616170500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 05:05:00 PM,2.1390,204.6480
05DC001-20190616171000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 05:10:00 PM,2.1400,204.9724
05DC001-20190616171500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 05:15:00 PM,2.1410,205.2970
05DC001-20190616175500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 05:55:00 PM,2.1390,204.6480
05DC001-20190616180000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:00:00 PM,2.1380,204.3239
05DF001-20180408062000,05DF001,North Saskatchewan River at Edmonton,,,"(53.537516, -113.487222)",04/08/2018 06:20:00 AM,4.0980,-1.0000
05DF006-20180408083000,05DF006,Whitemud Creek near Ellerslie,,,"(53.412424, -113.591005)",04/08/2018 08:30:00 AM,0.8500,-1.0000
05DA009-20180408111500,05DA009,North Saskatchewan River at Whirlpool Point,,,"(52.00119, -116.47093)",04/08/2018 11:15:00 AM,0.1780,-1.0000
05EA002-20180408114500,05EA002,Sturgeon River at St. Albert,,,"(53.63583, -113.62722)",04/08/2018 11:45:00 AM,1.1120,-1.0000
05DF004-20180408071000,05DF004,Strawberry Creek near the Mouth,,,"(53.310753, -114.053377)",04/08/2018 07:10:00 AM,0.8470,-1.0000
05EA002-20180408104500,05EA002,Sturgeon River at St. Albert,,,"(53.63583, -113.62722)",04/08/2018 10:45:00 AM,1.1120,-1.0000
05DD009-20180408083000,05DD009,Nordegg River at Sunchild Road,,,"(52.819905, -115.515413)",04/08/2018 08:30:00 AM,1.0080,-1.0000
05DE911-20180408083000,05DE911,Modeste Creek near Lindale,,,"(53.24623056, -114.709408)",04/08/2018 08:30:00 AM,3.7332,-1.0000
05DB002-20180408111500,05DB002,Prairie Creek near Rocky Mountain House,,,"(52.27284, -114.930807)",04/08/2018 11:15:00 AM,0.7810,-1.0000
05EA011-20180408113500,05EA011,Carrot Creek near the Mouth,,,"(53.624059, -113.696475)",04/08/2018 11:35:00 AM,8.2400,-1.0000
05EA011-20180408094500,05EA011,Carrot Creek near the Mouth,,,"(53.624059, -113.696475)",04/08/2018 09:45:00 AM,8.2430,-1.0000
05DF003-20180408093500,05DF003,Blackmud Creek near Ellerslie,,,"(53.414643, -113.517596)",04/08/2018 09:35:00 AM,1.0260,-1.0000
05DB002-20180408081000,05DB002,Prairie Creek near Rocky Mountain House,,,"(52.27284, -114.930807)",04/08/2018 08:10:00 AM,0.7810,-1.0000
05DE009-20180408063500,05DE009,Tomahawk Creek near Tomahawk,,,"(53.40557, -114.764699)",04/08/2018 06:35:00 AM,1.3930,-1.0000
05EA005-20180408103500,05EA005,Sturgeon River near Villeneuve,,,"(53.656997, -113.761338)",04/08/2018 10:35:00 AM,1.3470,-1.0000
05DD009-20180408070000,05DD009,Nordegg River at Sunchild Road,,,"(52.819905, -115.515413)",04/08/2018 07:00:00 AM,1.0070,-1.0000
05EA012-20180408093500,05EA012,Atim Creek at Century Road,,,"(53.59033, -113.88557)",04/08/2018 09:35:00 AM,8.6200,-1.0000
05DF004-20180408101500,05DF004,Strawberry Creek near the Mouth,,,"(53.310753, -114.053377)",04/08/2018 10:15:00 AM,0.8450,-1.0000
05DF006-20180408095500,05DF006,Whitemud Creek near Ellerslie,,,"(53.412424, -113.591005)",04/08/2018 09:55:00 AM,0.8510,-1.0000
05DD009-20180408055000,05DD009,Nordegg River at Sunchild Road,,,"(52.819905, -115.515413)",04/08/2018 05:50:00 AM,1.0080,-1.0000
05EA002-20180408112000,05EA002,Sturgeon River at St. Albert,,,"(53.63583, -113.62722)",04/08/2018 11:20:00 AM,1.1130,-1.0000
05DC001-20190616180500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:05:00 PM,2.1370,204.0000
05DF006-20180408083500,05DF006,Whitemud Creek near Ellerslie,,,"(53.412424, -113.591005)",04/08/2018 08:35:00 AM,0.8500,-1.0000
05DE009-20180408095000,05DE009,Tomahawk Creek near Tomahawk,,,"(53.40557, -114.764699)",04/08/2018 09:50:00 AM,1.3940,-1.0000
05EA005-20180408084500,05EA005,Sturgeon River near Villeneuve,,,"(53.656997, -113.761338)",04/08/2018 08:45:00 AM,1.3480,-1.0000
05DF008-20180408094000,05DF008,Weed Creek at Thorsby,,,"(53.234187, -114.050614)",04/08/2018 09:40:00 AM,7.1490,-1.0000
05DE007-20180408113500,05DE007,Rose Creek near Alder Flats,,,"(52.930531, -115.009922)",04/08/2018 11:35:00 AM,1.5780,-1.0000
05DC001-20190616181000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:10:00 PM,2.1350,203.3530
05DF008-20180408063000,05DF008,Weed Creek at Thorsby,,,"(53.234187, -114.050614)",04/08/2018 06:30:00 AM,7.1520,-1.0000
05DA009-20180408053000,05DA009,North Saskatchewan River at Whirlpool Point,,,"(52.00119, -116.47093)",04/08/2018 05:30:00 AM,0.1800,-1.0000
05EA011-20180408104000,05EA011,Carrot Creek near the Mouth,,,"(53.624059, -113.696475)",04/08/2018 10:40:00 AM,8.2420,-1.0000
05DF003-20180408110000,05DF003,Blackmud Creek near Ellerslie,,,"(53.414643, -113.517596)",04/08/2018 11:00:00 AM,1.0260,-1.0000
05DE010-20180408063000,05DE010,North Saskatchewan River at Hwy 759,,,"(53.314731, -114.757812)",04/08/2018 06:30:00 AM,89.4164,-1.0000
05DF001-20180408080500,05DF001,North Saskatchewan River at Edmonton,,,"(53.537516, -113.487222)",04/08/2018 08:05:00 AM,4.0800,-1.0000
05DB002-20180408070500,05DB002,Prairie Creek near Rocky Mountain House,,,"(52.27284, -114.930807)",04/08/2018 07:05:00 AM,0.7800,-1.0000
05EA005-20180408110000,05EA005,Sturgeon River near Villeneuve,,,"(53.656997, -113.761338)",04/08/2018 11:00:00 AM,1.3470,-1.0000
05DE009-20180408064500,05DE009,Tomahawk Creek near Tomahawk,,,"(53.40557, -114.764699)",04/08/2018 06:45:00 AM,1.3950,-1.0000
05DD009-20180408072500,05DD009,Nordegg River at Sunchild Road,,,"(52.819905, -115.515413)",04/08/2018 07:25:00 AM,1.0080,-1.0000
05EA012-20180408063000,05EA012,Atim Creek at Century Road,,,"(53.59033, -113.88557)",04/08/2018 06:30:00 AM,8.6210,-1.0000
05DE007-20180408063500,05DE007,Rose Creek near Alder Flats,,,"(52.930531, -115.009922)",04/08/2018 06:35:00 AM,1.5740,-1.0000
05EA002-20180408065000,05EA002,Sturgeon River at St. Albert,,,"(53.63583, -113.62722)",04/08/2018 06:50:00 AM,1.1130,-1.0000
05DC001-20190616181500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:15:00 PM,2.1340,203.0298
05EA012-20180408072500,05EA012,Atim Creek at Century Road,,,"(53.59033, -113.88557)",04/08/2018 07:25:00 AM,8.6210,-1.0000
05DE009-20180408101500,05DE009,Tomahawk Creek near Tomahawk,,,"(53.40557, -114.764699)",04/08/2018 10:15:00 AM,1.3930,-1.0000
05EA011-20180408085500,05EA011,Carrot Creek near the Mouth,,,"(53.624059, -113.696475)",04/08/2018 08:55:00 AM,8.2440,-1.0000
05DE010-20180408084500,05DE010,North Saskatchewan River at Hwy 759,,,"(53.314731, -114.757812)",04/08/2018 08:45:00 AM,89.4114,-1.0000
05DF003-20180408094500,05DF003,Blackmud Creek near Ellerslie,,,"(53.414643, -113.517596)",04/08/2018 09:45:00 AM,1.0260,-1.0000
05EA002-20180408091000,05EA002,Sturgeon River at St. Albert,,,"(53.63583, -113.62722)",04/08/2018 09:10:00 AM,1.1130,-1.0000
05DE911-20180408081500,05DE911,Modeste Creek near Lindale,,,"(53.24623056, -114.709408)",04/08/2018 08:15:00 AM,3.7353,-1.0000
05DB002-20180408092000,05DB002,Prairie Creek near Rocky Mountain House,,,"(52.27284, -114.930807)",04/08/2018 09:20:00 AM,0.7810,-1.0000
05DF001-20180408093000,05DF001,North Saskatchewan River at Edmonton,,,"(53.537516, -113.487222)",04/08/2018 09:30:00 AM,4.0690,-1.0000
05DF003-20180408070500,05DF003,Blackmud Creek near Ellerslie,,,"(53.414643, -113.517596)",04/08/2018 07:05:00 AM,1.0270,-1.0000
05DC001-20190616182000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:20:00 PM,2.1340,203.0298
05DC001-20190616182500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:25:00 PM,2.1320,202.3843
05EA005-20180408073000,05EA005,Sturgeon River near Villeneuve,,,"(53.656997, -113.761338)",04/08/2018 07:30:00 AM,1.3490,-1.0000
05EA002-20180408081500,05EA002,Sturgeon River at St. Albert,,,"(53.63583, -113.62722)",04/08/2018 08:15:00 AM,1.1130,-1.0000
05DF003-20180408080000,05DF003,Blackmud Creek near Ellerslie,,,"(53.414643, -113.517596)",04/08/2018 08:00:00 AM,1.0270,-1.0000
05EA005-20180408075500,05EA005,Sturgeon River near Villeneuve,,,"(53.656997, -113.761338)",04/08/2018 07:55:00 AM,1.3490,-1.0000
05DA009-20180408055500,05DA009,North Saskatchewan River at Whirlpool Point,,,"(52.00119, -116.47093)",04/08/2018 05:55:00 AM,0.1800,-1.0000
05DF006-20180408065500,05DF006,Whitemud Creek near Ellerslie,,,"(53.412424, -113.591005)",04/08/2018 06:55:00 AM,0.8500,-1.0000
05EA012-20180408065500,05EA012,Atim Creek at Century Road,,,"(53.59033, -113.88557)",04/08/2018 06:55:00 AM,8.6210,-1.0000
05DE007-20180408100000,05DE007,Rose Creek near Alder Flats,,,"(52.930531, -115.009922)",04/08/2018 10:00:00 AM,1.5780,-1.0000
05DB002-20180408094500,05DB002,Prairie Creek near Rocky Mountain House,,,"(52.27284, -114.930807)",04/08/2018 09:45:00 AM,0.7810,-1.0000
05DC001-20190616183000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:30:00 PM,2.1310,202.0619
05EA011-20180408073500,05EA011,Carrot Creek near the Mouth,,,"(53.624059, -113.696475)",04/08/2018 07:35:00 AM,8.2450,-1.0000
05DD009-20180408094000,05DD009,Nordegg River at Sunchild Road,,,"(52.819905, -115.515413)",04/08/2018 09:40:00 AM,1.0080,-1.0000
TAU-001-20180408070000,TAU-001,Bighorn Reservoir - Tau,,,"(52.3, -116.316667)",04/08/2018 07:00:00 AM,1295.7830,111.1940
05DF006-20180408072000,05DF006,Whitemud Creek near Ellerslie,,,"(53.412424, -113.591005)",04/08/2018 07:20:00 AM,0.8500,-1.0000
05DE007-20180408091500,05DE007,Rose Creek near Alder Flats,,,"(52.930531, -115.009922)",04/08/2018 09:15:00 AM,1.5770,-1.0000
05DF001-20180408071000,05DF001,North Saskatchewan River at Edmonton,,,"(53.537516, -113.487222)",04/08/2018 07:10:00 AM,4.0860,-1.0000
05DE009-20180408091500,05DE009,Tomahawk Creek near Tomahawk,,,"(53.40557, -114.764699)",04/08/2018 09:15:00 AM,1.3950,-1.0000
05DE010-20180408112500,05DE010,North Saskatchewan River at Hwy 759,,,"(53.314731, -114.757812)",04/08/2018 11:25:00 AM,89.4294,-1.0000
05DC001-20190616183500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:35:00 PM,2.1290,201.4179
05DF001-20180408090000,05DF001,North Saskatchewan River at Edmonton,,,"(53.537516, -113.487222)",04/08/2018 09:00:00 AM,4.0740,-1.0000
05DE010-20180408100000,05DE010,North Saskatchewan River at Hwy 759,,,"(53.314731, -114.757812)",04/08/2018 10:00:00 AM,89.4164,-1.0000
05EA005-20180408051500,05EA005,Sturgeon River near Villeneuve,,,"(53.656997, -113.761338)",04/08/2018 05:15:00 AM,1.3490,-1.0000
05DF006-20180408055500,05DF006,Whitemud Creek near Ellerslie,,,"(53.412424, -113.591005)",04/08/2018 05:55:00 AM,0.8510,-1.0000
05EA011-20180408101000,05EA011,Carrot Creek near the Mouth,,,"(53.624059, -113.696475)",04/08/2018 10:10:00 AM,8.2420,-1.0000
05DA009-20180408062000,05DA009,North Saskatchewan River at Whirlpool Point,,,"(52.00119, -116.47093)",04/08/2018 06:20:00 AM,0.1780,-1.0000
05EA005-20180408082000,05EA005,Sturgeon River near Villeneuve,,,"(53.656997, -113.761338)",04/08/2018 08:20:00 AM,1.3480,-1.0000
05DD009-20180408101000,05DD009,Nordegg River at Sunchild Road,,,"(52.819905, -115.515413)",04/08/2018 10:10:00 AM,1.0090,-1.0000
05DD009-20180408100500,05DD009,Nordegg River at Sunchild Road,,,"(52.819905, -115.515413)",04/08/2018 10:05:00 AM,1.0090,-1.0000
05DA009-20180408101000,05DA009,North Saskatchewan River at Whirlpool Point,,,"(52.00119, -116.47093)",04/08/2018 10:10:00 AM,0.1760,-1.0000
05EA011-20180408071000,05EA011,Carrot Creek near the Mouth,,,"(53.624059, -113.696475)",04/08/2018 07:10:00 AM,8.2460,-1.0000
05DE009-20180408110500,05DE009,Tomahawk Creek near Tomahawk,,,"(53.40557, -114.764699)",04/08/2018 11:05:00 AM,1.3940,-1.0000
05DE010-20180408060500,05DE010,North Saskatchewan River at Hwy 759,,,"(53.314731, -114.757812)",04/08/2018 06:05:00 AM,89.4174,-1.0000
05DB002-20180408113500,05DB002,Prairie Creek near Rocky Mountain House,,,"(52.27284, -114.930807)",04/08/2018 11:35:00 AM,0.7810,-1.0000
05DB006-20180408102000,05DB006,Clearwater River near Dovercourt,,,"(52.253394, -114.856976)",04/08/2018 10:20:00 AM,0.7151,-1.0000
05DC012-20180408074500,05DC012,Baptiste River near the Mouth,,,"(52.664301, -115.076774)",04/08/2018 07:45:00 AM,1.0594,-1.0000
05DE009-20180408082000,05DE009,Tomahawk Creek near Tomahawk,,,"(53.40557, -114.764699)",04/08/2018 08:20:00 AM,1.3950,-1.0000
05EA011-20180408092500,05EA011,Carrot Creek near the Mouth,,,"(53.624059, -113.696475)",04/08/2018 09:25:00 AM,8.2430,-1.0000
05DF004-20180408061000,05DF004,Strawberry Creek near the Mouth,,,"(53.310753, -114.053377)",04/08/2018 06:10:00 AM,0.8460,-1.0000
05DF003-20180408055000,05DF003,Blackmud Creek near Ellerslie,,,"(53.414643, -113.517596)",04/08/2018 05:50:00 AM,1.0270,-1.0000
05DE007-20180408115500,05DE007,Rose Creek near Alder Flats,,,"(52.930531, -115.009922)",04/08/2018 11:55:00 AM,1.5790,-1.0000
05EA012-20180408091500,05EA012,Atim Creek at Century Road,,,"(53.59033, -113.88557)",04/08/2018 09:15:00 AM,8.6190,-1.0000
05DF004-20180408073500,05DF004,Strawberry Creek near the Mouth,,,"(53.310753, -114.053377)",04/08/2018 07:35:00 AM,0.8450,-1.0000
05EA012-20180408113000,05EA012,Atim Creek at Century Road,,,"(53.59033, -113.88557)",04/08/2018 11:30:00 AM,8.6200,-1.0000
05DF001-20180408104500,05DF001,North Saskatchewan River at Edmonton,,,"(53.537516, -113.487222)",04/08/2018 10:45:00 AM,4.0630,-1.0000
05DF003-20180408083000,05DF003,Blackmud Creek near Ellerslie,,,"(53.414643, -113.517596)",04/08/2018 08:30:00 AM,1.0270,-1.0000
05DF006-20180408101500,05DF006,Whitemud Creek near Ellerslie,,,"(53.412424, -113.591005)",04/08/2018 10:15:00 AM,0.8510,-1.0000
05DF008-20180408065000,05DF008,Weed Creek at Thorsby,,,"(53.234187, -114.050614)",04/08/2018 06:50:00 AM,7.1510,-1.0000
05EA005-20180408070500,05EA005,Sturgeon River near Villeneuve,,,"(53.656997, -113.761338)",04/08/2018 07:05:00 AM,1.3490,-1.0000
05DD009-20180408062500,05DD009,Nordegg River at Sunchild Road,,,"(52.819905, -115.515413)",04/08/2018 06:25:00 AM,1.0070,-1.0000
05DE009-20180408113000,05DE009,Tomahawk Creek near Tomahawk,,,"(53.40557, -114.764699)",04/08/2018 11:30:00 AM,1.3870,-1.0000
05DC001-20190616184000,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:40:00 PM,2.1270,200.7749
05EA012-20180408082000,05EA012,Atim Creek at Century Road,,,"(53.59033, -113.88557)",04/08/2018 08:20:00 AM,8.6200,-1.0000
05DF006-20180408114000,05DF006,Whitemud Creek near Ellerslie,,,"(53.412424, -113.591005)",04/08/2018 11:40:00 AM,0.8530,-1.0000
05DF001-20180408082500,05DF001,North Saskatchewan River at Edmonton,,,"(53.537516, -113.487222)",04/08/2018 08:25:00 AM,4.0770,-1.0000
05DF004-20180408085000,05DF004,Strawberry Creek near the Mouth,,,"(53.310753, -114.053377)",04/08/2018 08:50:00 AM,0.8440,-1.0000
05DC001-20190616184500,05DC001,North Saskatchewan River near Rocky Mountain House,,,"(52.3767, -114.94132)",06/16/2019 06:45:00 PM,2.1260,200.4537
05EA005-20180408094500,05EA005,Sturgeon River near Villeneuve,,,"(53.656997, -113.761338)",04/08/2018 09:45:00 AM,1.3480,-1.0000
05DE007-20180408061500,05DE007,Rose Creek near Alder Flats,,,"(52.930531, -115.009922)",04/08/2018 06:15:00 AM,1.5730,-1.0000
05EA011-20180408120500,05EA011,Carrot Creek near the Mouth,,,"(53.624059, -113.696475)",04/08/2018 12:05:00 PM,8.2400,-1.0000
05DF006-20180408090000,05DF006,Whitemud Creek near Ellerslie,,,"(53.412424, -113.591005)",04/08/2018 09:00:00 AM,0.8500,-1.0000
05EA002-20180408085000,05EA002,Sturgeon River at St. Albert,,,"(53.63583, -113.62722)",04/08/2018 08:50:00 AM,1.1130,-1.0000
05EA012-20180408100500,05EA012,Atim Creek at Century Road,,,"(53.59033, -113.88557)",04/08/2018 10:05:00 AM,8.6200,-1.0000
