StationName,StationLocation,DateTime,RecordId,RoadSurfaceTemperature,AirTemperature
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:30:00 PM,1055363,41.56,43.72
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:28:00 PM,3045392,45.83,45.83
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:26:00 PM,4190802,41.19,41.19
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:31:00 PM,1055364,41.56,43.72
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:29:00 PM,3045393,45.83,45.83
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:27:00 PM,4190803,41.18,41.18
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:32:00 PM,1055365,41.57,43.72
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:30:00 PM,3045394,45.83,45.83
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:28:00 PM,4190804,41.17,41.17
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:33:00 PM,1055366,41.58,43.72
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:31:00 PM,3045395,45.82,45.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:29:00 PM,4190805,41.17,41.17
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:34:00 PM,1055367,41.58,43.72
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:32:00 PM,3045396,45.82,45.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:30:00 PM,4190806,41.16,41.16
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:35:00 PM,1055368,41.58,43.71
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:33:00 PM,3045397,45.82,45.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:31:00 PM,4190807,41.14,41.14
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:36:00 PM,1055369,41.59,43.71
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:34:00 PM,3045398,45.82,45.82
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:35:00 PM,3045399,45.82,45.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:32:00 PM,4190808,41.13,41.13
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:37:00 PM,1055370,41.59,43.72
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:36:00 PM,3045400,45.82,45.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:33:00 PM,4190809,41.11,41.11
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:37:00 PM,3045401,45.81,45.81
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:38:00 PM,1055371,41.59,43.70
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:34:00 PM,4190810,41.10,41.10
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:38:00 PM,3045402,45.81,45.81
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:39:00 PM,1055372,41.60,43.70
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:35:00 PM,4190811,41.09,41.09
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:40:00 PM,1055373,41.60,43.70
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:39:00 PM,3045403,45.81,45.81
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:36:00 PM,4190812,41.07,41.07
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:37:00 PM,4190813,41.06,41.06
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:26:00 PM,4196795,41.15,40.16
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:38:00 PM,4190814,41.05,41.05
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:27:00 PM,4196796,41.14,40.18
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:26:00 PM,4127380,43.21,39.80
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:10:00 PM,4156864,40.58,41.64
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 06:56:00 PM,3045360,45.96,45.96
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 06:57:00 PM,3045361,45.96,45.96
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 06:58:00 PM,3045362,45.95,45.95
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 06:59:00 PM,3045363,45.94,45.94
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:00:00 PM,3045364,45.94,45.94
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:01:00 PM,3045365,45.94,45.94
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:02:00 PM,3045366,45.93,45.93
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:03:00 PM,3045367,45.92,45.92
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:04:00 PM,3045368,45.92,45.92
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:05:00 PM,3045369,45.91,45.91
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:06:00 PM,3045370,45.91,45.91
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:07:00 PM,3045371,45.91,45.91
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:08:00 PM,3045372,45.90,45.90
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:09:00 PM,3045373,45.89,45.89
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:10:00 PM,3045374,45.88,45.88
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:06:00 PM,4156860,40.61,41.59
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:07:00 PM,4156861,40.61,41.70
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:08:00 PM,4156862,40.60,41.73
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:09:00 PM,4156863,40.60,41.78
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:10:00 PM,4156864,40.58,41.64
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:11:00 PM,4156865,40.57,41.46
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:12:00 PM,4156866,40.54,41.55
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:13:00 PM,4156867,40.52,41.64
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:14:00 PM,4156868,40.53,41.69
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:15:00 PM,4156869,40.53,41.50
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:16:00 PM,4156870,40.53,41.43
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:17:00 PM,4156871,40.52,41.36
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:18:00 PM,4156872,40.49,41.25
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:19:00 PM,4156873,40.49,41.27
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:20:00 PM,4156874,40.46,41.24
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:06:00 PM,3045370,45.91,45.91
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:07:00 PM,3045371,45.91,45.91
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:08:00 PM,3045372,45.90,45.90
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:09:00 PM,3045373,45.89,45.89
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:10:00 PM,3045374,45.88,45.88
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:11:00 PM,3045375,45.88,45.88
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:12:00 PM,3045376,45.88,45.88
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:13:00 PM,3045377,45.87,45.87
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:14:00 PM,3045378,45.87,45.87
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:15:00 PM,3045379,45.87,45.87
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:16:00 PM,3045380,45.87,45.87
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:17:00 PM,3045381,45.86,45.86
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:18:00 PM,3045382,45.86,45.86
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:19:00 PM,3045383,45.86,45.86
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:20:00 PM,3045384,45.86,45.86
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:28:00 PM,4196797,41.12,40.18
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:27:00 PM,4127381,43.21,39.85
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:29:00 PM,4196798,41.11,40.18
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:28:00 PM,4127382,43.21,39.81
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:29:00 PM,4127383,43.21,39.82
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:30:00 PM,4196799,41.10,40.18
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:31:00 PM,4196800,41.09,40.18
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:30:00 PM,4127384,43.19,39.73
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:32:00 PM,4196801,41.08,40.17
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:31:00 PM,4127385,43.18,39.66
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:33:00 PM,4196802,41.07,40.15
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:32:00 PM,4127386,43.17,39.71
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:34:00 PM,4196803,41.06,40.15
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:33:00 PM,4127387,43.17,39.69
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:35:00 PM,4196804,41.05,40.15
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:34:00 PM,4127388,43.17,39.69
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:36:00 PM,4196805,41.04,40.14
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:35:00 PM,4127389,43.17,39.65
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:37:00 PM,4196806,41.02,40.10
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:36:00 PM,4127390,43.16,39.49
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:38:00 PM,4196807,41.01,40.08
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:37:00 PM,4127391,43.14,39.52
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:39:00 PM,4196808,41.00,40.11
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:38:00 PM,4127392,43.14,39.59
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:40:00 PM,4196809,40.99,40.13
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:39:00 PM,4127393,43.14,39.66
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:40:00 PM,4127394,43.14,39.62
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:26:00 PM,4156880,40.41,40.86
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:27:00 PM,4156881,40.38,40.79
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:28:00 PM,4156882,40.37,40.78
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:29:00 PM,4156883,40.37,40.85
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:30:00 PM,4156884,40.37,40.74
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:31:00 PM,4156885,40.37,40.62
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:32:00 PM,4156886,40.35,40.59
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:33:00 PM,4156887,40.33,40.49
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:34:00 PM,4156888,40.33,40.35
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:35:00 PM,4156889,40.31,40.29
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:36:00 PM,4156890,40.29,40.32
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:37:00 PM,4156891,40.29,40.32
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:38:00 PM,4156892,40.28,40.22
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:39:00 PM,4156893,40.26,40.20
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:40:00 PM,4156894,40.25,40.18
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:35:00 PM,3045399,45.82,45.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:36:00 PM,4190812,41.07,41.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:36:00 PM,3045400,45.82,45.82
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:36:00 PM,4127390,43.16,39.49
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:37:00 PM,4190813,41.06,41.06
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:37:00 PM,3045401,45.81,45.81
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:37:00 PM,4127391,43.14,39.52
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:38:00 PM,4190814,41.05,41.05
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:38:00 PM,3045402,45.81,45.81
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:38:00 PM,4127392,43.14,39.59
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:39:00 PM,4190815,41.04,41.04
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:39:00 PM,3045403,45.81,45.81
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:40:00 PM,4190816,41.03,41.03
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:39:00 PM,4127393,43.14,39.66
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:40:00 PM,3045404,45.81,45.81
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:40:00 PM,4127394,43.14,39.62
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:41:00 PM,4190817,41.02,41.02
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:39:00 PM,4190815,41.04,41.04
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:40:00 PM,4190816,41.03,41.03
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:36:00 PM,1055369,41.59,43.71
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:37:00 PM,1055370,41.59,43.72
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:38:00 PM,1055371,41.59,43.70
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:39:00 PM,1055372,41.60,43.70
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:40:00 PM,1055373,41.60,43.70
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:41:00 PM,1055374,41.60,43.71
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:42:00 PM,1055375,41.60,43.71
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:36:00 PM,4196805,41.04,40.14
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:43:00 PM,1055376,41.60,43.70
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:37:00 PM,4196806,41.02,40.10
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:44:00 PM,1055377,41.60,43.72
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:38:00 PM,4196807,41.01,40.08
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:45:00 PM,1055378,41.60,43.75
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:46:00 PM,1055379,41.60,43.74
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:39:00 PM,4196808,41.00,40.11
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:41:00 PM,4127395,43.13,39.67
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:40:00 PM,4196809,40.99,40.13
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:47:00 PM,1055380,41.61,43.73
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:42:00 PM,4127396,43.12,39.66
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:48:00 PM,1055381,41.62,43.74
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:41:00 PM,4196810,40.99,40.10
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:43:00 PM,4127397,43.10,39.59
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:42:00 PM,4196811,40.98,40.10
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:49:00 PM,1055382,41.62,43.77
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:44:00 PM,4127398,43.10,39.58
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:43:00 PM,4196812,40.97,40.10
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:50:00 PM,1055383,41.62,43.83
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:45:00 PM,4127399,43.10,39.59
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:44:00 PM,4196813,40.96,40.11
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:46:00 PM,4127400,43.10,39.54
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:45:00 PM,4196814,40.95,40.13
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:47:00 PM,4127401,43.10,39.48
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:46:00 PM,4196815,40.94,40.15
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:48:00 PM,4127402,43.08,39.34
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:47:00 PM,4196816,40.94,40.17
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:49:00 PM,4127403,43.07,39.40
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:48:00 PM,4196817,40.93,40.19
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:50:00 PM,4127404,43.06,39.42
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:49:00 PM,4196818,40.92,40.19
NE45StViaduct,POINT (-122.301929 47.66127),11/09/2020 07:50:00 PM,4196819,40.92,40.22
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:38:00 PM,4156892,40.28,40.22
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:39:00 PM,4156893,40.26,40.20
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:40:00 PM,4156894,40.25,40.18
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:41:00 PM,4156895,40.24,40.26
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:42:00 PM,4156896,40.22,40.11
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:43:00 PM,4156897,40.22,40.04
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:44:00 PM,4156898,40.22,40.06
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:45:00 PM,4156899,40.22,40.01
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:46:00 PM,4156900,40.22,40.01
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:47:00 PM,4156901,40.21,40.04
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:48:00 PM,4156902,40.21,40.24
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:49:00 PM,4156903,40.21,40.08
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:50:00 PM,4156904,40.19,39.93
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:51:00 PM,4156905,40.18,39.98
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:52:00 PM,4156906,40.17,40.01
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:46:00 PM,1055379,41.60,43.74
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:47:00 PM,1055380,41.61,43.73
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:48:00 PM,1055381,41.62,43.74
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:49:00 PM,1055382,41.62,43.77
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:50:00 PM,1055383,41.62,43.83
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:51:00 PM,1055384,41.62,43.84
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:52:00 PM,1055385,41.62,43.84
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:53:00 PM,1055386,41.62,43.86
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:54:00 PM,1055387,41.62,43.85
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:55:00 PM,1055388,41.63,43.84
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:56:00 PM,1055389,41.64,43.83
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:57:00 PM,1055390,41.64,43.84
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:58:00 PM,1055391,41.64,43.87
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 07:59:00 PM,1055392,41.64,43.93
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/09/2020 08:00:00 PM,1055393,41.64,43.91
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:46:00 PM,4127400,43.10,39.54
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:47:00 PM,4127401,43.10,39.48
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:48:00 PM,4127402,43.08,39.34
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:49:00 PM,4127403,43.07,39.40
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:46:00 PM,4156900,40.22,40.01
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:47:00 PM,4156901,40.21,40.04
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:50:00 PM,4127404,43.06,39.42
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:48:00 PM,4156902,40.21,40.24
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:51:00 PM,4127405,43.06,39.41
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:49:00 PM,4156903,40.21,40.08
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:52:00 PM,4127406,43.06,39.39
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:50:00 PM,4156904,40.19,39.93
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:53:00 PM,4127407,43.05,39.37
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:51:00 PM,4156905,40.18,39.98
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:54:00 PM,4127408,43.04,39.29
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:52:00 PM,4156906,40.17,40.01
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:55:00 PM,4127409,43.02,39.28
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:53:00 PM,4156907,40.15,39.90
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:56:00 PM,4127410,43.02,39.28
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:54:00 PM,4156908,40.14,40.00
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:57:00 PM,4127411,43.02,39.22
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:55:00 PM,4156909,40.14,40.00
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:58:00 PM,4127412,43.02,39.24
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:56:00 PM,4156910,40.14,40.00
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 07:59:00 PM,4127413,43.02,39.32
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:57:00 PM,4156911,40.13,39.87
AuroraBridge,POINT (-122.347278 47.643174),11/09/2020 08:00:00 PM,4127414,43.02,39.34
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:58:00 PM,4156912,40.13,39.77
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 07:59:00 PM,4156913,40.10,39.78
MagnoliaBridge,POINT (-122.387341 47.633454),11/09/2020 08:00:00 PM,4156914,40.10,39.73
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:46:00 PM,3045410,45.79,45.79
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:47:00 PM,3045411,45.79,45.79
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:48:00 PM,3045412,45.79,45.79
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:41:00 PM,3045405,45.80,45.80
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:42:00 PM,3045406,45.80,45.80
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/09/2020 07:42:00 PM,4190818,41.01,41.01
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/09/2020 07:43:00 PM,3045407,45.80,45.80
